id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31
15756,6,3,67,127,35,51,6,23,15,22,12,10,9,4,5,7,2,3,1,2,2
15757,6,3,50,123,22,54,7,18,15,15,13,9,10,0,10,8,5,2,1,2,2
15758,6,3,66,161,40,56,7,28,23,25,11,14,12,3,8,11,1,6,1,0,8
15759,6,3,45,110,22,48,5,11,19,16,8,7,7,2,7,10,1,2,2,0,1
15760,6,3,56,138,27,67,5,17,14,16,14,7,9,3,6,12,1,11,3,0,1
15761,6,3,111,248,66,94,10,34,38,35,22,30,14,7,16,13,3,6,7,5,2
15762,6,2,54,118,33,49,4,15,13,14,11,13,8,3,9,10,2,7,1,1,2
15763,6,3,83,173,41,73,8,33,24,31,20,23,15,3,6,6,3,8,6,8,2
15764,6,3,70,151,40,62,7,27,18,21,14,16,11,3,6,13,2,9,1,1,2
15765,6,3,81,191,46,77,9,35,20,34,13,18,11,3,5,13,3,10,6,4,3
15766,6,3,63,150,33,59,6,28,18,22,13,11,9,4,6,8,1,4,1,0,4
15767,6,4,120,269,52,117,12,41,35,32,20,23,20,4,17,15,5,10,6,1,3
15768,6,2,35,84,22,33,4,9,15,11,5,6,5,3,5,4,1,2,3,0,2
15769,6,1,28,97,15,37,4,15,8,12,11,9,5,2,9,6,1,10,1,0,1
15770,6,4,71,167,42,70,8,21,24,23,14,17,9,4,10,12,3,5,2,2,2
15771,6,3,85,179,43,76,9,27,22,26,19,12,12,4,15,15,4,3,5,3,2
15772,6,4,78,182,38,66,10,36,27,33,16,16,12,3,8,10,2,6,5,1,2
15773,6,2,91,201,42,88,8,31,26,34,10,14,11,6,7,15,1,8,4,1,4
15774,6,3,90,193,53,80,8,32,33,33,13,23,12,5,8,12,2,6,6,4,3
15775,6,3,67,168,42,59,9,26,18,22,12,11,17,4,6,11,3,6,1,1,1
15776,6,4,112,223,57,86,11,39,26,41,15,20,15,5,9,17,3,12,6,3,3
15777,6,3,54,121,31,48,5,16,11,21,9,9,7,3,5,11,3,5,3,1,0
15778,6,1,35,75,22,27,5,10,8,13,5,5,6,1,2,6,1,4,3,2,0
15779,6,3,59,122,32,54,6,19,18,16,10,9,9,2,6,10,2,4,1,1,1
15780,6,4,115,255,69,105,11,45,38,48,19,28,13,8,11,21,4,8,6,5,0
15781,6,4,85,241,40,101,12,32,19,28,20,13,17,3,21,11,10,11,6,1,6
15782,6,3,64,166,36,54,8,26,27,25,9,24,9,4,5,14,4,6,5,4,3
15783,6,4,73,182,37,76,8,22,19,28,17,12,9,5,9,13,3,7,7,1,2
15784,6,3,54,143,36,52,6,30,15,26,5,15,8,5,4,8,3,9,5,3,0
15785,6,3,80,165,34,62,7,26,26,24,9,13,11,3,5,12,1,5,3,2,1
15786,6,3,86,179,44,78,5,36,20,28,18,16,8,5,8,9,3,8,2,3,0
15787,6,4,97,225,43,90,6,34,29,38,22,18,8,5,10,13,5,9,2,3,1
15788,6,4,106,235,57,89,9,36,29,28,18,17,19,6,15,17,9,9,2,2,2
15789,6,2,68,162,32,64,9,21,22,26,5,5,12,2,2,10,3,7,4,1,0
15790,6,4,75,185,41,88,10,35,20,26,16,18,12,4,6,14,4,9,3,0,1
15791,6,1,49,116,30,49,8,21,16,21,7,12,11,0,3,10,4,3,2,1,1
15792,6,2,48,118,27,48,5,16,15,15,7,11,7,3,7,9,0,7,4,1,0
15793,6,1,43,95,18,42,5,16,10,17,7,6,7,2,1,2,0,3,7,0,1
15794,6,3,79,210,38,76,10,25,28,25,17,19,12,6,20,12,3,10,7,0,1
15795,6,3,44,140,26,53,7,17,15,19,14,12,10,3,8,11,3,7,2,3,1
15796,6,3,79,179,43,70,9,24,17,26,14,24,9,5,11,15,2,9,8,2,0
15797,6,2,23,57,15,17,1,7,7,5,6,7,3,1,2,4,0,3,2,0,0
15798,6,3,49,108,26,48,4,12,10,9,8,11,4,3,9,10,2,7,2,3,0
15799,6,2,56,118,26,51,5,17,13,21,8,9,6,4,4,8,1,5,3,1,1
15800,6,3,80,191,45,86,9,31,32,30,14,11,11,3,6,12,4,9,5,2,0
15801,6,3,43,126,25,49,6,15,10,19,10,8,10,3,6,11,2,9,0,0,1
15802,6,3,57,122,33,48,5,26,15,22,9,16,7,4,2,8,2,5,2,2,0
15803,6,1,56,153,27,58,7,23,22,26,9,11,9,4,3,13,3,11,2,0,2
15804,6,4,74,175,33,80,9,23,23,23,10,16,10,5,6,10,3,11,2,1,1
15805,6,4,57,162,34,64,8,26,18,22,17,12,13,2,10,12,3,7,5,3,1
15806,6,3,59,146,32,59,6,27,14,24,9,10,10,3,6,8,3,7,1,0,0
15807,6,0,36,73,18,28,4,18,7,10,1,4,5,2,2,2,1,3,4,2,1
15808,6,3,58,130,25,51,5,19,19,17,6,13,6,4,4,8,3,6,7,3,0
15809,6,3,55,125,32,52,7,18,10,16,11,10,12,0,10,8,0,6,1,2,1
15810,6,3,58,138,27,44,3,22,21,22,7,10,4,2,5,1,5,5,3,0,0
15811,6,2,33,83,18,35,5,11,10,10,9,10,6,1,5,7,0,7,0,1,0
15812,6,3,50,131,28,46,6,14,14,25,13,11,7,3,2,12,2,4,2,0,3
15813,6,3,73,158,47,72,6,32,22,22,5,20,8,5,5,15,4,7,4,3,2
15814,6,4,85,173,45,74,7,25,21,27,14,17,18,4,7,11,2,5,2,3,1
15815,6,3,55,136,36,54,6,25,12,26,8,12,12,4,5,13,5,6,0,3,1
15816,6,3,79,166,42,81,5,37,14,25,11,21,6,4,5,6,4,8,5,8,0
15817,6,3,66,153,34,70,8,22,20,25,11,11,14,3,7,15,1,6,2,0,0
15818,6,2,40,99,21,42,5,17,17,15,7,11,9,1,4,5,1,1,4,3,1
15819,6,3,82,157,38,57,6,23,17,24,10,20,7,5,9,10,6,4,5,4,3
15820,6,4,56,126,33,45,4,19,9,15,17,11,33,1,7,11,6,5,1,1,6
15821,6,3,84,199,57,70,10,31,21,34,16,25,12,5,11,8,5,9,9,6,2
15822,6,1,57,166,31,66,5,33,18,24,13,12,6,4,7,9,6,8,2,3,6
15823,6,1,12,29,4,12,1,8,3,5,2,2,2,1,1,0,0,1,2,0,0
15824,6,4,163,395,92,154,12,79,51,66,35,40,13,11,18,15,6,22,7,8,5
15825,6,3,66,145,38,73,6,13,22,15,14,15,8,4,13,14,3,4,3,2,0
15826,6,3,68,153,36,62,8,29,20,25,5,13,9,5,8,13,3,6,4,3,0
15827,6,4,112,238,65,100,12,39,35,35,14,23,16,6,12,17,2,12,8,3,1
15828,6,3,53,136,25,47,6,29,16,22,4,11,8,4,8,4,6,9,4,2,0
15829,6,1,47,129,22,46,5,21,14,18,8,10,6,3,4,10,5,10,0,1,0
15830,6,3,64,148,39,63,7,25,17,24,11,16,10,3,5,11,6,6,5,3,1
15831,6,0,14,35,5,12,2,6,2,5,4,1,4,0,1,0,1,2,1,0,0
15832,6,2,34,82,20,30,3,8,10,16,4,9,7,2,1,9,1,6,3,2,1
15833,6,1,33,90,20,33,2,16,12,17,2,9,3,2,1,5,1,7,0,1,0
15834,6,4,131,295,71,117,14,39,36,39,19,22,22,5,22,23,3,12,6,3,3
15835,6,4,108,236,65,99,11,43,26,37,18,23,14,5,15,15,4,9,9,2,0
15836,6,1,55,131,30,58,7,29,17,19,8,14,9,3,5,6,1,4,9,3,1
15837,6,1,61,145,35,59,6,26,18,28,9,17,8,4,5,10,1,4,4,6,0
15838,6,2,59,143,31,59,7,23,14,25,16,13,13,2,5,12,1,4,0,1,0
15839,6,2,46,126,20,51,7,11,17,17,8,6,9,2,7,13,2,5,0,1,0
15840,6,2,140,351,70,140,14,62,37,50,20,29,18,9,15,16,11,14,9,8,4
15841,6,3,57,106,15,44,5,12,9,11,13,3,9,2,8,3,2,1,2,1,3
15842,6,2,38,92,20,36,4,12,6,15,6,7,6,3,8,5,5,4,1,2,1
15843,6,3,112,271,55,109,7,34,42,32,21,21,8,7,18,16,6,8,6,2,4
15844,6,2,48,103,23,37,4,25,10,20,6,14,7,3,2,5,2,7,5,4,0
15845,6,3,59,136,28,58,7,21,19,20,8,9,9,3,8,7,1,3,2,1,5
15846,6,4,98,211,56,93,10,34,24,32,21,22,11,5,13,15,3,8,4,6,0
15847,6,2,34,97,22,35,5,16,16,19,7,7,7,3,3,5,0,5,0,0,1
15848,6,3,106,238,65,94,10,42,30,43,19,28,16,6,12,17,3,8,8,8,1
15849,6,2,38,79,22,27,5,13,12,11,6,6,6,1,2,9,1,5,0,1,0
15850,6,0,8,37,6,13,2,2,4,2,0,1,3,1,1,2,0,4,1,0,0
15851,6,2,43,124,25,50,6,16,13,17,16,5,7,3,3,4,2,2,1,1,9
15852,6,2,83,198,41,86,7,22,27,23,16,18,9,5,10,15,5,5,4,1,3
15853,6,3,40,117,22,50,7,10,13,12,10,12,8,2,11,7,2,8,2,0,2
15854,6,4,115,238,57,93,9,38,42,27,17,20,16,6,13,20,6,3,6,3,3
15855,6,4,80,192,50,83,8,32,20,28,17,21,9,5,12,10,5,10,7,4,0
15856,6,3,69,151,38,58,9,29,19,27,13,17,10,3,5,10,1,7,7,4,1
15857,6,3,93,220,48,98,10,41,29,30,15,19,12,5,6,10,2,9,7,2,2
15858,6,3,63,142,35,55,5,21,17,23,7,19,7,3,3,16,7,9,3,4,0
15859,6,3,41,93,19,44,4,11,12,16,4,8,6,2,5,9,3,4,0,0,1
15860,6,1,50,111,30,46,6,18,16,19,13,12,7,1,4,6,3,3,1,3,2
15861,6,4,93,205,53,89,10,37,22,28,15,18,23,2,10,17,2,11,7,3,2
15862,6,2,55,145,35,54,5,35,22,16,12,8,7,3,8,6,5,5,0,1,7
15863,6,3,73,161,42,63,8,28,20,28,6,10,14,3,4,13,2,9,9,1,1
15864,6,3,98,217,48,94,10,32,27,29,20,18,11,6,8,16,6,11,1,4,4
15865,6,2,48,102,24,40,5,11,11,12,14,9,6,3,7,8,2,2,1,0,2
15866,6,3,81,169,45,70,8,24,22,27,10,19,9,4,2,13,2,8,6,4,2
15867,6,2,67,132,35,61,5,11,18,17,10,12,7,4,5,15,2,6,2,1,0
15868,6,1,79,183,41,62,8,24,23,26,7,20,9,6,4,18,4,13,2,4,8
15869,6,3,65,145,40,59,6,26,19,20,11,15,9,4,4,8,2,6,1,1,4
15870,6,3,79,162,47,69,6,16,22,16,13,16,10,5,9,14,4,5,5,3,3
15871,6,3,57,170,31,64,9,25,17,23,13,14,16,1,17,11,3,5,1,3,3
15872,6,1,22,80,11,30,4,12,7,13,7,5,5,3,6,5,4,4,0,0,0
15873,6,3,47,120,24,47,5,20,17,16,8,11,6,4,9,7,1,8,4,0,1
15874,6,3,45,122,16,48,6,15,12,15,11,10,9,3,11,6,3,7,0,1,0
15875,6,2,31,66,17,28,2,14,4,11,3,8,3,1,2,6,2,5,2,1,0
15876,6,3,75,189,42,76,8,28,29,28,13,15,12,5,5,13,4,7,1,2,5
15877,6,3,75,186,45,71,9,28,32,28,17,15,10,6,9,11,4,8,3,1,2
15878,6,1,22,54,9,21,3,8,5,9,2,3,4,1,2,5,1,5,1,0,0
15879,6,4,86,221,47,89,9,35,30,31,19,22,12,7,13,13,6,11,7,5,2
15880,6,3,78,178,43,69,7,21,20,20,21,18,10,6,13,17,4,9,3,2,3
15881,6,2,65,176,42,47,8,31,29,28,12,14,10,5,6,6,3,4,4,1,4
15882,6,2,69,174,36,67,8,26,20,27,12,7,13,3,10,7,3,7,4,1,0
15883,6,3,83,150,41,62,6,32,13,27,11,16,8,6,1,13,4,8,4,2,0
15884,6,2,35,71,16,28,4,14,7,9,1,5,5,2,6,8,2,5,0,0,1
15885,6,3,77,200,51,70,9,31,22,29,11,24,10,5,8,11,5,12,5,3,5
15886,6,3,65,190,37,71,13,20,25,27,14,15,14,1,6,14,4,14,6,2,0
15887,6,3,59,147,38,52,7,21,18,19,13,14,10,3,10,9,3,8,6,1,2
15888,6,3,87,211,46,89,9,31,30,30,14,21,11,7,6,14,5,13,4,5,2
15889,6,1,12,32,2,9,2,2,3,3,3,1,4,0,1,0,0,2,0,0,1
15890,6,2,65,149,38,66,5,33,13,28,9,22,10,4,4,13,3,5,3,7,0
15891,6,4,102,226,52,93,13,42,27,39,11,21,18,5,7,13,1,14,6,3,0
15892,6,3,62,134,42,49,7,22,16,21,11,20,9,3,2,12,0,7,3,6,1
15893,6,3,61,148,33,61,7,20,19,22,12,7,9,4,7,13,4,4,4,2,1
15894,6,2,48,105,19,45,4,21,10,18,4,6,7,3,5,6,2,5,2,1,0
15895,6,4,95,204,57,81,9,36,24,33,15,26,13,3,7,14,3,9,5,2,1
15896,6,3,66,138,42,56,7,15,18,23,7,13,10,2,5,13,0,6,3,2,3
15897,6,3,96,181,54,75,8,28,12,22,18,17,9,5,8,12,2,10,6,6,4
15898,6,3,73,190,41,74,5,28,24,31,16,10,6,5,8,14,2,13,1,1,0
15899,6,3,64,154,32,61,5,16,16,19,20,13,6,4,7,12,5,8,2,1,4
15900,6,3,54,113,28,57,7,17,11,17,13,12,9,1,7,11,3,4,0,0,0
15901,6,3,69,172,44,61,6,26,25,23,10,17,8,4,7,14,5,4,1,1,7
15902,6,3,96,251,50,105,10,39,28,34,20,25,11,7,15,10,8,15,8,2,2
15903,6,3,65,150,34,64,8,29,19,20,6,17,9,4,4,18,5,11,6,2,0
15904,6,1,47,117,22,43,4,12,19,17,4,15,5,3,4,11,6,9,1,1,0
15905,6,3,94,197,47,90,9,42,23,32,10,13,12,5,7,10,2,8,6,4,3
15906,6,3,76,164,42,71,7,17,19,22,13,14,9,6,9,11,1,9,1,3,1
15907,6,3,55,103,26,42,6,15,12,14,12,9,8,2,10,10,2,0,2,1,1
15908,6,2,53,154,29,62,7,21,15,22,15,13,10,3,9,13,4,13,2,2,0
15909,6,3,55,131,31,62,6,23,16,20,17,11,9,3,3,7,2,6,2,3,2
15910,6,3,69,162,35,70,7,22,23,21,15,13,12,4,6,13,3,4,5,4,2
15911,6,1,19,53,13,22,3,10,8,10,1,3,4,1,1,4,2,2,3,1,1
15912,6,1,54,134,28,55,5,20,20,23,8,12,6,4,5,11,2,6,1,3,1
15913,6,0,21,53,13,19,3,12,6,8,5,5,6,0,2,2,2,2,3,1,0
15914,6,3,49,109,30,49,5,17,10,14,10,11,8,3,8,7,2,4,2,2,4
15915,6,3,67,188,31,74,10,25,24,21,15,12,13,4,13,9,5,4,10,2,1
15916,6,4,72,173,44,64,8,30,16,29,16,14,13,4,8,10,2,11,2,2,3
15917,6,1,34,67,18,26,3,10,13,13,5,9,4,2,4,6,2,0,2,1,0
15918,6,4,113,283,56,105,13,43,31,48,25,21,15,8,11,14,3,19,5,2,8
15919,6,2,36,93,23,30,6,16,9,18,9,9,7,1,4,3,4,2,3,0,0
15920,6,3,65,162,38,68,8,25,15,21,18,16,10,3,11,10,2,6,5,1,0
15921,6,3,61,141,37,60,7,19,14,23,14,9,12,3,7,13,3,7,0,1,0
15922,6,3,97,213,49,82,7,48,25,28,19,20,11,6,7,14,4,7,6,3,2
15923,6,4,79,179,42,81,7,32,17,27,17,16,9,5,9,14,2,11,5,2,1
15924,6,3,92,207,56,74,8,42,31,29,10,18,15,5,10,10,3,8,4,3,2
15925,6,3,88,180,39,82,8,24,21,30,13,16,13,2,5,17,1,11,5,3,1
15926,6,2,43,108,22,42,6,17,7,15,4,7,8,3,5,3,4,4,2,1,1
15927,6,3,87,186,48,81,7,28,27,21,16,20,8,5,11,15,7,4,4,5,1
15928,6,3,40,102,22,31,4,9,15,15,6,12,5,3,2,10,3,9,1,2,4
15929,6,1,39,101,21,39,1,17,20,9,10,8,1,1,2,5,1,1,3,0,0
15930,6,4,83,173,39,72,7,27,22,21,16,17,8,6,6,12,3,5,7,3,2
15931,6,2,93,188,47,81,7,23,24,22,12,15,10,5,8,15,3,7,6,2,1
15932,6,3,58,144,32,56,5,21,13,27,16,14,18,2,2,10,4,7,2,1,5
15933,6,3,55,131,29,64,7,13,15,16,11,10,10,2,10,12,5,3,3,2,1
15934,6,1,39,118,19,47,6,19,14,18,7,7,9,2,3,5,3,3,1,0,1
15935,6,3,56,172,27,69,6,22,23,28,14,13,8,4,10,10,3,7,3,3,1
15936,6,4,100,227,58,95,7,33,26,27,18,22,8,7,15,18,7,10,5,2,5
15937,6,4,115,256,63,111,11,40,31,34,19,27,12,8,10,20,6,13,3,4,3
15938,6,3,125,268,62,105,12,46,31,45,21,24,16,7,12,18,4,13,5,2,1
15939,6,1,23,47,13,18,3,9,7,4,1,6,4,1,0,7,1,3,1,2,1
15940,6,3,61,137,36,48,6,22,16,16,7,17,10,3,7,11,1,4,5,4,1
15941,6,1,45,84,24,43,1,16,11,13,5,12,2,1,1,2,3,4,4,7,1
15942,6,2,104,224,53,86,9,31,31,38,11,18,12,7,6,15,3,8,7,5,1
15943,6,3,78,186,38,65,6,36,26,40,12,13,8,6,9,11,2,8,6,1,2
15944,6,4,145,318,61,142,11,55,46,42,28,24,13,8,21,19,8,5,11,9,6
15945,6,4,73,159,48,58,6,24,20,24,12,21,11,3,9,15,5,7,1,2,0
15946,6,3,76,186,45,62,7,32,29,30,18,14,10,5,11,11,2,4,3,1,1
15947,6,1,26,60,10,25,3,4,7,5,6,3,6,1,4,5,1,4,0,0,0
15948,6,4,109,232,67,72,11,42,24,43,12,36,25,5,6,18,7,17,6,7,0
15949,6,3,46,114,20,57,7,9,20,11,5,8,8,2,3,6,2,2,4,0,4
15950,6,3,51,130,26,53,7,20,17,22,14,9,8,2,11,6,2,2,5,1,3
15951,6,3,67,167,37,57,6,24,21,24,8,19,9,5,8,11,1,7,3,8,2
15952,6,4,83,187,40,87,9,31,21,29,15,14,12,4,8,11,3,8,3,5,2
15953,6,2,37,78,20,35,4,11,11,10,5,8,5,3,2,5,1,3,1,0,1
15954,6,2,69,154,36,59,5,20,8,19,12,17,6,4,7,11,3,10,5,2,0
15955,6,3,68,158,38,63,7,30,12,26,12,21,8,5,4,9,5,11,8,6,0
15956,6,3,68,164,36,76,6,22,21,27,13,11,8,6,8,10,1,5,2,0,2
15957,6,3,85,190,46,84,7,24,28,26,13,18,7,6,9,17,4,8,5,2,1
15958,6,2,25,65,14,24,2,12,11,12,5,4,3,1,1,4,0,0,0,0,0
15959,6,4,151,339,90,132,15,45,45,45,25,31,20,9,22,25,12,14,12,8,4
15960,6,0,23,47,12,20,2,6,5,4,1,5,3,1,5,2,2,3,3,0,1
15961,6,2,58,137,32,62,8,23,20,27,7,15,9,3,3,12,1,7,1,0,3
15962,6,2,65,161,38,69,8,19,21,26,8,15,11,3,5,15,3,10,1,0,1
15963,6,3,62,129,35,54,8,21,14,28,9,17,9,2,2,12,2,7,2,5,1
15964,6,3,49,134,25,49,6,19,17,22,11,10,9,3,8,8,3,5,3,2,0
15965,6,4,96,207,53,92,10,26,29,26,18,14,13,7,8,20,3,6,6,0,0
15966,6,3,44,126,26,49,5,20,12,24,7,11,6,4,7,9,3,7,1,2,2
15967,6,2,53,144,30,53,6,16,26,26,9,10,8,3,3,16,5,6,3,2,2
15968,6,2,55,116,26,43,6,20,14,19,4,15,7,4,0,7,1,9,5,3,2
15969,6,3,65,147,37,55,7,24,16,25,15,17,13,2,6,9,4,7,5,4,1
15970,6,4,70,167,41,58,7,16,19,22,18,19,9,5,10,12,1,7,5,4,1
15971,6,4,91,229,48,93,11,31,26,35,21,15,20,5,15,19,5,10,3,1,3
15972,6,0,41,125,19,43,4,20,19,16,5,7,7,3,6,10,5,5,2,1,0
15973,6,3,60,159,28,64,2,18,23,15,8,9,3,2,2,7,9,10,3,2,2
15974,6,3,106,226,54,98,11,30,26,31,19,23,18,4,12,19,5,7,9,7,0
15975,6,3,95,201,56,77,9,27,26,38,11,29,17,6,9,21,2,12,2,8,2
15976,6,2,71,176,32,62,7,30,27,28,9,10,8,5,4,11,4,8,3,2,1
15977,6,3,63,136,35,64,5,19,21,10,13,18,6,5,7,11,4,5,4,0,8
15978,6,3,80,213,44,101,10,36,19,29,13,14,13,6,6,15,7,14,4,3,0
15979,6,2,27,67,10,30,3,7,9,9,5,4,6,1,3,5,3,1,0,0,1
15980,6,3,60,142,32,60,7,29,16,20,14,9,12,3,12,8,4,2,1,1,1
15981,6,4,78,179,43,75,8,33,16,26,14,18,10,6,7,10,3,11,5,3,0
15982,6,3,89,228,52,86,9,32,29,36,13,18,10,7,14,12,9,10,10,3,1
15983,6,4,76,168,40,64,7,37,20,30,9,14,8,3,6,9,1,11,7,1,2
15984,6,2,65,159,39,65,7,21,16,31,5,12,8,4,7,11,3,11,3,2,2
15985,6,1,51,132,27,50,4,27,15,22,12,14,5,3,6,6,3,9,6,4,1
15986,6,2,38,112,20,49,6,19,13,16,7,5,8,2,8,6,1,4,1,1,3
15987,6,3,74,199,33,77,8,24,26,23,13,11,9,5,11,11,9,5,5,3,3
15988,6,1,61,176,35,73,8,33,23,26,4,14,10,5,5,13,7,11,6,2,1
15989,6,1,41,91,19,31,4,17,9,19,4,11,5,3,0,6,1,7,5,4,0
15990,6,1,36,94,10,34,3,14,8,13,5,2,3,2,7,3,6,4,0,1,0
15991,6,3,69,144,34,65,6,21,13,26,10,8,8,4,3,12,5,7,0,4,0
15992,6,2,38,86,22,35,5,17,9,11,5,13,5,1,2,6,4,3,2,3,1
15993,6,1,47,115,23,51,4,22,13,15,4,13,10,1,7,10,4,5,0,3,0
15994,6,3,72,191,39,82,8,20,23,23,7,12,11,5,14,15,3,8,6,2,5
15995,6,3,79,212,48,82,8,41,31,33,12,18,9,6,4,9,2,13,3,3,1
15996,6,2,54,120,24,59,6,18,18,16,10,6,7,4,6,6,5,3,3,2,0
15997,6,3,66,129,40,57,6,22,16,15,16,15,7,5,7,14,2,6,1,2,1
15998,6,4,90,220,58,87,11,34,24,37,17,29,12,6,13,16,1,15,5,6,2
15999,6,4,72,164,41,73,7,26,22,22,14,12,8,3,8,11,3,7,4,0,1
16000,6,4,128,310,71,120,11,38,43,45,23,28,12,10,13,19,6,12,11,2,16
16001,6,3,84,164,53,72,7,38,17,20,15,24,11,5,6,14,3,9,4,7,1
16002,6,2,26,87,17,28,4,8,9,9,5,5,9,0,5,6,2,8,2,0,0
16003,6,4,50,153,27,69,8,25,17,25,11,12,10,3,12,9,3,10,3,3,0
16004,6,4,134,298,78,117,11,45,41,45,23,30,18,8,16,21,8,9,10,3,3
16005,6,3,53,101,30,42,4,12,10,13,5,8,8,1,5,11,3,1,2,1,1
16006,6,3,70,176,32,80,9,39,29,30,14,12,11,6,3,10,2,2,1,1,4
16007,6,4,115,269,55,128,12,36,34,37,25,17,13,7,11,29,4,13,10,3,2
16008,6,2,53,130,28,61,7,14,12,19,5,4,9,2,8,10,2,5,8,0,0
16009,6,3,88,184,44,67,8,22,24,28,16,16,9,4,6,14,0,8,3,2,1
16010,6,4,84,192,47,80,8,26,27,24,15,17,12,5,6,13,2,9,5,0,1
16011,6,2,41,85,19,46,3,6,12,8,5,9,10,1,6,8,2,1,2,1,2
16012,6,3,86,193,37,82,9,30,26,30,16,13,14,5,7,11,4,6,5,2,1
16013,6,1,37,86,17,33,4,16,6,15,5,8,7,1,4,5,1,6,2,0,0
16014,6,1,21,52,9,20,2,6,6,6,5,4,6,1,0,7,0,3,3,0,0
16015,6,2,57,146,32,59,6,12,18,17,9,12,9,5,11,11,1,6,4,0,2
16016,6,0,11,28,6,13,1,3,2,3,4,3,3,0,2,2,0,2,0,0,0
16017,6,3,72,173,47,81,9,20,24,23,17,16,10,6,7,13,2,3,4,2,0
16018,6,3,48,128,23,54,6,20,9,21,5,12,8,2,5,15,2,8,3,3,2
16019,6,3,46,123,22,56,4,15,14,16,8,6,9,3,7,11,1,7,3,0,2
16020,6,2,55,139,28,40,8,22,16,17,8,7,9,3,11,5,1,3,1,3,3
16021,6,4,91,208,50,90,11,30,19,33,15,21,12,5,8,17,5,14,6,2,1
16022,6,1,35,105,14,48,3,4,12,10,4,8,4,2,5,12,2,7,1,0,2
16023,6,3,60,132,31,56,7,22,18,19,8,8,10,2,7,12,3,4,3,0,1
16024,6,3,77,158,47,61,9,22,21,18,13,17,11,3,8,14,2,8,1,4,1
16025,6,4,89,212,52,82,10,43,38,32,15,22,11,6,9,19,3,6,2,6,1
16026,6,2,47,111,28,48,6,21,12,16,4,12,7,3,5,9,2,7,2,5,1
16027,6,3,64,159,29,64,10,18,21,24,12,14,11,2,9,10,1,6,4,1,2
16028,6,1,36,88,21,39,3,14,13,14,1,4,7,1,5,4,1,1,0,1,3
16029,6,4,113,248,68,91,11,38,33,36,21,32,15,8,13,22,8,13,4,7,1
16030,6,0,13,30,5,11,2,1,2,3,1,3,3,0,1,4,2,2,0,0,0
16031,6,3,42,109,17,45,2,26,13,16,5,7,3,2,4,3,5,4,2,1,2
16032,6,2,81,162,51,60,9,26,26,19,13,24,13,4,11,21,3,5,4,7,0
16033,6,4,77,192,40,77,6,32,24,29,15,21,16,5,8,16,3,9,5,4,0
16034,6,3,83,204,51,85,11,25,18,23,15,19,12,5,17,14,6,14,10,4,1
16035,6,3,89,195,47,83,8,25,25,31,19,15,13,4,7,20,4,9,4,2,0
16036,6,3,53,117,28,50,6,28,17,18,9,10,7,3,4,7,2,6,2,1,1
16037,6,3,47,102,24,43,5,13,15,13,8,8,8,2,6,11,1,2,0,0,3
16038,6,3,60,120,28,63,5,19,17,17,7,12,6,4,3,11,4,5,3,1,1
16039,6,3,45,116,28,59,6,13,17,14,9,11,7,3,5,14,0,7,3,1,2
16040,6,4,88,233,52,90,10,37,19,36,20,19,16,5,13,8,6,14,7,5,3
16041,6,2,53,121,24,53,4,21,15,14,8,13,5,3,6,4,5,6,2,4,1
16042,6,2,54,131,33,52,5,18,23,19,7,12,9,3,4,10,2,7,4,1,1
16043,6,3,75,177,45,68,9,28,26,23,11,18,12,4,8,8,1,5,7,2,5
16044,6,3,72,162,42,72,7,25,22,22,11,15,8,4,6,13,4,6,4,3,2
16045,6,4,117,257,57,104,11,33,43,34,21,25,13,10,16,21,4,4,4,2,1
16046,6,1,67,176,38,74,8,25,20,23,9,10,13,3,6,8,5,6,5,1,3
16047,6,3,80,210,40,87,12,33,26,33,16,16,13,3,6,14,5,10,2,4,3
16048,6,1,80,183,48,77,12,24,15,21,10,20,16,1,11,17,10,8,4,5,0
16049,6,4,95,237,51,107,13,35,24,38,19,26,14,3,12,20,5,11,3,4,3
16050,6,4,91,194,44,80,9,31,27,23,17,19,14,4,9,9,5,8,6,2,1
16051,6,4,72,161,38,68,8,29,17,22,12,15,12,3,13,10,4,5,2,4,1
16052,6,1,12,39,5,18,2,5,7,6,1,1,3,1,0,4,2,0,2,0,0
16053,6,4,96,230,48,95,9,28,29,30,13,15,13,6,9,13,1,10,5,2,1
16054,6,1,102,241,47,94,11,41,24,35,11,11,16,7,10,6,5,6,5,3,0
16055,6,2,55,132,25,51,7,19,7,14,12,15,9,2,2,13,8,11,0,4,1
16056,6,3,65,152,38,65,8,27,17,18,13,17,11,3,7,11,4,4,5,1,2
16057,6,2,94,214,47,91,9,37,26,25,12,21,10,6,5,13,5,14,3,6,1
16058,6,2,69,157,38,64,6,22,25,14,15,16,7,4,11,10,2,6,2,6,4
16059,6,1,19,47,8,20,2,8,3,9,3,2,3,1,1,4,2,4,0,0,0
16060,6,2,60,127,33,49,5,14,20,20,14,13,7,4,3,12,3,4,0,1,1
16061,6,1,26,58,15,22,3,4,7,8,8,7,4,2,1,7,2,3,0,3,0
16062,6,3,72,180,33,66,9,30,22,31,12,14,14,3,5,13,4,8,7,1,0
16063,6,1,23,64,12,27,4,15,4,10,4,2,7,0,3,2,2,2,1,0,0
