id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char,mean_char,avg_word_length,pos_32,pos_35,maturity_score,pos_11,pos_33,pos_9,pos_16,pos_13,pos_25,pos_3,pos_26,pos_8,bag_of_words_score,mean_word,pos_7,pos_10,std_word
16182,6,3,58,115,30,50,6,17,12,16,13,9,11,0,8,10,1,3,1,0,1,3,5,1,8,0,5,1.18995898523,0,1,4,0,2.25349969371,4.97391304348,49.7391304348,2,0,6.2792,1,0,0,0,1,0,3,0,0,3.12770362342,10.7272727273,0,0,4.63368906814
16183,6,4,65,141,28,65,4,28,18,18,13,6,15,2,8,12,3,3,1,0,3,2,4,3,7,1,6,1.6910132318,0,0,4,0,2.11229814297,4.71631205674,47.1631205674,1,0,6.50876923077,2,0,0,0,0,0,0,0,0,2.68536912248,9.4,0,0,5.68975687823
16184,6,2,44,89,22,37,4,14,12,13,3,8,4,3,3,8,2,4,2,0,0,7,1,1,4,0,6,1.22001159715,1,0,1,0,2.3950920194,4.69662921348,46.9662921348,0,1,5.74702702703,0,0,0,0,2,0,1,0,0,0,22.25,0,0,4.32290411645
16185,6,4,78,193,38,78,10,17,31,19,16,13,12,5,12,20,2,5,6,2,2,4,14,8,13,0,14,2.76374868467,1,5,3,0,2.29841407364,4.60103626943,46.0103626943,1,2,6.04012820513,0,1,0,0,1,0,3,0,0,1.33745754176,16.0833333333,0,0,8.35123078088
16186,6,3,61,163,38,53,8,28,15,28,10,15,13,2,4,13,4,14,3,2,1,3,9,4,9,0,6,2.02036714511,0,3,1,0,2.48253766519,4.54601226994,45.4601226994,0,0,6.01867924528,2,0,4,0,0,0,1,0,1,0.0,12.5384615385,0,0,5.32938710021
16187,6,2,23,66,13,22,4,13,6,11,4,5,5,1,1,5,1,6,0,3,0,1,6,3,3,0,3,0.979829047563,0,3,1,0,2.48726359409,4.42424242424,44.2424242424,0,0,6.07272727273,0,0,0,0,1,0,0,0,0,0,13.2,0,0,7.5736384915
16188,6,2,66,141,38,62,4,23,17,26,9,18,6,4,4,8,1,6,6,6,2,2,6,1,8,0,13,1.93847232969,3,0,2,1,2.75418075868,5.01418439716,50.1418439716,3,0,6.65838709677,1,0,1,0,0,0,1,0,1,4.02282666425,23.5,0,0,15.1849706399
16189,6,3,69,159,40,52,8,30,18,31,12,13,10,4,5,8,3,4,6,3,1,3,4,4,15,1,6,1.95332498536,0,0,4,0,2.47694568603,4.72955974843,47.2955974843,1,0,6.83692307692,0,0,1,1,0,0,0,0,1,5.80958806625,15.9,0,0,7.36817480792
16190,6,4,91,225,55,91,10,44,28,42,16,18,15,7,8,19,2,13,5,3,0,9,3,2,12,0,7,3.23034379013,3,0,3,2,2.48405230883,4.59555555556,45.9555555556,1,1,6.63164835165,0,0,1,0,3,0,1,0,0,7.15401496732,15.0666666667,0,0,10.6674999675
16191,6,3,78,188,39,86,9,30,24,23,18,13,12,4,11,11,5,7,5,3,6,4,5,5,9,2,4,2.82636017185,2,4,3,2,2.39288088704,4.53723404255,45.3723404255,2,1,6.27395348837,1,0,1,0,1,0,2,0,1,1.33745754176,15.6666666667,0,0,8.8537499902
16192,6,2,22,48,10,22,2,4,9,4,5,6,3,1,1,5,0,2,1,0,1,0,3,2,1,0,10,0.521942103256,1,0,1,0,2.43169088648,4.79166666667,47.9166666667,0,1,5.83181818182,0,0,0,0,0,0,1,0,0,0,16.0,0,0,13.0639452948
16193,6,3,66,169,37,71,7,19,21,24,11,13,8,6,6,11,2,7,5,2,2,5,3,6,13,1,15,2.52631771006,3,3,3,0,2.39294598271,4.61538461538,46.1538461538,1,0,6.17577464789,2,0,0,1,0,1,0,0,0,5.80958806625,21.125,0,0,10.0553157583
16194,6,4,114,258,44,121,10,30,30,43,12,14,12,6,17,30,6,9,2,4,3,5,9,9,17,0,8,3.36224893757,4,2,10,2,2.17452558454,4.61240310078,46.1240310078,4,3,6.2873553719,0,1,0,0,3,0,0,0,1,0,21.6666666667,0,0,12.2224747449
16195,6,2,39,83,25,29,4,12,9,14,6,9,5,2,1,9,2,4,1,1,2,0,2,2,9,0,5,0.86032611864,1,0,0,1,2.59924942262,5.0,50.0,3,1,6.89413793103,0,0,0,0,0,0,0,0,0,1.33745754176,16.6,0,0,9.97196068985
16196,6,4,90,229,48,91,13,47,34,34,15,16,15,4,13,14,1,7,8,1,1,3,16,4,12,1,18,4.48119645673,2,1,5,0,2.33512478974,4.49344978166,44.9344978166,0,0,6.38285714286,1,0,2,0,1,0,2,0,0,3.58049216331,15.3333333333,0,0,7.4087035903
16197,6,3,85,184,54,77,8,24,26,23,17,19,9,7,14,15,2,7,5,2,0,8,3,5,12,0,11,2.52484973344,1,0,1,1,2.47178783302,4.92934782609,49.2934782609,0,1,6.1138961039,1,0,0,1,3,0,1,2,1,5.36376888566,20.4444444444,0,0,8.447367915
16198,6,4,116,287,67,114,16,46,25,44,23,23,21,6,13,14,9,15,8,9,2,6,8,9,22,1,18,3.76337732008,1,1,5,2,2.48470872379,4.7212543554,47.212543554,1,3,6.30649122807,1,1,0,2,2,1,2,0,0,3.12073426411,13.6666666667,0,0,6.85449684398
16199,6,3,91,213,46,83,10,40,21,34,17,19,14,6,8,8,5,9,4,4,0,5,15,3,10,3,23,2.36906646691,2,0,6,0,2.43128617182,4.69483568075,46.9483568075,1,1,6.26759036145,1,0,2,2,2,0,0,0,1,2.22909590294,15.2857142857,0,1,11.2213353638
16200,6,2,39,96,21,37,4,15,12,14,7,9,6,3,5,6,2,5,1,0,0,4,3,5,6,0,4,1.04344154645,1,2,1,0,2.43654108444,4.51041666667,45.1041666667,0,0,6.1372972973,0,0,0,0,0,0,1,0,0,1.33745754176,16.0,0,0,11.6332855777
16201,6,4,69,172,27,73,10,24,16,25,13,9,11,2,6,11,1,15,7,1,4,3,1,6,3,0,2,2.39572352126,0,0,10,0,2.17732681837,4.30813953488,43.0813953488,3,1,6.32232876712,1,0,1,1,0,0,0,0,1,0.0,15.6363636364,0,0,3.52324043183
16202,6,3,73,164,42,68,5,19,19,21,13,16,7,5,14,10,4,4,6,4,0,5,1,7,13,1,13,2.97113119234,4,0,3,2,2.55464738331,4.85975609756,48.5975609756,1,3,6.21117647059,1,0,0,0,2,0,0,0,0,1.78327672235,23.4285714286,0,0,12.2224283635
16203,6,3,85,192,44,72,9,30,23,25,13,12,13,5,7,11,6,7,4,2,2,4,12,6,12,1,25,3.34686816317,1,3,3,0,2.27623712599,4.68229166667,46.8229166667,1,0,6.6275,2,0,1,0,1,0,1,0,0,5.80958806625,14.8461538462,0,0,10.0295421619
16204,6,3,44,100,25,55,3,18,9,19,6,4,12,0,2,11,1,5,2,1,2,1,1,4,7,0,0,1.04468432405,0,2,3,0,2.26655525573,4.71,47.1,0,1,5.77909090909,0,0,0,0,0,0,0,0,0,0.0,8.33333333333,0,0,4.69633426787
16205,6,2,20,52,14,25,1,5,8,9,4,5,5,1,2,4,0,1,0,0,0,3,2,1,5,0,1,0.710785568796,0,0,2,0,2.52528689588,4.76923076923,47.6923076923,1,0,6.44,1,0,0,0,0,0,1,0,0,0,10.4,0,0,8.11418511004
16206,6,1,15,50,11,17,2,9,9,7,1,2,2,2,1,3,1,1,0,0,0,1,0,5,5,1,2,0.956970224264,1,0,0,0,2.38883457197,4.26,42.6,0,0,5.99764705882,0,0,0,1,1,0,0,0,0,1.79024608165,25.0,0,0,6.0
16207,6,3,62,124,27,48,7,16,18,18,12,11,7,4,7,9,2,3,4,1,2,3,3,1,7,0,12,1.84559960882,0,0,3,1,2.4255367301,4.89516129032,48.9516129032,0,0,6.26708333333,1,0,0,0,0,0,0,0,0,5.37073824496,17.7142857143,0,0,3.69224228095
16208,6,4,66,152,31,72,5,24,19,19,11,9,7,5,9,11,4,8,2,0,2,2,6,1,8,0,9,1.42300085295,2,1,4,0,2.15905325998,4.66447368421,46.6447368421,2,0,7.02722222222,2,0,0,0,0,0,2,1,0,5.36376888566,21.7142857143,0,0,14.3398972472
16209,6,3,57,103,28,48,6,13,10,9,11,13,7,3,6,12,1,6,3,2,2,5,1,0,4,0,2,0.98682628157,1,1,3,1,2.51430326758,5.14563106796,51.4563106796,2,0,6.471875,2,0,0,1,0,0,3,0,0,2.68536912248,14.7142857143,0,0,7.99489633122
16210,6,1,41,90,24,32,4,10,12,12,9,10,6,3,4,5,3,3,0,0,1,0,12,1,7,0,14,1.49662294181,1,1,1,0,2.5202302572,4.91111111111,49.1111111111,0,0,5.99,1,1,0,2,0,0,1,0,0,2.68536912248,15.0,0,0,9.2736184955
16211,6,3,68,144,39,57,7,20,21,21,12,15,10,4,7,14,2,4,3,4,1,3,7,7,13,1,7,1.79496107462,1,0,2,0,2.55506566028,4.94444444444,49.4444444444,3,1,6.11157894737,1,0,0,0,0,0,0,0,0,2.22909590294,14.8,0,0,8.13387976307
16212,6,4,86,197,40,76,9,32,26,24,14,15,16,5,8,13,4,6,8,0,0,6,6,6,11,0,12,5.14775512053,1,0,8,0,2.20947921571,4.64974619289,46.4974619289,2,2,5.87013157895,1,0,0,1,1,0,1,0,0,1.78327672235,12.3125,0,2,11.5472872897
16213,6,2,46,116,26,46,5,12,17,15,13,10,6,4,8,9,2,6,0,0,0,4,4,2,7,1,11,1.56123884404,2,0,2,0,2.36402320148,4.44827586207,44.4827586207,0,0,5.90804347826,1,0,0,0,0,0,0,0,0,4.02282666425,19.3333333333,0,0,9.39266853574
16214,6,0,48,112,24,44,7,18,12,13,5,7,9,2,5,4,3,4,3,2,3,2,9,10,9,0,11,1.1318722595,0,1,2,0,2.33544673549,4.57142857143,45.7142857143,0,0,5.805,0,1,0,0,0,0,0,1,0,0.0,12.4444444444,0,0,6.30891980737
16215,6,2,57,118,28,50,6,19,8,19,5,11,8,2,8,6,1,8,5,3,1,3,2,3,7,0,5,1.01660550607,1,1,3,0,2.45352277579,4.92372881356,49.2372881356,0,3,5.733,1,0,0,1,0,0,1,0,0,0.0,14.75,0,0,8.54034542627
16216,6,1,69,178,37,67,8,26,25,31,12,17,12,4,2,16,6,11,0,5,0,1,6,5,14,0,9,2.70667789802,1,0,2,0,2.46151099409,4.48314606742,44.8314606742,1,2,5.83731343284,1,0,0,0,2,0,0,0,0,0.0,14.8333333333,0,1,9.64221044275
16217,6,3,79,182,43,78,10,26,15,32,9,17,17,3,8,13,2,10,8,4,0,2,3,2,17,0,11,2.12551377783,0,1,5,2,2.58797018977,4.72527472527,47.2527472527,2,1,6.52923076923,1,0,0,0,0,0,1,0,0,6.25192256718,10.7058823529,0,0,6.57772270517
16218,6,3,65,169,30,69,7,27,20,22,9,14,10,3,11,10,7,9,3,7,2,4,4,6,6,1,8,2.81583227447,2,0,5,1,2.49067010823,4.47928994083,44.7928994083,1,0,6.0431884058,2,0,0,0,1,0,1,0,1,0.0,16.9,0,0,10.7373181009
16219,6,3,65,147,35,58,8,18,16,17,15,14,11,2,7,10,1,10,4,5,2,5,1,5,10,0,9,1.89012005337,0,0,2,2,2.67058932438,4.80272108844,48.0272108844,2,0,6.7675862069,3,0,0,0,1,0,1,0,0,3.12770362342,13.4545454545,0,0,6.85384611817
16220,6,3,86,218,49,81,10,42,33,32,11,16,13,4,5,9,0,7,7,4,2,5,14,8,15,0,26,4.02382078884,2,3,4,1,2.4346574211,4.60091743119,46.0091743119,4,3,6.72320987654,2,0,1,0,0,0,1,0,0,3.5665534447,16.7692307692,0,0,8.37720208619
16221,6,2,50,109,24,46,3,29,11,19,6,14,3,3,4,8,1,7,3,2,0,2,3,0,4,0,1,1.44325034462,2,1,3,0,2.62741887324,4.79816513761,47.9816513761,1,0,6.31108695652,0,0,4,0,0,0,1,0,1,2.68536912248,36.3333333333,0,0,10.6249183003
16222,6,3,85,179,35,89,8,23,23,24,14,14,10,5,10,13,0,12,4,5,0,5,5,6,13,0,14,1.99430613122,2,0,4,3,2.46110921437,4.80446927374,48.0446927374,0,2,6.18584269663,1,0,3,0,0,0,1,0,0,3.12073426411,18.1,0,0,8.32406150866
16223,6,3,54,100,32,38,4,26,16,19,7,15,7,3,5,2,2,0,1,2,0,2,4,1,6,1,4,1.41027496626,0,1,2,0,2.67942025992,5.25,52.5,0,1,6.24894736842,1,0,1,0,0,0,0,0,1,0.0,14.2857142857,0,0,8.0305538986
16224,6,2,46,116,27,43,5,17,16,21,2,12,6,4,1,14,3,8,0,0,1,6,0,0,7,0,9,1.61969242017,2,1,0,0,2.6486821707,4.54310344828,45.4310344828,0,1,6.5676744186,0,0,0,0,1,0,0,0,0,6.26586128579,19.3333333333,0,0,10.6092203086
16225,6,1,51,140,20,47,6,19,16,28,5,4,10,3,7,7,4,6,1,0,2,6,5,8,9,0,10,1.68314568108,1,1,2,0,1.94258545044,4.17857142857,41.7857142857,0,1,5.27212765957,1,0,0,0,4,0,0,0,0,1.33745754176,14.2,0,0,10.293687386
16226,6,3,65,189,36,77,11,28,21,33,14,10,12,4,10,10,3,15,4,4,0,1,10,6,14,0,16,2.20592573111,0,0,2,0,2.3409919182,4.42857142857,44.2857142857,0,0,5.8612987013,0,0,1,0,0,0,1,0,1,3.58049216331,15.75,0,1,5.64394956273
16227,6,1,61,151,26,58,6,23,21,23,8,10,8,5,7,5,3,9,4,2,2,2,12,5,8,0,19,3.51933247263,2,0,5,1,2.34871624322,4.45695364238,44.5695364238,0,0,5.96137931034,2,0,1,0,0,0,0,0,1,1.33745754176,18.875,0,0,10.1788690433
16228,6,2,57,162,33,66,7,24,18,26,10,8,9,3,4,15,0,11,0,0,3,4,3,5,10,0,9,2.46283427436,2,0,4,0,2.22843334891,4.36419753086,43.6419753086,2,1,6.27136363636,2,0,0,0,2,0,1,0,0,0.0,18.0,0,0,9.64940988409
16229,6,4,77,159,46,64,8,23,19,23,16,17,11,3,5,13,0,8,3,2,1,5,3,1,9,0,13,1.52762588892,0,1,4,1,2.54931458559,4.96855345912,49.6855345912,0,1,6.14046875,1,0,2,0,1,0,2,0,0,6.25889192649,14.4545454545,0,0,7.54819227442
16230,6,3,63,145,29,62,5,25,18,21,10,13,6,4,6,9,2,11,6,4,0,1,0,1,5,0,6,1.9945095788,3,0,5,1,2.50816673751,4.6275862069,46.275862069,0,1,6.07629032258,3,0,2,0,0,0,1,0,0,3.58049216331,24.1666666667,0,0,15.0932287982
16231,6,3,76,174,35,74,8,29,23,24,12,9,10,3,9,13,6,6,2,0,6,3,2,2,10,0,8,2.1220376234,2,2,3,0,2.17021961237,4.5632183908,45.632183908,3,0,6.16418918919,2,0,2,1,0,0,1,0,0,4.46864584483,17.4,0,0,9.759098319
16232,6,3,68,172,32,76,7,19,19,26,12,15,9,5,9,13,2,8,1,2,1,6,2,8,9,0,9,1.78661630807,4,1,8,1,2.29275640794,4.61046511628,46.1046511628,3,1,5.92157894737,1,0,2,1,2,0,1,0,1,5.8130727459,19.1111111111,0,0,9.68899082515
16233,6,2,37,100,22,37,5,10,14,16,12,10,6,2,6,7,1,3,1,1,1,3,3,6,5,0,5,1.15678183517,1,2,2,0,2.40578007677,4.49,44.9,0,1,5.7127027027,0,0,0,0,1,0,0,0,1,5.37073824496,16.6666666667,0,0,10.6092203086
16234,6,3,61,133,30,56,6,23,17,18,7,14,7,4,4,10,2,10,3,1,2,2,5,4,8,0,7,1.67041125693,1,0,3,0,2.47150541763,4.75939849624,47.5939849624,0,0,6.75696428571,1,0,1,0,0,0,1,0,1,5.8130727459,19.0,0,0,8.45154254729
16235,6,3,85,196,45,78,9,27,34,31,15,17,10,6,7,20,4,5,4,2,2,7,7,1,10,0,16,2.20633795909,3,1,4,0,2.40298959098,4.71428571429,47.1428571429,1,1,6.82884615385,0,0,0,1,0,0,2,0,0,4.91794970507,19.6,0,0,8.66256313108
16236,6,1,33,76,14,35,3,9,8,11,2,7,6,1,1,10,1,5,2,2,0,2,6,2,7,0,4,0.631166008136,0,0,2,1,2.4242560805,4.82894736842,48.2894736842,1,0,5.37457142857,2,0,0,2,1,0,1,0,0,0.891638361175,13.0,0,0,5.7735026919
16237,6,3,75,157,37,66,7,29,25,28,7,12,10,4,5,10,3,3,4,1,3,2,3,3,7,0,13,1.93794205985,0,1,4,0,2.38133358279,4.78343949045,47.8343949045,0,0,6.95348484848,1,0,1,0,0,0,2,0,0,0,15.7,0,0,7.64264352171
16238,6,2,22,49,12,18,2,5,3,7,9,8,5,0,6,2,0,3,0,0,0,0,2,3,3,0,2,0.922939883656,0,0,2,0,2.61942637954,4.81632653061,48.1632653061,0,0,5.89111111111,0,0,0,0,1,0,0,0,0,2.68536912248,10.0,0,0,6.22896460096
16239,6,3,73,150,43,73,7,27,19,16,10,11,8,5,6,10,6,2,4,4,6,5,7,7,9,0,13,1.74894851225,2,1,3,0,2.35730100092,5.01333333333,50.1333333333,0,4,6.64575342466,0,0,0,1,1,0,2,0,0,2.68536912248,18.75,0,0,9.27024810887
16240,6,2,50,119,30,48,6,16,19,17,13,8,7,3,2,7,0,6,0,0,0,5,5,3,10,0,11,1.58630969176,1,0,0,0,2.32791130807,4.63865546218,46.3865546218,1,0,6.71145833333,1,0,0,1,0,0,2,0,0,4.91446502542,17.0,0,0,9.02377811277
16241,6,3,66,180,35,80,10,25,23,26,12,17,13,3,8,16,3,7,4,4,0,6,1,8,13,1,3,2.26498433167,1,1,5,1,2.45052851569,4.52222222222,45.2222222222,1,1,6.259125,0,0,1,0,3,1,2,0,0,8.49495718873,13.8461538462,0,0,6.44319741273
16242,6,3,95,190,43,93,7,28,19,28,14,14,8,5,7,13,7,10,7,3,1,5,11,2,6,0,17,2.45464077466,3,0,11,0,2.29146102973,4.8,48.0,3,0,6.4947311828,0,0,0,0,0,1,0,0,0,0.0,23.875,0,0,15.0369336967
16243,6,3,82,186,43,74,9,38,22,30,9,9,13,3,4,7,6,3,7,5,3,4,9,2,13,1,28,2.63673569928,1,0,0,2,2.50743735331,4.69892473118,46.9892473118,2,0,6.28027027027,0,0,1,1,0,1,0,0,0,3.12073426411,14.3076923077,0,0,7.57916796108
16244,6,0,9,33,5,14,1,3,5,7,0,2,4,0,0,3,0,3,1,0,1,0,0,3,4,0,0,0.375974282615,0,0,0,0,2.07574375134,4.06060606061,40.6060606061,0,0,5.55142857143,0,0,0,0,0,0,0,0,0,0,8.25,0,0,5.7608593109
16245,6,3,73,143,40,69,6,21,20,19,17,16,9,4,5,16,4,1,2,3,1,4,6,2,11,0,10,0.955112181365,2,1,3,2,2.44649229196,5.14685314685,51.4685314685,3,0,6.43347826087,0,0,0,0,0,0,1,0,0,0,16.0,0,0,9.32142096941
16246,6,3,159,355,84,154,14,43,53,42,30,27,17,12,18,35,8,15,6,4,2,15,14,8,21,1,24,4.80905854504,4,0,10,0,2.30207437567,4.72957746479,47.2957746479,2,2,6.42376623377,1,0,1,0,5,0,2,0,0,13.8587260744,21.1176470588,0,0,11.302692823
16247,6,2,71,151,37,68,7,31,15,23,12,16,8,3,4,13,2,12,4,3,0,2,0,2,6,0,4,1.84582784417,1,1,3,1,2.61810642186,4.82119205298,48.2119205298,1,0,7.10323529412,0,0,0,0,0,0,2,0,0,0.0,18.875,0,0,12.0253638199
16248,6,3,45,106,22,45,6,14,14,16,7,7,7,2,6,10,2,4,4,1,0,4,3,4,6,0,2,1.44103791055,0,0,4,0,2.34706522794,4.52830188679,45.2830188679,2,0,6.11133333333,0,0,0,1,1,0,0,0,1,0.0,15.1428571429,0,0,7.82721573246
16249,6,4,101,227,52,90,11,37,30,30,16,21,14,5,11,17,3,12,4,2,3,4,4,6,14,2,9,3.08952213438,2,1,4,1,2.43173532935,4.69162995595,46.9162995595,1,1,6.22511111111,2,0,1,0,3,0,2,0,2,7.15053028766,16.2142857143,0,0,8.41069532907
16250,6,2,64,166,40,67,8,18,20,33,12,13,10,2,5,18,2,10,0,2,1,1,5,5,13,0,11,1.68762293459,2,0,2,1,2.44987724246,4.63855421687,46.3855421687,0,1,6.35820895522,1,0,0,1,1,1,0,0,0,6.26586128579,16.6,0,0,9.67677632272
16251,6,4,95,204,54,78,8,19,19,23,19,18,12,6,19,18,5,10,2,1,6,8,7,7,8,0,17,2.88832618796,1,2,7,1,2.41175263206,4.79901960784,47.9901960784,2,1,6.19615384615,0,0,1,0,0,0,1,0,0,4.47561520414,17.0,0,0,9.0
16252,6,3,55,143,25,55,7,22,14,22,12,11,9,3,10,10,2,10,2,1,0,2,3,0,9,0,10,2.13398491092,1,0,5,0,2.27397975928,4.3986013986,43.986013986,1,1,5.90381818182,0,0,2,0,1,0,1,0,0,6.25889192649,15.8888888889,0,0,7.78095173334
16253,6,3,73,156,39,66,7,17,16,22,18,15,11,4,6,14,7,7,1,2,2,6,3,3,8,0,14,2.28423036957,2,0,3,0,2.44633890296,4.85256410256,48.5256410256,1,1,6.70818181818,0,0,0,0,3,0,0,0,0,4.91794970507,14.1818181818,0,0,10.9529421686
16254,6,3,84,202,45,83,9,24,21,30,17,14,10,6,10,11,5,9,4,3,6,4,6,7,8,0,19,2.29118216582,2,2,7,1,2.38547337596,4.55940594059,45.5940594059,3,2,6.27469879518,0,0,2,0,2,0,0,0,0,0.0,20.2,0,0,10.3324730825
16255,6,3,85,218,51,84,10,50,38,35,13,19,12,8,11,10,4,4,5,5,6,2,6,3,17,0,8,3.12054689495,2,1,2,2,2.53134912775,4.59633027523,45.9633027523,2,0,6.58107142857,2,1,0,1,0,0,0,0,0,3.12073426411,18.25,0,0,7.2240916384
16256,6,0,24,53,12,24,3,7,6,5,2,3,3,1,4,1,1,3,3,2,0,0,0,3,6,1,4,0.414914189938,0,0,1,0,2.36201188505,4.81132075472,48.1132075472,1,0,5.50541666667,0,0,0,0,0,0,0,0,0,1.33745754176,17.6666666667,0,0,3.68178700573
16257,6,3,95,232,58,94,9,48,33,44,13,22,10,8,7,11,6,9,7,5,2,1,4,4,16,1,10,3.12254673888,5,1,3,1,2.52818121458,4.75862068966,47.5862068966,1,1,6.84372340426,0,0,2,1,0,0,1,0,1,7.5998341479,23.2,0,0,10.6564534438
16258,6,3,40,87,16,37,3,9,12,12,11,9,4,3,3,8,2,5,0,0,2,1,4,4,2,0,6,0.804595557047,3,0,2,0,2.35813753139,4.63218390805,46.3218390805,0,0,5.64783783784,0,0,0,0,0,0,1,0,0,0,21.75,0,0,12.6169528809
16259,6,3,90,227,48,85,10,44,33,37,21,25,11,5,7,9,2,8,8,3,5,2,7,7,7,0,14,5.18573180562,2,3,5,0,2.49788027558,4.60792951542,46.0792951542,1,2,6.19376470588,2,0,4,2,0,0,1,0,1,6.26586128579,20.6363636364,0,0,11.4991914915
16260,6,4,78,163,48,60,9,27,24,33,13,16,11,2,1,11,6,5,8,4,2,0,3,1,9,0,14,3.46681096576,1,0,2,0,2.6422851535,4.86503067485,48.6503067485,0,0,6.93133333333,1,0,1,0,0,0,0,0,0,0.0,14.8181818182,0,0,6.92581707445
16261,6,3,84,178,45,73,8,31,27,26,8,19,9,5,3,13,5,10,8,4,1,4,4,1,10,0,11,2.85182013853,2,0,3,1,2.63829692744,4.87078651685,48.7078651685,1,1,6.44739726027,1,0,1,0,0,0,1,0,0,6.26586128579,19.7777777778,0,0,9.22289154198
16262,6,2,33,77,21,25,4,14,8,12,5,15,6,1,0,8,1,7,4,6,0,1,7,1,2,0,3,1.17538007787,0,1,2,3,3.23181594666,5.05194805195,50.5194805195,0,1,6.264,1,0,2,0,0,0,0,0,0,0.0,12.8333333333,0,0,7.12780159345
16263,6,0,11,23,6,10,1,0,2,3,2,3,2,1,1,5,1,1,0,1,0,1,0,0,2,0,3,0.121015237842,0,0,0,1,2.92258481079,5.21739130435,52.1739130435,1,0,6.657,0,0,0,0,0,0,0,0,0,0,11.5,0,0,11.5
16264,6,4,108,226,55,111,10,39,30,30,15,25,12,6,7,19,2,11,8,3,4,5,4,3,12,0,12,2.579955066,3,0,8,0,2.52434751639,4.88053097345,48.8053097345,2,0,6.39981981982,1,0,2,0,0,0,3,1,0,5.37073824496,18.9166666667,0,0,10.9883145002
16265,6,3,46,118,28,47,7,13,15,18,7,7,9,1,7,13,2,4,0,1,2,3,2,6,10,1,5,1.39222317994,0,0,2,0,2.37320805474,4.56779661017,45.6779661017,1,1,5.94744680851,0,0,0,1,1,0,0,0,0,2.68188444283,13.3333333333,0,0,6.30696264281
16266,6,3,69,167,35,73,4,25,25,31,8,14,8,4,8,5,0,6,5,1,4,5,6,5,6,0,15,2.13330053778,3,0,5,0,2.29942449427,4.61077844311,46.1077844311,1,2,6.4704109589,0,0,0,0,0,1,2,0,1,3.58049216331,21.0,0,0,16.363068172
16267,6,3,78,183,44,76,7,32,28,21,14,15,9,4,8,11,3,4,6,0,3,4,11,5,17,1,12,2.58326185975,3,0,1,0,2.31009002921,4.68852459016,46.8852459016,0,3,6.60052631579,2,0,1,1,1,0,2,0,0,5.8061033866,20.3333333333,0,0,12.4365054041
16268,6,3,81,168,41,59,8,24,16,23,18,22,14,3,10,12,4,7,3,2,7,3,16,3,7,1,21,2.15637886238,1,3,2,1,2.63649346754,4.91666666667,49.1666666667,2,1,6.40813559322,2,0,0,0,0,0,2,0,0,6.70819578673,12.2857142857,0,0,7.6291599559
16269,6,4,88,177,51,78,9,28,19,21,11,14,11,4,11,13,3,10,7,2,1,5,4,1,6,1,15,1.66990512386,1,1,7,0,2.45059031912,4.98305084746,49.8305084746,1,0,6.63179487179,0,0,0,0,0,0,1,0,0,2.68536912248,16.0909090909,0,0,8.46870759115
16270,6,2,50,110,28,47,4,14,18,14,6,13,6,4,2,13,2,7,1,1,0,3,8,3,8,0,6,1.32786523956,2,1,1,1,2.5552934477,4.82727272727,48.2727272727,0,0,6.07680851064,2,0,1,0,1,0,1,0,0,2.68536912248,18.3333333333,0,0,10.9341463112
16271,6,3,88,189,46,85,8,28,29,30,12,16,9,6,2,14,1,8,3,1,1,2,6,5,11,0,25,2.61608399155,3,0,4,1,2.44743224115,4.78306878307,47.8306878307,0,2,5.95223529412,1,0,0,2,0,0,1,0,1,5.37073824496,21.0,0,0,9.5800719088
16272,6,4,109,223,55,86,8,39,31,37,11,18,13,6,10,12,1,10,5,3,7,6,8,5,9,0,16,3.99581832852,4,3,4,1,2.4973059455,4.79372197309,47.9372197309,1,1,6.95465116279,1,0,0,0,0,0,2,0,0,5.37073824496,17.1538461538,1,0,11.9733431733
16273,6,3,51,135,18,49,6,20,12,20,15,7,9,1,7,3,3,5,1,2,4,4,12,8,10,0,16,2.30407464089,1,1,2,0,2.1025399891,4.18518518519,41.8518518519,1,1,5.49469387755,0,0,0,0,1,0,2,0,0,4.91446502542,15.0,0,0,7.76029781788
16274,6,3,73,178,44,73,10,29,19,23,13,20,14,3,13,12,6,9,8,6,0,5,5,2,11,0,11,2.54205566501,1,0,3,3,2.71698191601,4.75842696629,47.5842696629,1,0,6.70698630137,1,0,2,2,0,0,0,0,0,0.0,12.7142857143,0,0,8.0925765933
16275,6,4,85,180,47,77,8,22,19,24,16,16,12,4,11,16,4,5,5,3,1,9,3,3,9,0,15,2.12637928366,3,1,5,1,2.48958102019,4.94444444444,49.4444444444,1,1,6.41311688312,1,0,0,0,2,0,1,0,0,6.25889192649,15.0,0,0,8.4656167328
16276,6,2,28,68,17,27,2,9,6,15,1,5,8,0,3,4,0,2,3,0,0,2,1,4,8,0,0,0.735664728643,0,1,3,0,2.32608410252,4.69117647059,46.9117647059,0,0,5.73777777778,0,0,0,0,1,0,0,0,0,5.36028420601,8.5,0,0,3.70809924355
