id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15
16503,6,4,201,454,120,173,19,67,60,69,24
16504,6,2,42,85,18,42,5,19,10,14,7
16505,6,4,100,212,45,80,9,28,26,33,18
16506,6,3,78,175,30,82,8,31,24,31,11
16507,6,3,77,164,41,73,9,27,11,28,9
16508,6,3,87,219,43,94,7,24,30,26,25
16509,6,3,58,111,32,51,6,10,8,14,11
16510,6,2,49,106,26,54,5,26,14,18,4
16511,6,2,33,87,17,34,2,16,12,13,4
16512,6,2,28,85,15,34,4,16,6,13,2
16513,6,3,72,151,45,58,5,29,14,27,9
16514,6,4,93,200,48,83,10,35,29,33,16
16515,6,3,62,136,33,62,7,26,15,21,8
16516,6,2,30,71,18,24,3,9,10,14,5
16517,6,0,8,33,2,11,1,5,6,4,1
16518,6,1,69,153,41,54,5,27,20,23,4
16519,6,3,94,242,55,94,10,46,38,41,14
16520,6,0,14,43,11,17,2,9,5,8,0
16521,6,0,4,8,2,3,0,1,0,1,1
16522,6,3,79,191,45,81,10,30,25,30,11
16523,6,3,85,202,37,91,9,30,25,27,17
16524,6,3,80,199,44,85,10,28,26,30,13
16525,6,3,67,145,37,58,8,18,14,27,9
16526,6,3,72,178,34,78,7,27,16,23,12
16527,6,4,74,169,43,61,9,24,21,25,14
16528,6,1,15,38,8,13,1,10,5,11,0
16529,6,4,100,204,45,84,10,27,25,30,11
16530,6,4,95,193,46,76,8,19,22,24,24
16531,6,2,48,140,31,54,4,18,20,29,6
16532,6,4,98,213,47,94,10,25,27,27,15
16533,6,3,76,185,43,85,8,38,28,33,11
16534,6,0,26,93,12,43,5,5,10,11,10
16535,6,2,75,171,44,77,10,33,19,34,8
16536,6,4,82,177,50,73,8,25,22,22,16
16537,6,2,63,134,38,49,3,29,11,19,10
16538,6,3,72,151,37,69,7,16,25,18,17
16539,6,1,38,112,20,48,5,15,16,14,5
16540,6,3,61,116,34,45,7,19,16,20,7
16541,6,3,58,132,36,55,7,10,15,18,7
16542,6,3,65,151,35,71,8,32,21,24,9
16543,6,1,27,66,14,35,4,6,6,9,4
16544,6,3,78,188,38,76,9,27,27,30,11
16545,6,3,60,145,35,54,5,22,18,24,8
16546,6,3,86,168,48,77,8,24,23,24,14
16547,6,3,82,165,42,74,9,21,22,24,14
16548,6,2,46,114,25,46,5,16,12,18,9
16549,6,1,59,148,37,55,5,25,22,23,10
16550,6,2,68,171,41,67,7,25,24,24,9
16551,6,4,93,224,39,88,10,32,26,31,15
16552,6,2,81,181,46,72,7,32,26,35,5
16553,6,1,39,76,18,35,4,5,10,10,3
16554,6,3,70,153,34,61,6,23,17,24,10
16555,6,4,100,208,57,83,9,25,30,28,19
16556,6,0,9,25,3,6,1,1,4,3,2
16557,6,3,97,208,50,89,10,37,24,30,15
16558,6,4,76,169,44,65,7,18,21,25,12
16559,6,1,26,66,11,29,2,10,10,12,2
16560,6,4,93,200,44,82,11,33,22,26,22
16561,6,3,75,166,45,71,7,22,18,23,16
16562,6,4,98,205,54,82,10,27,29,31,16
16563,6,3,100,244,55,100,6,36,30,30,24
16564,6,4,81,190,49,79,7,34,27,34,12
16565,6,3,70,158,41,51,7,26,19,30,13
16566,6,4,124,291,62,120,12,56,33,41,17
16567,6,2,67,173,48,77,8,32,20,22,8
16568,6,4,93,190,54,79,8,30,19,29,13
16569,6,3,62,127,33,53,6,15,16,18,10
16570,6,2,76,177,43,62,8,29,18,29,17
16571,6,2,42,103,18,44,5,20,14,20,7
16572,6,1,11,18,5,9,1,5,1,2,2
16573,6,3,69,154,38,63,7,19,18,19,12
16574,6,3,67,134,34,55,6,20,15,22,10
16575,6,3,77,189,41,76,12,27,20,28,15
16576,6,4,91,226,59,76,11,35,28,38,14
16577,6,4,90,222,57,91,10,30,27,34,16
16578,6,2,48,117,21,54,6,26,21,19,5
16579,6,3,79,178,42,71,8,23,22,21,18
16580,6,2,39,88,24,36,4,9,15,14,5
16581,6,4,91,219,60,85,10,29,19,29,19
16582,6,3,93,201,52,88,9,36,27,29,18
16583,6,3,72,171,41,68,7,23,24,19,19
16584,6,3,59,157,35,70,6,25,20,24,16
16585,6,3,55,125,26,51,7,15,16,13,15
16586,6,4,100,201,59,73,8,32,22,30,17
16587,6,4,115,250,66,100,12,41,35,36,15
16588,6,4,107,237,57,96,12,33,33,31,16
16589,6,1,27,75,9,33,4,13,7,12,6
16590,6,4,69,161,43,73,6,28,19,26,10
16591,6,2,51,108,22,46,6,20,10,14,12
16592,6,3,84,176,44,86,9,27,17,28,10
16593,6,2,27,75,10,37,3,7,12,12,3
16594,6,0,18,48,12,16,1,7,5,9,3
16595,6,4,129,278,74,109,14,43,36,42,26
16596,6,3,47,114,24,51,6,19,13,17,9
16597,6,4,83,189,46,82,9,27,17,32,18
16598,6,4,106,237,52,93,10,43,24,39,21
16599,6,3,61,140,36,56,7,25,15,28,8
16600,6,1,33,82,19,40,5,12,8,15,3
16601,6,2,43,98,22,40,4,16,14,16,8
16602,6,4,88,208,47,86,9,32,21,33,18
16603,6,2,51,103,27,40,4,14,12,15,7
16604,6,4,65,177,28,79,6,18,28,20,19
16605,6,4,96,200,54,79,7,30,25,26,20
16606,6,1,40,92,19,39,4,11,10,17,8
16607,6,3,74,173,36,72,7,30,26,29,12
16608,6,3,70,167,34,69,6,28,28,23,11
16609,6,1,12,24,3,11,1,2,2,5,2
16610,6,3,55,118,32,56,5,18,13,14,12
16611,6,3,80,156,44,63,8,19,16,22,12
16612,6,3,82,178,39,70,9,28,24,29,10
16613,6,3,91,221,55,106,7,31,31,28,19
16614,6,1,66,160,36,68,6,36,15,27,10
16615,6,2,93,219,44,90,9,36,29,27,16
16616,6,4,76,183,38,73,6,22,21,27,11
16617,6,3,69,149,38,58,7,25,22,17,11
16618,6,1,18,41,8,12,2,5,5,5,4
16619,6,2,64,151,37,54,7,25,21,21,11
16620,6,4,90,228,43,97,10,36,27,32,13
16621,6,3,91,194,46,86,8,23,28,31,14
16622,6,3,53,128,27,48,6,33,14,25,8
16623,6,4,72,170,38,71,7,25,22,23,18
16624,6,3,99,235,49,107,11,28,26,37,18
16625,6,2,47,139,27,50,6,11,19,15,10
16626,6,2,74,160,36,63,7,22,21,22,15
16627,6,3,76,184,41,71,9,30,29,28,13
16628,6,3,49,128,19,51,6,18,16,19,9
16629,6,0,51,154,34,59,8,24,20,23,7
16630,6,2,28,67,15,32,3,9,10,9,7
16631,6,3,45,105,29,43,5,16,13,15,7
16632,6,2,27,68,14,29,2,7,7,11,3
16633,6,2,47,158,28,64,6,21,15,18,10
