id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19
1223,1,9,175,434,84,156,14,56,47,27,32,36,32,9,23,60
1224,1,9,163,463,69,184,18,61,54,32,21,30,21,10,30,40
1225,1,8,114,376,55,133,20,52,47,29,21,22,27,5,29,20
1226,1,8,170,442,84,159,25,56,43,31,40,27,27,8,22,43
1227,1,8,69,176,35,62,7,35,16,19,16,8,15,3,14,12
1228,1,8,85,254,41,89,8,39,35,26,22,10,11,6,8,19
1229,1,8,149,435,66,160,18,38,44,22,35,27,32,8,27,28
1230,1,10,156,478,74,192,22,65,60,34,19,21,27,10,39,20
1231,1,6,62,174,24,77,8,16,22,10,12,9,9,4,5,18
1232,1,10,162,359,71,142,14,46,43,33,36,43,23,7,22,48
1233,1,9,205,462,102,191,19,48,57,36,42,26,34,5,23,49
1234,1,8,145,418,69,165,21,56,46,43,21,24,26,9,28,37
1236,1,10,133,331,70,125,16,64,37,39,26,29,21,7,10,29
1237,1,11,222,509,98,197,23,76,60,37,34,43,35,10,37,54
1238,1,10,133,317,69,111,15,45,42,26,22,21,26,6,19,21
1239,1,11,174,521,79,180,20,66,65,43,46,29,26,12,27,31
1240,1,10,161,437,76,150,21,52,39,26,31,18,28,7,48,40
1241,1,9,109,346,45,124,17,51,34,35,20,12,23,7,32,16
1242,1,8,81,260,42,105,12,29,23,25,15,15,21,1,18,32
1243,1,9,107,311,39,100,12,47,32,26,25,11,16,8,22,18
1244,1,8,186,531,62,189,20,72,69,61,17,17,26,13,40,52
1245,1,10,147,375,70,121,16,47,40,23,30,20,24,6,22,34
1246,1,7,120,293,52,101,12,50,36,15,19,15,27,3,2,21
1247,1,8,86,234,37,90,11,35,23,24,14,11,12,6,7,25
1248,1,8,164,396,56,167,20,51,59,35,31,22,23,8,23,57
1249,1,10,223,641,92,234,27,90,62,41,51,32,54,10,36,70
1250,1,12,315,766,163,270,32,136,104,54,42,65,46,14,35,66
1251,1,8,141,446,62,144,21,66,44,36,23,19,34,6,32,28
1252,1,11,141,395,76,142,14,57,36,23,31,24,33,7,23,25
1253,1,4,34,94,20,14,1,13,12,7,8,3,2,1,3,7
1254,1,8,141,384,60,139,18,58,36,30,27,13,24,8,20,37
1255,1,11,217,592,107,204,25,98,64,42,45,34,36,12,42,37
1256,1,8,140,417,63,162,17,56,41,32,44,26,32,6,23,27
1257,1,9,159,470,75,178,24,52,55,38,20,33,31,10,19,46
1258,1,12,184,500,98,196,21,82,57,48,31,34,29,12,35,41
1259,1,10,139,385,66,176,14,43,49,35,26,21,17,9,24,30
1260,1,8,125,303,49,110,16,66,46,24,17,6,21,5,9,12
1261,1,9,159,385,42,147,17,54,27,36,14,13,21,10,17,42
1262,1,8,138,395,43,156,18,57,42,42,19,7,24,9,28,24
1263,1,9,125,355,45,155,18,44,41,29,16,17,20,6,14,28
1264,1,9,159,357,68,144,17,45,36,27,37,26,20,5,42,35
1265,1,10,144,378,66,144,14,63,43,43,34,20,21,8,22,30
1266,1,8,102,302,40,106,14,39,42,22,9,5,17,6,13,14
1267,1,8,124,332,66,133,15,38,40,23,17,25,26,5,25,44
1268,1,8,115,310,52,116,12,32,30,18,18,14,21,7,26,32
1269,1,11,183,408,106,159,16,47,50,31,35,52,21,9,29,29
1270,1,10,106,273,50,93,11,37,40,24,24,13,15,6,6,26
1271,1,8,134,313,61,117,15,51,29,29,29,15,29,3,17,26
1272,1,9,130,403,62,141,20,64,55,32,18,19,25,8,25,17
1273,1,10,155,451,74,171,17,74,52,40,25,21,20,13,20,26
1274,1,6,46,139,20,49,7,20,22,18,6,9,15,0,8,15
1275,1,7,121,367,56,153,16,54,39,25,15,7,25,6,22,20
1276,1,8,98,320,46,121,14,44,51,29,10,11,20,7,19,11
1277,1,7,113,255,55,104,10,40,21,15,8,19,21,2,16,26
1278,1,8,81,259,39,92,9,25,28,16,18,10,14,5,11,29
1279,1,9,136,347,72,110,16,72,46,23,19,23,23,8,12,27
1280,1,6,74,237,43,83,11,37,34,20,15,19,12,8,19,20
1281,1,8,103,256,48,95,11,37,21,19,24,18,16,6,13,36
1282,1,10,194,483,96,189,22,70,55,48,37,25,28,8,24,59
1283,1,10,143,350,66,138,15,62,46,29,20,22,22,5,18,24
1284,1,8,143,384,71,142,16,62,44,40,38,19,22,8,17,22
1285,1,8,103,291,44,115,8,46,39,20,13,19,30,3,6,27
1286,1,8,78,203,45,71,11,41,21,18,11,15,12,4,7,22
1287,1,10,144,367,69,149,15,60,40,30,28,19,24,7,18,33
1288,1,10,193,523,104,175,22,78,61,54,28,41,27,14,33,34
1289,1,7,95,279,42,102,13,49,38,34,13,16,17,5,15,16
1290,1,8,153,350,62,142,17,44,46,21,20,19,29,4,20,38
1291,1,8,104,311,43,113,13,48,33,32,16,16,21,6,32,18
1292,1,8,105,319,48,124,16,45,32,23,11,18,24,4,27,11
1293,1,7,91,258,37,107,7,43,27,13,15,12,10,6,11,16
1294,1,9,185,547,76,192,24,78,62,41,45,19,31,12,44,27
1295,1,4,29,76,15,33,2,10,11,3,2,8,7,1,4,12
1296,1,9,169,461,78,183,12,80,58,43,31,28,14,11,28,24
1297,1,8,118,269,58,98,15,40,26,28,24,26,22,1,14,26
1298,1,7,91,248,35,90,13,36,34,25,18,16,16,3,15,27
1299,1,11,205,493,93,202,20,77,62,50,28,30,28,10,41,34
1300,1,7,112,338,59,121,13,37,26,21,18,21,33,2,18,40
1301,1,8,125,281,61,112,12,41,39,23,21,22,13,7,14,32
1302,1,10,138,372,69,128,18,37,43,27,41,28,30,7,18,26
1303,1,7,102,321,64,96,14,39,28,25,28,25,16,7,31,24
1304,1,11,240,487,133,204,23,61,48,34,43,54,30,7,26,70
1305,1,11,171,442,76,171,19,79,49,32,32,31,36,6,22,32
1306,1,8,147,373,77,133,18,62,55,28,27,24,26,5,19,40
1307,1,9,132,368,75,120,16,56,38,32,27,36,22,11,25,29
1308,1,9,139,389,50,170,19,48,48,23,34,17,23,11,19,31
1309,1,8,141,495,60,169,16,76,77,48,25,11,20,13,26,22
1310,1,7,103,292,46,99,9,43,24,23,20,18,11,7,16,19
1311,1,10,173,397,82,162,18,57,50,43,21,27,20,10,17,39
1312,1,9,143,397,69,152,22,68,43,43,22,19,28,4,21,22
1313,1,8,104,291,47,123,11,53,28,19,22,18,17,5,9,22
1314,1,10,238,574,126,218,23,82,63,51,41,35,26,17,35,53
1315,1,9,236,575,117,212,23,91,64,47,37,35,31,9,37,40
1316,1,9,122,314,69,128,14,35,29,20,23,22,23,5,27,39
1317,1,8,133,382,61,138,11,49,47,28,28,23,14,8,29,34
1318,1,8,114,385,48,157,19,56,46,32,23,20,24,7,15,23
1319,1,9,143,428,62,145,20,56,55,37,19,17,26,9,19,29
1320,1,11,235,605,114,236,29,87,70,57,39,43,39,12,40,46
1321,1,9,241,583,117,230,19,53,37,34,26,42,21,14,25,22
1322,1,9,121,348,60,133,13,55,44,29,20,13,14,7,20,25
1323,1,8,101,279,48,125,10,57,36,16,15,22,16,4,22,18
1324,1,8,140,381,62,167,17,51,41,28,22,22,21,9,18,36
1325,1,10,209,523,103,207,20,68,71,39,37,45,37,8,30,36
1326,1,8,128,409,54,115,20,41,40,26,5,19,35,3,25,31
1327,1,11,192,523,103,203,22,75,55,38,30,27,29,14,57,37
1328,1,8,149,449,68,159,20,52,41,18,33,22,30,9,22,49
1329,1,7,129,269,55,106,15,44,24,24,15,20,22,3,22,22
1330,1,8,152,436,67,170,11,64,50,38,31,21,12,6,32,31
1331,1,9,227,578,117,212,30,90,60,45,40,51,38,8,43,30
1332,1,9,135,376,78,129,16,61,51,17,21,31,22,10,30,25
1333,1,8,135,349,45,110,15,41,24,28,30,16,29,5,24,24
1334,1,8,76,230,33,72,11,25,25,19,17,11,13,6,10,15
1335,1,7,76,196,40,71,7,27,31,15,12,11,11,6,8,21
1336,1,10,211,602,104,217,27,89,65,51,34,34,47,6,21,53
1337,1,8,54,172,23,59,6,28,19,21,11,6,15,2,9,13
1338,1,9,231,541,102,212,24,69,72,42,41,48,30,13,23,54
1339,1,8,129,339,55,111,8,36,38,16,20,14,9,7,10,31
1340,1,8,133,330,66,131,15,38,40,26,30,28,26,5,24,40
1341,1,10,215,531,121,189,22,73,60,55,30,44,33,10,21,47
1342,1,8,122,316,49,112,10,45,35,23,24,5,13,7,24,26
1343,1,8,143,320,74,136,17,36,34,13,31,36,25,4,15,54
1344,1,8,140,357,58,139,15,52,32,29,24,20,24,7,38,35
1345,1,8,170,395,92,139,19,65,47,35,27,31,25,6,21,34
1346,1,8,101,281,43,115,9,34,36,14,18,15,10,8,14,26
1347,1,8,85,222,44,77,10,34,21,18,15,16,13,5,9,19
1348,1,7,64,195,29,65,8,29,24,16,15,12,18,1,9,15
1349,1,11,183,471,97,170,19,76,56,44,31,36,28,10,29,38
1350,1,10,192,496,92,200,22,65,59,42,38,29,27,16,28,43
1351,1,9,135,363,57,139,15,54,42,31,24,14,34,4,11,25
1352,1,8,156,331,82,142,15,39,43,28,20,36,19,6,23,48
1353,1,10,159,406,75,145,13,78,38,46,24,32,24,9,28,21
1354,1,8,110,260,64,90,11,45,36,30,17,23,15,6,7,20
1355,1,8,129,381,65,138,16,50,45,26,17,20,17,6,33,23
1356,1,8,107,275,43,103,12,50,30,27,22,21,27,2,10,16
1357,1,8,153,390,67,149,18,51,47,34,26,30,36,3,22,44
1358,1,11,194,473,94,192,12,74,44,33,36,29,17,8,30,49
1359,1,11,208,449,82,181,22,69,51,41,34,28,28,7,24,35
1360,1,8,172,365,89,145,13,66,42,38,28,31,25,6,16,35
1361,1,10,197,452,104,183,22,65,58,37,30,44,31,8,24,45
1362,1,9,183,412,100,171,21,66,52,25,25,35,28,6,22,35
1363,1,8,148,388,74,150,14,48,33,23,30,41,30,7,29,33
1364,1,9,182,440,83,185,16,51,52,28,46,32,22,5,23,58
1365,1,8,90,293,41,124,13,30,36,18,18,17,20,6,23,32
1366,1,8,123,359,57,137,14,50,35,26,33,16,19,11,14,32
1367,1,6,42,99,13,31,5,17,12,6,6,7,7,2,2,8
1368,1,7,110,272,53,103,8,42,46,28,17,22,10,6,7,26
1369,1,9,147,418,66,144,20,65,53,46,35,18,27,7,21,24
1370,1,9,166,378,90,111,16,58,46,26,27,19,26,9,15,43
1371,1,12,217,526,109,178,25,71,62,40,53,44,32,9,40,39
1372,1,8,129,338,56,132,16,39,49,13,25,29,21,8,21,38
1373,1,8,127,318,69,111,15,35,37,32,25,37,20,9,18,40
1374,1,10,144,373,70,140,20,63,51,37,25,15,24,6,14,23
1375,1,10,166,448,67,179,19,60,55,35,16,24,29,10,24,30
1376,1,8,85,250,48,95,10,36,29,18,17,9,12,6,16,11
1377,1,8,74,242,40,91,10,40,21,23,14,11,16,5,16,13
1378,1,9,162,553,69,196,26,59,57,38,41,30,36,8,33,41
1379,1,10,167,385,96,158,14,56,48,25,19,38,20,7,27,38
1380,1,12,193,505,113,184,20,78,67,34,38,37,27,15,33,33
1381,1,8,95,254,40,86,11,30,22,19,15,11,16,6,13,24
1382,1,10,178,419,82,145,14,92,50,55,22,33,23,10,14,24
1383,1,9,162,436,74,158,17,61,39,30,33,23,27,11,31,16
1384,1,10,153,380,67,141,20,56,34,25,28,23,28,5,35,27
1385,1,9,225,465,116,207,21,73,62,31,35,38,22,8,29,51
1386,1,9,135,315,70,127,17,58,45,33,26,19,25,2,12,34
1387,1,7,121,291,59,115,13,49,33,27,13,20,18,4,7,18
1388,1,8,117,325,66,139,15,47,38,29,16,30,33,0,16,34
1389,1,8,198,505,99,196,20,74,66,31,19,38,33,12,23,58
1390,1,8,107,356,48,124,16,58,55,28,17,8,18,10,13,28
1391,1,8,127,340,53,138,18,51,47,29,12,27,26,5,21,38
1392,1,5,132,376,64,130,18,46,46,28,27,24,25,7,21,33
1393,1,11,256,601,126,221,24,83,61,47,68,41,29,14,37,49
1394,1,6,92,237,49,84,7,41,26,23,18,13,23,1,10,18
1395,1,9,159,375,69,155,18,60,30,32,20,24,25,6,22,38
1396,1,9,123,264,54,82,11,45,23,21,25,19,15,6,9,28
1397,1,7,59,232,24,69,10,35,26,28,14,4,12,7,10,11
1398,1,9,146,446,66,162,22,73,54,49,29,16,37,3,19,42
1399,1,8,146,430,74,182,19,58,58,27,36,26,22,10,31,30
1400,1,9,129,399,63,148,17,51,41,28,12,11,22,10,31,12
1401,1,10,164,512,76,195,27,77,61,48,41,22,31,11,37,18
1402,1,9,105,262,44,109,11,34,25,25,23,17,17,4,17,27
1403,1,11,124,349,54,115,15,53,41,34,22,10,23,7,19,23
1404,1,10,215,512,109,209,23,101,58,37,28,43,29,12,41,43
1405,1,9,151,387,65,140,15,44,45,27,17,24,19,8,18,37
1406,1,9,169,402,84,156,13,75,46,31,29,26,19,9,17,29
1407,1,10,125,316,45,130,14,32,32,21,28,20,27,4,11,37
1408,1,8,148,324,76,128,14,37,35,35,24,30,27,3,19,41
1409,1,9,129,338,69,145,12,56,41,25,16,24,18,8,16,20
1410,1,7,108,236,54,82,13,36,21,20,24,15,14,7,8,19
1411,1,11,176,523,88,207,25,74,65,54,27,28,32,10,20,39
1412,1,10,158,388,68,142,20,43,41,26,16,20,29,7,23,26
1413,1,9,122,376,60,144,19,48,46,29,36,25,32,5,25,30
1414,1,8,98,256,42,102,11,34,34,15,12,19,15,5,7,30
1415,1,12,285,608,155,249,24,107,81,49,43,74,33,13,35,50
1416,1,8,89,238,41,76,7,39,31,26,16,22,12,6,9,26
1417,1,10,198,424,106,171,21,64,35,37,34,52,31,7,24,36
1418,1,8,110,392,47,139,17,53,38,33,27,8,29,6,29,20
1419,1,10,180,401,102,139,16,56,55,39,25,40,17,13,28,43
1420,1,8,126,346,53,139,18,36,46,29,22,21,19,7,23,33
1421,1,6,72,177,34,76,9,35,18,12,7,5,12,4,16,4
1422,1,8,179,579,94,208,25,85,59,56,41,31,47,7,46,27
1423,1,8,122,392,43,163,18,43,43,22,13,20,22,8,30,46
1424,1,10,180,438,92,163,22,70,58,48,20,36,30,6,18,44
1425,1,8,91,251,50,90,12,36,32,19,18,25,16,5,23,17
1426,1,10,130,362,62,147,8,55,37,36,26,21,8,7,18,27
1427,1,11,203,496,107,170,20,91,62,47,35,48,35,11,19,39
1428,1,6,68,181,32,61,9,28,24,14,8,9,12,3,14,12
1429,1,7,73,225,37,78,10,24,33,16,12,6,14,5,6,18
1430,1,8,97,249,52,78,13,44,31,24,9,10,15,5,11,17
1431,1,6,73,144,34,66,8,24,16,10,16,17,9,2,5,13
1432,1,8,130,386,59,142,17,57,42,37,18,24,18,8,20,25
1433,1,8,159,441,73,216,15,50,71,33,16,19,16,12,35,55
1434,1,9,143,411,81,132,22,49,34,35,31,33,31,5,42,28
1435,1,10,172,428,78,176,21,52,50,35,24,36,26,9,32,32
1436,1,8,126,367,77,143,16,55,36,23,29,23,18,9,23,31
1437,1,8,99,251,40,82,11,36,34,23,19,17,14,7,12,23
1438,1,9,127,338,59,127,16,39,39,33,17,22,21,5,24,33
1439,1,10,151,425,87,167,21,57,44,35,19,28,31,6,27,35
1440,1,10,213,541,108,192,26,96,54,41,45,40,29,11,26,52
1441,1,8,99,256,39,90,13,37,23,24,18,20,17,4,14,13
1442,1,6,53,188,27,61,5,20,18,19,5,7,8,5,7,8
1443,1,12,288,588,184,211,29,103,65,64,56,80,32,11,32,66
1444,1,10,133,324,77,126,17,63,35,30,25,24,23,5,16,29
1445,1,8,110,319,63,125,16,64,37,25,8,15,23,7,17,19
1446,1,10,148,400,79,160,18,58,53,35,24,22,23,10,27,35
1447,1,12,243,529,140,196,19,84,65,41,55,61,23,11,27,49
1448,1,9,120,327,67,118,16,47,31,33,26,20,18,9,15,32
1449,1,9,174,395,89,157,16,63,49,37,13,29,26,7,18,46
1450,1,10,162,381,73,149,17,74,43,44,43,32,23,8,20,24
1451,1,9,180,430,77,181,18,52,50,34,22,24,28,7,23,32
1452,1,12,247,526,130,211,24,67,66,37,44,61,37,7,27,56
1453,1,9,162,426,67,161,21,55,52,36,29,18,32,7,28,50
1454,1,11,217,490,121,188,19,76,67,39,54,54,36,8,41,40
1455,1,8,116,329,49,139,15,52,38,33,12,19,24,6,9,18
1456,1,10,235,638,111,222,30,92,75,48,32,31,37,13,35,40
1457,1,7,90,231,43,94,12,37,31,22,3,17,15,3,15,23
1458,1,9,155,311,94,120,12,59,40,24,22,33,22,5,20,29
1459,1,8,118,347,60,94,15,45,35,33,23,9,20,8,20,24
1460,1,10,168,414,79,165,21,58,51,28,36,20,25,10,26,43
1461,1,6,78,199,35,82,10,25,30,16,7,9,14,4,14,33
1462,1,7,54,119,29,45,5,16,10,11,8,14,12,1,6,15
1463,1,8,57,194,29,68,10,18,15,19,19,7,17,2,13,9
1464,1,10,264,534,109,161,10,73,70,43,52,55,13,10,19,27
1465,1,8,115,301,71,87,13,45,36,18,26,34,26,5,13,30
1466,1,8,76,225,43,79,6,38,27,19,12,14,22,3,5,12
1467,1,10,184,416,103,154,19,86,43,36,39,35,24,6,19,36
1468,1,9,131,306,69,113,10,43,33,30,23,42,22,7,18,23
1469,1,8,196,500,98,172,19,76,59,40,23,26,30,10,37,49
1470,1,10,179,413,94,157,22,66,52,44,30,26,25,11,14,37
1471,1,8,112,339,55,141,17,41,45,23,22,11,25,6,26,30
1472,1,8,94,258,52,93,10,39,27,31,11,18,11,8,8,11
1473,1,6,61,200,12,73,6,33,11,22,10,3,9,4,14,12
1474,1,4,36,86,19,27,4,12,13,5,6,7,5,3,2,15
1475,1,8,137,346,76,117,16,67,51,41,21,29,18,8,22,30
1476,1,9,135,351,65,165,19,42,41,18,24,21,26,5,11,37
1477,1,6,57,229,23,66,5,32,30,18,15,1,6,5,16,5
1478,1,9,141,347,53,147,17,45,42,39,15,24,23,6,27,43
1479,1,7,83,276,34,103,10,22,29,11,11,11,14,8,27,19
1480,1,9,139,396,53,154,14,61,41,40,9,11,15,11,26,21
1481,1,7,74,245,42,79,11,41,35,27,13,9,13,6,9,12
1482,1,7,77,216,30,94,9,25,23,12,16,10,10,6,4,19
1483,1,6,43,129,18,46,7,18,16,15,12,6,9,2,6,14
1484,1,9,143,389,61,164,16,52,37,33,18,22,20,8,17,39
1485,1,9,110,308,48,106,10,43,34,24,14,25,15,8,16,30
1486,1,8,89,312,39,111,14,33,34,24,26,15,24,8,24,19
1487,1,8,98,321,39,123,13,38,36,25,23,11,20,7,26,23
1488,1,8,159,384,77,159,14,48,47,39,21,30,15,9,20,51
1489,1,9,149,464,64,167,25,57,54,45,24,24,29,8,30,19
1490,1,6,59,158,31,61,8,21,23,9,10,9,10,3,11,15
1491,1,11,284,595,169,216,12,91,54,60,56,92,15,8,28,55
1492,1,8,57,150,20,70,7,25,23,17,5,7,9,4,5,14
1493,1,11,171,445,98,169,22,60,51,35,37,29,25,10,25,38
1494,1,10,181,453,91,172,21,56,52,36,27,35,24,10,33,41
1495,1,8,127,316,48,128,8,59,35,21,18,8,9,7,20,18
1496,1,6,44,127,20,41,5,15,12,10,7,14,9,2,6,8
1497,1,9,137,377,65,131,13,51,51,32,27,24,17,10,21,27
1498,1,8,149,435,63,169,13,53,42,35,37,14,15,12,31,39
1499,1,10,155,400,72,182,13,58,56,30,38,23,20,10,24,27
1500,1,8,140,367,73,147,16,63,49,32,26,20,19,11,11,37
1501,1,8,93,295,46,93,11,46,32,20,25,16,19,7,15,19
1502,1,10,195,495,97,159,27,72,53,36,33,29,38,7,36,27
1503,1,9,138,384,60,143,19,52,41,25,29,12,26,8,18,30
1504,1,8,114,326,55,119,13,33,31,18,22,19,20,6,18,31
1505,1,9,158,411,74,161,20,53,46,28,24,30,22,8,28,46
1506,1,8,94,262,37,89,10,35,25,23,25,11,16,6,25,19
1507,1,9,74,228,38,81,8,49,27,19,15,12,15,5,9,15
1508,1,8,69,198,26,76,7,26,18,12,17,11,16,2,17,22
1509,1,8,146,487,49,185,8,61,63,36,29,16,11,6,21,30
1510,1,8,136,343,79,121,15,67,44,27,11,33,19,5,24,24
1511,1,7,85,277,29,105,12,41,28,31,12,10,13,6,24,19
1512,1,8,126,286,55,87,14,38,23,13,27,25,24,4,12,30
1513,1,5,45,103,26,33,5,16,17,5,5,13,6,3,1,21
1514,1,8,119,352,72,129,16,55,48,15,17,30,17,9,3,35
1515,1,10,203,513,76,224,27,83,60,49,43,19,37,7,19,37
1516,1,8,142,304,75,107,12,47,37,18,26,22,17,6,10,39
1517,1,8,116,319,46,149,14,44,33,14,16,14,24,4,26,15
1518,1,10,172,434,94,169,21,77,42,35,32,37,39,3,23,46
1519,1,8,92,318,20,94,9,32,55,36,20,3,11,9,32,15
1520,1,9,137,327,61,126,13,52,34,30,24,12,27,6,27,24
1521,1,8,105,271,60,110,16,34,34,16,17,21,19,4,13,33
1522,1,10,215,495,114,187,24,80,62,40,41,45,35,9,25,39
1523,1,8,64,264,27,88,4,31,33,18,19,13,4,4,15,17
1524,1,6,49,140,21,53,5,20,12,12,12,10,10,3,5,13
1525,1,8,99,264,51,98,11,36,29,15,17,20,16,5,28,22
1526,1,10,167,416,74,160,19,53,45,31,30,30,28,7,31,40
1527,1,10,151,316,64,124,13,41,24,17,25,30,22,5,25,41
1528,1,6,53,125,16,50,6,20,18,11,4,4,7,3,5,8
1529,1,8,144,332,81,146,13,41,38,22,17,36,16,10,19,41
1530,1,8,112,340,51,132,13,43,31,20,26,13,22,6,25,22
1531,1,8,100,306,44,114,15,71,35,25,18,10,26,4,15,11
1532,1,6,91,251,39,103,15,37,24,17,23,12,19,2,16,23
1533,1,6,55,183,28,55,5,25,27,17,11,9,6,4,10,13
1534,1,9,115,439,52,159,19,79,42,29,21,16,28,10,22,14
1535,1,6,84,248,34,81,6,39,20,13,16,9,7,5,6,19
1536,1,4,47,127,15,51,4,13,16,9,13,5,5,3,10,16
1537,1,8,101,321,45,110,13,40,35,28,17,15,14,9,23,28
1538,1,9,120,344,56,135,14,60,30,28,15,15,22,8,12,22
1539,1,9,124,322,59,126,13,49,40,22,13,25,17,7,24,21
1540,1,8,105,322,47,110,19,54,41,34,21,9,20,6,14,21
1541,1,8,109,287,52,97,10,35,27,20,29,16,25,3,23,22
1542,1,10,190,472,85,186,21,69,63,41,38,25,24,11,34,37
1543,1,8,91,261,30,104,13,31,24,25,10,4,21,1,16,27
1544,1,10,169,466,67,187,19,73,57,44,29,17,26,8,29,32
1545,1,8,91,239,42,95,8,38,23,9,12,14,13,4,12,27
1546,1,10,158,420,75,172,18,55,46,36,29,25,31,8,24,52
1547,1,7,94,206,33,73,10,28,27,22,15,10,17,2,11,17
1548,1,8,104,250,52,103,12,27,27,16,12,16,14,6,17,23
1549,1,6,61,137,31,50,5,20,14,11,7,14,10,2,4,18
1550,1,8,120,359,59,112,16,50,32,29,24,27,28,5,22,34
1551,1,9,226,579,117,220,29,94,69,46,37,36,35,13,34,44
1552,1,6,85,279,40,103,9,49,31,29,15,11,13,4,13,14
1553,1,7,156,388,71,139,18,51,45,28,22,26,20,11,20,44
1554,1,8,144,374,57,151,16,41,48,34,24,19,18,7,34,25
1555,1,2,21,50,12,17,2,8,7,5,3,4,3,2,3,5
1556,1,8,118,323,60,118,13,56,43,28,17,17,22,8,19,29
1557,1,8,145,396,57,127,14,65,47,32,22,7,23,6,19,17
1558,1,8,146,367,66,144,14,65,39,37,22,26,30,6,18,24
1559,1,7,67,169,38,66,8,20,16,19,11,13,12,3,12,16
1560,1,9,162,451,74,145,20,50,48,41,38,28,32,5,40,48
1561,1,9,143,397,73,148,21,50,43,23,24,22,25,7,28,32
1562,1,4,42,97,22,32,3,18,10,14,8,13,7,1,5,11
1563,1,6,47,168,23,58,7,27,24,20,6,8,10,3,8,15
1564,1,8,99,286,45,102,13,33,36,19,22,21,22,5,22,30
1565,1,8,101,415,50,133,19,51,52,31,23,17,30,8,25,24
1566,1,8,119,299,63,116,13,49,26,14,16,15,18,7,14,33
1567,1,11,185,379,120,128,16,77,55,44,24,56,23,6,21,37
1568,1,7,92,219,39,91,11,27,23,15,15,9,12,6,25,15
1569,1,5,56,140,25,41,5,19,19,16,6,8,8,3,8,19
1570,1,11,175,532,72,200,20,71,58,35,22,25,22,15,50,33
1571,1,7,106,306,43,103,11,62,46,31,18,19,12,7,16,15
1572,1,8,141,373,64,143,19,55,41,30,13,26,23,7,25,28
1573,1,10,209,546,102,233,25,52,79,56,25,35,30,10,9,57
1574,1,8,211,529,94,213,25,82,56,33,43,40,38,10,17,45
1575,1,9,164,431,75,161,18,64,52,36,16,20,28,8,19,30
1576,1,8,104,287,37,126,11,37,32,33,11,14,30,2,19,22
1577,1,8,97,233,35,84,9,31,26,14,19,13,16,1,18,28
1578,1,9,110,288,46,97,6,52,30,24,20,8,6,5,14,15
1579,1,8,84,249,32,113,9,28,33,13,7,9,13,4,32,31
1580,1,8,81,270,34,83,10,38,26,29,19,14,15,7,3,18
1581,1,11,228,612,89,236,18,97,80,66,33,25,19,15,21,32
1582,1,10,174,419,88,148,22,66,40,33,40,26,30,7,28,21
1583,1,8,101,311,42,114,11,50,35,27,18,8,12,8,12,19
1584,1,9,103,312,44,111,16,40,36,28,32,13,21,4,12,26
1585,1,9,223,531,123,202,22,74,58,43,40,35,30,11,32,56
1586,1,7,113,248,55,96,13,49,37,15,7,10,13,5,16,12
1587,1,10,171,446,97,163,20,77,64,35,31,22,26,10,27,34
1588,1,10,267,512,120,194,23,83,65,34,36,44,30,13,29,54
1589,1,10,153,420,70,155,16,58,43,36,32,27,22,10,24,26
1590,1,11,206,473,107,200,19,74,55,43,35,42,32,9,26,35
1591,1,9,199,534,106,168,19,69,71,46,31,31,27,12,56,46
1592,1,2,8,32,7,4,0,3,0,4,5,5,7,0,1,4
1593,1,10,156,430,72,157,17,58,53,47,26,14,21,10,29,32
1594,1,8,110,338,42,138,14,44,43,23,21,19,20,5,24,28
1595,1,8,115,390,52,158,18,53,47,30,19,12,22,8,27,26
1596,1,9,137,389,58,152,21,50,42,40,27,20,31,5,14,36
1597,1,11,261,589,143,208,27,101,75,56,43,56,35,13,31,56
1598,1,10,203,550,98,184,26,73,61,55,32,28,34,12,26,45
1599,1,9,106,337,58,130,13,44,33,35,27,22,19,7,25,21
1600,1,8,111,331,55,101,14,35,35,27,19,21,17,8,25,13
1601,1,8,124,308,69,97,10,55,37,39,18,27,13,5,16,18
1602,1,10,185,472,95,153,19,76,57,38,32,20,27,13,24,29
1603,1,8,123,326,47,123,14,44,24,29,14,16,21,8,15,31
1604,1,8,100,263,54,100,10,29,31,18,19,20,19,4,19,21
1605,1,8,80,248,39,77,9,29,27,26,16,15,10,8,9,15
1606,1,9,139,379,76,129,13,39,40,29,39,21,18,8,11,34
1607,1,9,161,423,64,152,21,57,50,25,25,15,34,4,39,23
1608,1,8,96,340,40,100,13,49,40,25,20,7,16,9,16,16
1609,1,9,144,413,72,165,15,57,34,41,27,21,16,12,29,35
1610,1,11,288,708,137,232,29,116,95,50,57,44,35,20,49,40
1611,1,8,119,388,63,132,16,44,43,24,16,18,22,11,37,25
1612,1,8,106,241,50,94,12,38,21,23,25,24,21,1,11,23
1613,1,9,143,337,61,117,14,52,47,23,21,28,18,11,5,36
1614,1,9,130,360,58,133,13,41,40,16,23,28,25,6,24,38
1615,1,9,147,376,65,145,13,64,49,46,25,21,15,9,7,24
1616,1,9,211,422,134,169,21,58,50,27,27,67,29,7,32,64
1617,1,8,137,341,63,113,18,49,37,32,27,25,25,4,18,45
1618,1,8,67,211,27,67,10,37,20,15,10,12,14,3,12,9
1619,1,9,145,430,71,157,17,69,47,48,23,25,18,9,27,35
1620,1,7,101,279,54,82,9,37,40,19,13,14,10,6,22,14
