id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27
800,1,10,145,415,74,172,18,47,53,33,43,30,20,10,36,33,21,9,2,6,11,19,15,30,2
801,1,9,189,488,60,184,20,70,58,36,29,19,46,3,25,39,23,11,8,5,5,30,53,34,3
802,1,8,108,325,60,105,15,61,38,30,27,19,22,8,12,16,8,22,1,6,9,5,11,26,5
803,1,6,99,265,38,94,9,35,32,18,12,8,17,5,18,15,9,15,2,1,3,8,14,18,0
804,1,8,61,196,34,67,8,18,20,17,10,10,14,4,13,14,7,9,2,1,4,11,4,20,1
805,1,9,160,419,72,150,22,67,53,24,29,5,28,9,29,31,22,16,1,2,9,4,19,26,4
806,1,6,84,203,38,74,8,21,18,13,14,16,21,1,24,31,6,3,5,1,6,3,11,13,1
807,1,11,167,440,64,174,18,52,31,36,35,21,30,10,25,33,16,11,7,1,8,15,43,38,5
808,1,7,92,208,37,75,11,28,22,22,17,9,14,3,11,22,5,4,0,1,4,11,22,14,0
809,1,9,151,353,73,119,13,53,43,22,21,30,37,1,23,45,12,7,3,4,3,4,32,32,20
810,1,8,115,304,65,117,13,31,35,24,23,30,25,4,15,37,15,11,2,7,2,8,13,28,3
811,1,8,136,330,63,108,13,42,31,37,27,27,19,7,28,45,17,12,3,3,11,17,14,4,1
812,1,8,104,243,53,91,10,41,25,26,13,16,14,5,12,20,14,7,3,5,4,6,19,17,11
813,1,8,114,306,40,115,11,38,44,21,15,10,12,8,16,29,18,8,2,2,6,8,28,18,2
814,1,8,140,373,59,122,17,51,44,36,19,16,24,9,29,30,12,11,0,2,6,17,21,27,5
815,1,10,152,382,78,137,15,64,27,31,34,23,26,8,33,19,13,7,8,6,16,14,21,31,2
816,1,9,175,365,90,125,16,62,50,24,31,36,20,8,21,31,10,8,2,16,14,10,52,21,5
817,1,12,238,620,104,237,29,91,83,58,28,37,44,13,37,62,18,29,4,8,11,12,51,44,11
818,1,8,99,242,52,98,8,32,29,11,17,22,18,3,19,29,10,8,1,6,6,6,17,19,1
819,1,8,97,294,39,102,11,48,31,29,16,9,17,8,9,19,8,16,1,2,12,8,11,28,1
820,1,5,62,173,20,71,7,24,16,11,10,11,8,5,5,13,7,4,1,3,4,4,12,18,1
821,1,9,134,327,59,137,15,35,44,21,23,29,19,10,24,34,14,5,1,4,6,11,17,32,0
822,1,8,108,354,47,116,8,64,35,35,21,14,13,7,22,18,18,9,5,2,10,5,47,34,1
823,1,8,124,331,51,115,19,52,28,26,21,11,21,5,12,23,18,24,8,1,12,12,11,23,1
824,1,9,146,485,61,159,20,79,39,32,47,18,34,8,35,21,22,9,2,3,18,12,31,45,6
825,1,6,83,227,14,111,13,24,16,9,18,7,18,2,5,29,1,16,1,1,9,2,18,13,2
826,1,10,165,332,94,114,17,57,39,35,36,42,25,3,22,31,10,6,6,16,14,8,24,8,5
827,1,6,48,117,21,40,5,9,14,7,9,7,10,1,5,10,6,4,0,0,0,2,12,13,0
828,1,9,228,586,122,243,31,69,72,38,50,58,46,5,36,83,29,15,9,19,12,15,20,22,3
829,1,8,140,366,66,129,16,61,35,60,18,23,33,7,22,37,14,15,4,8,15,5,28,25,2
830,1,10,161,377,72,159,15,56,35,27,38,21,28,7,22,35,15,8,5,6,9,7,26,18,1
831,1,8,121,340,46,134,15,42,26,27,21,7,26,6,24,22,15,15,6,0,13,13,16,29,0
832,1,2,8,20,2,11,1,4,3,0,2,1,2,1,1,2,2,0,0,0,1,0,0,2,0
833,1,9,189,519,105,186,26,91,74,52,25,25,30,13,37,21,21,9,1,7,13,34,19,42,0
834,1,10,219,497,93,167,26,78,62,48,42,37,34,10,46,58,17,11,6,15,17,6,49,13,5
835,1,10,173,538,74,193,23,95,61,59,22,13,26,16,26,25,17,15,2,3,24,16,41,48,6
836,1,8,106,333,32,113,12,39,34,19,8,15,27,4,22,20,9,11,2,0,3,2,39,53,30
837,1,8,129,457,39,149,9,82,45,53,27,8,11,9,25,13,35,15,3,5,10,3,46,31,3
838,1,5,33,98,14,29,4,17,14,11,13,4,8,1,2,11,1,0,1,1,3,1,13,4,0
839,1,10,199,478,104,186,21,72,54,25,37,52,33,10,36,40,14,21,5,22,8,12,27,33,18
840,1,8,152,347,74,141,17,49,45,41,19,14,21,7,20,32,15,11,0,9,20,14,10,22,0
841,1,7,46,180,22,76,10,31,21,15,7,5,11,5,8,13,9,4,1,2,3,4,10,15,1
842,1,8,161,385,65,128,16,51,39,29,35,13,19,9,23,27,19,11,3,4,14,14,37,38,5
843,1,8,102,324,43,131,13,34,41,26,15,13,16,7,23,28,15,17,1,0,3,3,17,24,7
844,1,8,126,297,42,101,10,44,22,24,32,9,26,3,8,27,11,9,1,4,9,4,47,26,2
845,1,10,164,399,63,134,19,51,43,37,24,26,26,8,31,26,14,12,6,6,10,5,56,25,4
846,1,8,102,314,39,132,13,40,40,16,15,5,18,8,19,23,11,10,1,0,6,6,7,31,0
847,1,12,252,623,111,215,23,88,80,59,48,39,30,17,33,38,14,11,12,11,15,17,71,53,21
848,1,6,87,227,24,55,8,28,24,19,23,7,17,3,11,6,6,10,4,1,7,1,43,20,3
849,1,7,92,202,44,75,6,28,22,15,9,18,9,4,11,18,12,8,1,7,4,5,16,14,2
850,1,10,173,408,92,159,16,66,42,39,27,39,24,10,16,37,21,17,5,17,16,12,24,26,2
851,1,9,186,452,94,173,25,66,55,39,31,19,27,7,38,35,19,14,11,5,11,15,33,28,2
852,1,10,191,473,102,167,21,67,56,34,33,46,37,6,24,46,15,15,6,13,6,4,18,36,1
853,1,9,145,464,62,180,23,82,49,44,25,16,29,7,18,37,25,16,7,1,5,8,20,39,8
854,1,8,136,424,57,141,20,75,60,46,26,10,36,3,30,16,14,9,4,1,17,12,23,30,3
855,1,8,113,259,65,105,13,35,39,13,20,23,16,5,13,29,16,5,6,4,4,6,12,21,3
856,1,10,142,419,67,131,17,57,42,25,21,14,21,13,36,26,20,13,8,3,20,12,41,41,8
857,1,8,61,186,28,72,5,20,26,10,9,11,5,5,7,19,8,10,0,2,6,9,14,16,1
858,1,9,165,424,84,161,24,65,53,30,16,25,26,7,28,35,14,14,6,2,5,9,23,28,5
859,1,12,217,526,126,185,22,103,83,74,25,51,32,10,33,35,17,17,17,11,24,17,9,9,6
860,1,8,133,296,59,138,13,45,28,17,15,7,27,3,18,32,15,13,4,2,7,4,12,14,0
861,1,8,110,272,68,95,14,39,28,33,27,20,20,5,25,19,11,9,4,3,12,5,39,12,2
862,1,8,131,398,61,144,15,62,57,29,32,13,19,9,23,24,29,10,2,4,15,3,12,43,2
863,1,10,255,665,102,247,27,86,85,72,53,35,30,13,42,44,14,24,10,4,20,21,77,33,3
864,1,10,162,422,75,149,21,51,52,25,29,28,22,10,30,32,22,13,6,4,17,10,39,30,4
865,1,8,90,332,35,141,14,33,35,23,9,8,19,9,32,7,12,26,3,1,5,7,3,35,1
866,1,7,87,231,49,81,7,35,30,14,19,24,19,3,14,14,6,10,0,6,1,3,18,27,0
867,1,8,90,344,45,121,15,55,46,37,17,10,18,7,21,10,16,8,2,2,5,5,12,34,5
868,1,12,204,481,102,195,19,92,64,53,25,27,27,8,35,45,18,8,9,7,16,14,38,10,7
869,1,6,42,145,24,41,4,26,22,10,5,2,5,3,2,9,8,2,0,0,5,3,12,13,0
870,1,9,137,410,76,127,17,46,42,26,36,26,18,13,26,40,13,24,5,2,7,16,22,32,4
871,1,10,187,478,89,164,23,81,46,31,39,35,50,4,30,41,14,7,3,7,13,12,50,28,19
872,1,8,118,266,66,115,11,41,33,21,15,26,20,5,10,32,12,8,10,3,3,10,15,11,3
873,1,9,115,336,54,127,9,47,44,24,14,23,9,7,15,18,6,12,0,7,8,9,22,41,5
874,1,12,224,525,122,201,26,78,70,39,36,68,42,6,22,62,27,17,16,32,12,6,38,19,2
875,1,11,263,635,141,231,30,102,84,47,42,55,33,15,45,51,28,32,15,14,12,15,42,38,14
876,1,8,107,301,50,102,11,50,31,23,12,8,30,3,25,10,15,11,6,3,10,8,28,27,1
877,1,11,191,490,103,167,22,75,57,42,51,45,25,10,34,35,20,22,6,13,14,9,41,23,2
878,1,9,159,364,88,134,16,56,48,23,20,38,25,7,7,36,18,11,7,5,7,6,50,28,7
879,1,8,157,387,85,169,18,58,55,32,13,26,21,10,22,37,4,3,15,10,22,10,24,28,7
880,1,10,161,398,63,146,18,38,31,21,37,26,26,6,23,44,12,26,2,4,5,3,40,37,13
881,1,8,142,270,71,101,11,31,34,18,17,24,19,5,17,39,4,10,2,8,4,7,28,6,2
882,1,9,127,381,52,140,19,64,46,29,18,18,23,9,25,29,24,8,5,2,4,12,20,31,0
883,1,9,169,424,63,163,20,39,59,36,22,34,25,11,22,35,12,23,10,11,18,8,47,24,5
884,1,8,98,312,45,126,14,35,42,18,15,14,16,9,19,35,15,15,1,0,9,3,19,29,4
885,1,7,141,412,61,156,16,35,61,24,26,21,17,13,25,31,11,7,1,1,11,13,24,45,5
886,1,11,202,474,104,178,22,72,59,31,27,42,26,11,24,47,26,20,13,9,9,11,20,26,4
887,1,9,145,343,81,123,11,57,44,24,17,35,36,2,15,35,9,8,2,9,6,6,22,31,8
888,1,10,200,494,93,208,14,59,56,37,32,26,15,11,30,40,16,16,8,3,18,11,36,38,6
889,1,8,121,311,56,140,13,35,38,25,11,16,21,7,13,33,10,13,7,4,7,5,17,30,12
890,1,8,129,349,57,136,17,55,36,27,24,19,24,4,21,36,15,10,2,3,12,7,26,26,2
891,1,9,205,468,111,171,22,65,61,29,33,45,28,8,28,54,9,24,4,10,10,10,27,35,1
892,1,10,199,463,95,176,23,68,54,28,29,36,34,7,42,49,27,8,10,8,12,13,28,17,1
893,1,4,44,136,28,46,5,14,16,7,8,16,16,0,12,18,1,3,4,1,2,0,5,13,0
894,1,10,125,300,56,126,10,40,35,23,27,19,19,7,11,36,10,11,8,2,9,9,19,14,2
895,1,10,226,525,113,218,24,82,54,60,30,36,27,11,29,56,19,22,12,7,20,17,22,14,4
896,1,8,98,240,46,104,11,35,35,13,19,17,13,4,5,28,14,6,0,4,6,6,8,16,0
897,1,9,204,528,98,179,23,88,67,51,37,43,26,11,38,38,24,19,6,11,13,10,35,35,0
898,1,8,149,358,55,146,12,39,45,16,23,17,14,9,18,45,7,17,5,1,16,4,26,32,1
899,1,8,128,367,60,136,17,65,41,29,21,13,21,8,16,29,10,9,4,1,12,5,13,35,7
900,1,10,147,346,83,128,11,40,39,23,22,30,18,8,32,44,13,7,6,3,5,4,19,27,6
901,1,8,140,337,52,145,7,39,38,27,17,20,7,7,19,34,15,15,2,1,11,18,34,20,5
902,1,10,149,488,64,198,19,54,61,44,27,22,30,10,32,39,15,18,0,7,7,10,13,55,3
903,1,8,123,325,47,124,18,31,38,29,19,15,21,6,7,24,10,10,3,1,10,7,9,28,1
904,1,8,119,349,52,131,13,50,41,28,21,15,17,8,18,24,30,7,0,1,10,15,22,27,0
905,1,6,78,184,29,68,9,28,27,15,18,9,10,6,10,17,11,12,0,0,4,2,7,7,1
906,1,11,194,490,95,173,21,72,63,45,35,38,29,12,32,40,14,14,8,4,11,17,21,25,11
907,1,9,133,353,72,126,14,55,45,26,14,25,18,10,17,36,15,20,7,5,7,6,20,24,1
908,1,10,231,507,98,174,25,65,63,41,52,48,27,13,27,56,11,21,16,14,10,4,76,29,6
909,1,10,189,453,83,160,18,72,47,31,42,32,24,8,31,43,19,7,3,7,6,9,58,29,10
910,1,8,148,416,77,144,19,61,56,32,25,29,22,10,17,37,11,15,6,4,9,9,28,40,7
911,1,8,74,216,28,90,10,29,25,15,12,7,14,4,14,12,7,7,0,1,5,3,12,18,2
912,1,10,232,542,112,208,27,73,55,50,46,36,35,12,46,62,24,13,5,13,22,12,30,28,5
913,1,10,261,581,125,213,26,98,65,62,37,63,34,15,20,52,21,27,11,19,23,20,18,27,3
914,1,9,151,379,63,153,19,51,50,23,15,17,20,9,30,20,18,14,4,1,14,17,11,37,4
915,1,10,205,503,95,186,23,58,55,41,39,40,27,12,39,46,19,17,11,14,18,14,35,29,8
916,1,11,236,529,127,187,26,76,64,45,52,47,36,8,33,65,21,12,9,8,13,15,38,30,11
917,1,6,102,191,51,74,8,18,29,17,19,18,10,5,6,43,9,6,0,5,3,0,9,5,0
918,1,10,244,669,111,251,30,83,69,50,30,35,41,12,45,46,26,29,16,6,18,11,29,71,21
919,1,11,133,392,66,154,15,66,51,34,17,30,20,10,27,29,12,21,3,9,8,6,14,32,7
920,1,8,175,422,76,150,21,61,39,41,25,29,29,7,32,36,9,14,3,1,16,25,26,27,1
921,1,8,95,254,50,116,16,35,27,16,9,20,19,3,15,37,7,8,2,4,2,6,3,18,0
922,1,8,133,336,74,136,16,45,40,23,19,29,22,5,20,34,14,9,4,6,9,8,18,25,3
923,1,6,80,201,47,94,10,22,25,14,11,19,16,4,12,23,16,5,1,4,4,5,11,19,1
924,1,8,152,434,69,149,16,56,50,37,21,28,18,11,51,37,17,13,3,4,17,9,30,30,4
925,1,7,79,231,42,87,8,45,20,22,15,5,14,4,29,4,4,6,3,0,11,5,18,22,4
926,1,7,89,215,33,96,9,34,29,17,17,5,17,3,16,21,4,1,1,1,2,7,9,15,1
927,1,7,96,257,46,101,11,32,27,23,16,15,19,4,9,22,16,11,0,4,9,15,21,13,1
928,1,10,157,352,84,138,13,42,40,39,25,32,30,3,20,47,9,7,4,3,8,9,15,15,4
929,1,10,143,419,74,152,17,56,48,33,20,34,33,5,23,23,14,23,4,10,9,5,14,47,6
930,1,8,93,267,45,104,16,30,35,19,18,14,19,4,14,32,10,4,3,8,4,13,7,20,0
931,1,8,111,285,53,109,11,36,35,25,17,20,16,4,21,40,11,6,1,1,2,8,7,20,0
932,1,12,211,609,108,189,13,88,67,48,55,35,14,10,20,39,27,28,10,2,18,22,52,37,9
933,1,8,94,234,51,88,10,30,32,16,17,23,18,5,13,18,2,3,3,4,6,8,12,22,1
934,1,8,138,350,73,131,18,48,30,19,17,21,23,6,21,36,19,13,5,5,5,10,15,24,4
935,1,9,174,475,86,189,21,61,56,31,24,25,26,11,43,37,18,14,7,7,12,17,31,42,7
936,1,7,74,222,30,88,8,29,29,16,15,7,10,4,13,16,10,7,3,0,10,3,6,21,6
937,1,11,201,486,99,179,20,89,68,58,47,40,22,13,24,34,20,17,3,6,8,10,27,23,11
938,1,11,201,472,105,174,17,66,51,40,32,41,24,10,31,34,13,13,7,8,18,8,27,34,4
939,1,6,53,185,27,73,8,26,23,9,16,4,8,7,6,12,11,10,2,1,6,10,3,18,0
940,1,8,122,384,65,118,13,54,37,32,17,12,16,8,25,14,10,7,1,1,4,13,15,54,8
941,1,12,216,421,135,141,21,71,31,20,34,65,28,6,29,44,15,11,10,27,15,6,50,19,2
942,1,9,187,448,104,166,21,67,52,30,32,50,34,7,16,30,22,14,9,9,14,17,31,36,3
943,1,9,127,365,60,135,12,69,37,26,23,18,19,7,22,14,18,14,3,7,11,8,30,32,3
944,1,8,80,261,25,92,9,43,30,15,9,9,11,7,13,17,20,12,2,0,2,3,23,22,5
945,1,8,92,270,43,110,12,28,21,22,17,14,26,2,16,30,4,7,1,1,6,0,8,33,1
946,1,8,187,420,53,144,20,63,43,46,22,13,34,3,38,22,11,12,4,2,9,14,59,13,32
947,1,10,160,435,92,174,19,78,52,36,26,33,35,4,28,30,13,13,2,13,20,6,17,29,7
948,1,9,172,441,96,160,23,71,41,39,30,28,24,12,22,34,22,20,2,3,12,10,29,25,7
949,1,8,114,352,60,122,15,40,39,23,20,20,21,7,18,30,12,18,5,6,14,4,32,35,1
950,1,10,184,448,86,166,22,62,45,34,25,30,28,9,39,44,22,15,2,5,15,6,18,40,7
951,1,7,142,457,57,182,23,76,63,44,27,9,28,9,32,23,19,15,4,0,15,11,19,27,2
952,1,8,174,411,73,165,19,48,38,22,28,9,24,9,24,29,20,13,19,2,11,26,17,34,2
953,1,12,190,417,110,167,19,63,39,31,40,51,23,11,27,40,20,11,8,11,12,10,35,20,2
954,1,10,210,497,109,203,16,76,57,64,36,40,16,12,22,41,20,14,12,10,10,19,37,11,9
955,1,8,127,336,52,108,11,56,26,29,15,9,24,5,22,22,14,17,1,1,8,16,11,23,11
956,1,9,158,369,70,132,16,45,38,31,24,16,32,3,17,48,17,6,0,0,6,1,35,32,7
957,1,9,135,401,62,132,16,56,43,35,17,22,23,11,20,22,20,19,4,4,3,2,26,50,19
958,1,8,82,269,56,94,12,46,37,25,8,7,17,5,21,8,16,7,0,1,11,14,9,21,0
959,1,9,166,391,92,134,17,56,41,28,47,41,24,7,23,27,24,10,3,17,10,11,36,21,6
960,1,7,72,224,31,63,10,43,23,28,8,5,14,4,11,12,9,7,1,1,5,5,35,17,3
961,1,8,121,367,62,144,16,51,41,28,22,15,25,8,30,13,14,16,6,1,14,14,19,34,10
962,1,9,143,420,57,154,21,67,52,31,25,17,28,7,23,27,24,22,5,2,10,3,24,43,16
963,1,8,98,277,42,103,9,37,35,21,13,8,13,6,13,22,15,10,6,0,2,5,25,23,11
964,1,11,202,518,90,198,23,77,66,40,32,41,25,13,35,40,22,22,9,12,13,7,29,40,4
965,1,7,108,341,41,114,9,60,42,29,27,14,11,8,22,13,17,20,2,2,5,9,36,19,5
966,1,7,88,228,45,84,10,32,31,21,18,13,16,4,12,26,9,9,2,1,2,5,8,10,0
967,1,11,204,427,111,183,17,57,30,26,37,50,32,6,31,56,22,14,4,18,10,3,46,28,9
968,1,9,129,339,70,144,17,55,52,31,20,16,19,6,12,27,10,9,1,5,5,11,11,31,8
969,1,8,113,267,57,103,10,30,35,25,13,18,23,5,20,27,6,7,3,2,8,12,13,18,2
970,1,11,247,632,127,258,29,106,74,57,58,46,33,21,48,33,20,25,8,15,19,12,40,31,6
971,1,9,137,335,70,120,17,44,45,21,18,30,25,3,20,41,12,12,11,2,7,8,20,25,6
972,1,8,154,489,66,199,20,65,74,48,16,12,27,12,24,31,13,10,2,0,12,20,22,50,7
973,1,6,77,230,28,83,11,22,21,22,12,10,19,3,20,21,10,7,2,2,2,11,4,17,1
974,1,2,12,53,7,15,3,8,7,3,1,1,4,1,4,1,1,3,1,0,3,2,5,5,0
975,1,8,96,260,49,102,9,42,29,21,21,23,16,7,15,32,12,8,3,1,4,4,6,11,2
976,1,8,117,336,44,142,13,46,48,33,22,13,18,8,10,29,9,7,0,4,14,5,14,32,2
977,1,7,88,252,31,87,8,42,26,13,17,5,24,2,26,16,12,7,2,0,5,9,24,17,1
978,1,8,111,247,41,94,9,20,34,25,22,10,11,7,15,23,9,10,2,2,5,11,39,16,5
979,1,10,192,483,94,159,21,75,47,44,29,28,33,9,40,42,19,18,7,3,12,8,22,33,3
980,1,10,169,491,81,166,22,76,54,37,36,19,30,10,42,29,23,10,8,1,12,11,52,34,16
981,1,8,119,303,60,116,11,38,45,15,14,22,15,8,9,33,14,4,8,2,7,3,21,31,3
982,1,8,114,300,56,98,8,33,41,19,13,21,10,5,20,22,10,11,5,4,3,4,11,38,5
983,1,8,214,599,74,236,27,84,51,62,35,22,37,10,27,58,31,27,5,1,8,17,36,44,23
984,1,8,110,311,52,118,14,43,41,18,17,21,27,2,20,32,13,7,2,2,10,3,21,33,3
985,1,9,140,401,85,138,16,49,51,33,30,36,29,8,22,34,19,10,4,20,9,11,24,30,3
986,1,11,222,587,101,215,29,56,73,40,37,49,41,11,52,61,23,26,5,13,14,24,26,45,6
987,1,8,130,331,62,121,19,50,46,28,18,12,24,3,18,31,9,11,5,0,8,15,22,20,3
988,1,8,122,301,59,137,12,46,34,21,15,15,21,5,25,23,9,7,1,0,9,17,13,24,4
989,1,9,156,379,95,123,19,53,46,26,37,33,22,6,25,38,23,17,7,11,4,8,40,20,5
990,1,8,111,322,48,126,9,36,35,18,25,18,30,2,21,20,7,6,3,7,13,8,16,39,1
991,1,6,72,160,31,63,8,19,26,11,9,15,9,5,12,21,4,5,0,1,5,5,8,15,1
992,1,5,26,104,17,21,3,12,12,7,6,7,5,3,4,8,7,7,1,0,1,1,3,12,0
993,1,9,117,296,51,108,13,40,44,28,18,14,24,3,17,28,2,4,1,4,7,8,13,27,6
994,1,9,141,395,75,167,16,66,51,44,26,18,21,10,29,20,18,9,5,9,12,9,18,25,0
995,1,4,45,126,11,53,5,15,10,6,13,2,6,5,7,11,6,5,1,0,4,3,15,11,1
996,1,7,122,341,66,123,13,55,40,17,19,22,16,6,17,24,19,15,1,8,7,13,7,27,3
997,1,10,188,454,76,152,22,55,57,36,47,23,29,10,23,35,11,10,6,9,9,7,57,37,1
998,1,9,205,478,120,175,24,65,61,52,43,48,30,10,14,41,14,20,9,34,15,6,62,19,8
999,1,12,243,586,135,247,25,92,74,36,41,60,35,13,38,65,26,21,22,18,9,16,19,26,0
1000,1,12,324,728,191,256,34,98,79,73,66,102,40,20,56,68,32,37,21,23,22,15,23,14,1
1001,1,8,103,333,50,124,18,44,38,25,24,18,25,4,13,32,11,15,1,0,10,3,15,30,1
1002,1,8,106,341,52,106,15,30,36,24,18,16,27,4,30,24,12,13,2,1,9,12,20,44,3
1003,1,9,158,368,71,155,18,42,51,24,17,16,22,8,17,40,15,8,2,1,8,8,8,19,2
1004,1,6,63,168,34,71,6,25,23,8,11,16,7,5,8,14,11,2,3,6,3,10,13,14,0
1005,1,9,118,248,45,98,9,27,23,12,16,18,23,2,11,40,12,11,0,6,8,4,24,19,1
1006,1,8,178,435,102,153,22,55,63,33,25,27,31,7,17,40,12,10,13,7,4,15,27,37,16
1007,1,10,137,368,87,148,17,59,30,38,28,24,22,8,23,29,21,8,10,13,10,7,20,25,10
1008,1,10,171,503,67,158,14,70,48,32,59,8,16,9,50,13,19,18,2,3,26,25,42,29,6
1009,1,8,147,428,62,185,13,52,38,25,18,23,20,7,46,25,17,15,6,4,13,5,27,38,18
1010,1,8,109,265,36,107,6,49,26,17,17,10,7,5,21,33,14,8,4,3,4,1,35,11,1
1011,1,8,167,409,82,165,22,56,47,29,29,30,27,7,36,48,17,11,9,5,12,11,13,16,1
1012,1,9,147,356,79,119,14,60,31,24,29,29,36,3,15,30,11,11,1,4,18,4,22,41,11
1013,1,7,98,338,33,125,15,62,40,37,23,1,20,8,18,15,9,4,1,0,4,15,9,19,1
1014,1,8,135,341,62,166,16,39,46,19,24,28,25,5,19,33,8,5,2,3,13,11,27,39,1
1015,1,10,156,504,46,204,20,64,55,38,24,11,29,13,36,22,18,22,5,0,6,13,31,45,7
1016,1,8,94,273,40,92,14,38,27,22,8,8,21,3,16,12,15,10,0,1,10,3,15,35,1
1017,1,8,121,357,54,144,19,55,38,22,23,6,26,6,25,16,13,14,1,0,7,11,14,31,1
1018,1,10,234,498,132,190,20,73,64,40,43,53,29,12,38,51,9,16,10,17,14,21,35,23,10
1019,1,10,142,375,64,130,15,50,41,34,29,26,20,8,25,21,12,20,4,2,7,11,17,32,8
1020,1,8,98,262,26,120,11,42,32,19,13,6,12,7,10,21,15,2,1,1,11,11,12,16,0
1021,1,9,165,439,76,152,15,65,58,31,26,17,23,9,18,40,21,12,1,4,13,12,25,39,1
1022,1,11,277,612,129,262,27,102,62,60,45,37,33,18,35,60,18,14,6,10,24,22,37,33,3
1023,1,8,66,276,24,99,12,38,28,15,10,4,14,7,11,13,8,14,2,0,2,11,9,37,3
1024,1,9,148,422,63,144,15,46,38,29,23,23,21,9,21,34,10,15,12,5,11,9,51,40,17
1025,1,8,136,332,66,136,13,45,34,26,30,22,17,7,20,27,14,19,0,5,5,5,14,25,3
1026,1,10,148,416,65,156,19,61,47,38,34,23,26,6,28,21,12,8,5,13,13,13,41,26,9
1027,1,8,122,350,43,125,15,47,24,32,20,12,21,6,31,16,14,12,3,1,10,4,45,41,0
1028,1,10,243,559,115,231,25,76,63,42,33,43,40,9,41,57,30,25,2,15,13,7,24,31,2
1029,1,10,177,455,96,166,16,73,51,47,36,32,17,11,27,26,21,18,7,11,14,10,27,37,4
1030,1,8,69,197,41,73,8,29,25,18,15,15,11,5,12,11,6,1,2,5,5,6,5,20,0
1031,1,9,168,459,61,198,23,44,58,34,25,20,28,9,36,35,16,25,4,0,15,4,29,45,6
1032,1,8,169,436,91,171,18,64,53,39,29,40,23,11,18,37,27,9,7,14,18,18,18,36,0
1033,1,10,199,455,108,140,24,91,62,38,28,48,39,4,31,38,14,12,11,11,9,18,33,24,7
1034,1,8,151,448,63,158,12,44,65,29,21,25,14,9,28,34,15,22,5,3,13,10,19,48,5
1035,1,8,97,215,54,92,13,35,31,16,19,21,16,2,9,16,7,5,2,6,5,6,14,15,0
1036,1,9,152,357,68,130,17,47,32,31,26,26,25,5,20,30,13,14,3,11,10,7,32,27,1
1037,1,8,97,241,24,77,7,27,14,14,15,5,9,5,19,18,7,12,0,2,5,6,42,24,1
1038,1,11,231,558,98,228,26,94,76,44,27,27,35,10,33,45,26,15,4,4,9,14,19,22,6
1039,1,8,127,377,51,140,20,46,45,24,29,19,26,7,17,21,15,10,2,10,9,5,29,43,9
1040,1,6,45,140,24,65,7,15,20,4,17,11,15,1,7,18,5,4,2,6,4,3,14,12,0
1041,1,6,94,324,29,108,4,37,56,30,9,6,5,4,16,20,20,12,2,0,2,6,14,30,2
1042,1,8,142,339,72,120,16,55,46,32,22,27,20,8,11,30,16,13,1,11,10,14,25,22,1
1043,1,9,205,569,99,218,20,84,72,38,41,25,25,11,26,29,23,26,5,10,4,16,48,43,18
1044,1,7,92,259,38,94,8,32,21,17,12,17,22,5,20,22,13,11,2,3,4,7,28,20,3
1045,1,9,121,349,59,130,17,55,45,29,21,23,28,4,15,40,11,11,3,4,7,2,36,30,5
1046,1,9,117,332,62,121,12,52,36,25,22,22,30,5,16,23,11,13,0,3,8,5,25,33,3
1047,1,11,215,456,114,177,24,65,57,40,44,48,33,6,25,42,15,10,9,6,10,20,26,23,13
1048,1,10,180,508,86,207,22,72,51,33,31,37,34,7,35,44,28,9,5,6,10,8,23,43,3
1049,1,10,212,567,90,217,21,71,64,46,36,29,27,15,32,41,29,21,3,10,17,16,42,53,4
1050,1,11,223,538,127,208,23,92,48,56,39,39,27,12,32,42,26,7,15,12,16,13,34,34,16
1051,1,7,107,298,42,112,11,34,41,16,11,13,14,8,20,17,14,13,2,0,12,4,24,40,2
1052,1,9,146,393,84,150,17,59,57,34,22,17,22,7,25,26,5,18,10,7,13,9,6,30,0
1053,1,9,134,395,63,169,18,63,48,25,24,23,23,6,14,22,10,12,6,2,7,11,33,30,1
1054,1,8,96,257,47,99,12,40,23,17,15,20,23,3,16,23,9,14,3,4,6,3,22,22,2
1055,1,8,103,368,37,137,13,58,40,23,24,11,22,7,25,17,26,13,1,0,12,8,12,31,3
1056,1,6,78,201,36,90,11,27,27,13,11,11,20,1,8,15,14,3,2,2,12,13,8,20,1
1057,1,10,204,504,73,160,21,44,42,25,38,28,29,12,26,31,15,28,5,4,12,10,64,66,9
1058,1,8,126,360,68,138,16,37,42,19,21,21,22,7,17,35,16,23,7,5,3,6,24,36,0
1059,1,8,92,245,35,101,7,32,17,20,14,11,9,7,15,19,9,9,1,2,2,3,14,26,3
1060,1,8,97,269,51,108,11,44,30,15,19,12,18,5,12,15,13,8,3,0,3,7,11,23,8
1061,1,8,143,393,28,130,13,50,52,39,31,9,21,5,15,15,12,12,5,3,9,10,61,30,3
1062,1,10,110,348,57,114,17,45,47,37,22,17,27,6,15,19,9,8,4,1,9,10,22,35,3
1063,1,10,160,459,72,186,21,94,40,48,24,19,27,8,22,17,19,25,6,4,13,7,24,40,12
1064,1,9,203,451,109,163,16,68,66,47,38,38,24,12,21,40,15,12,14,10,12,6,42,19,6
