id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char,mean_char,avg_word_length,pos_32
4316,2,3,127,307,42,149,15,29,35,35,12,11,26,4,18,37,5,6,3,2,3,5,4,26,5,5,2,5.77330212945,1,16,21,1,1.9974062933,4.30293159609,43.0293159609,0
4317,2,3,65,166,22,64,9,19,19,19,7,11,10,4,11,18,9,6,4,3,3,1,10,11,1,3,7,2.53261522818,1,13,2,1,2.1865198216,4.3734939759,43.734939759,3
4318,2,4,176,401,77,138,20,52,39,37,29,35,26,8,19,45,20,14,7,3,15,3,18,31,6,3,16,5.62603707139,2,19,12,3,2.37197109653,4.56608478803,45.6608478803,0
4319,2,2,54,144,22,66,5,12,19,7,8,12,6,3,9,12,9,4,1,0,2,6,4,19,4,0,2,2.38131642727,3,9,5,0,2.098383864,4.45138888889,44.5138888889,0
4320,2,2,60,124,32,37,3,15,16,6,7,11,6,3,6,12,7,2,8,3,2,1,10,11,3,1,1,3.53682085658,2,9,7,0,2.62365322688,4.72580645161,47.2580645161,1
4321,2,4,192,444,77,177,21,48,46,20,34,30,25,8,45,32,19,22,11,4,28,3,37,33,2,9,17,6.4802259488,4,31,10,1,2.12074746365,4.53603603604,45.3603603604,6
4322,2,3,63,237,23,90,12,35,27,26,13,10,15,6,18,13,12,9,2,0,6,3,15,19,2,0,6,5.19731810904,2,11,12,0,1.84150849675,3.91561181435,39.1561181435,0
4323,2,3,111,331,59,120,12,47,32,35,21,20,14,7,28,16,13,20,4,3,11,1,13,16,4,6,4,5.54108484253,5,15,13,2,2.24158838414,4.29003021148,42.9003021148,1
4324,2,3,85,218,20,92,8,26,32,18,8,8,9,7,11,29,14,8,3,2,0,6,20,11,0,0,4,3.25241633619,5,18,7,0,1.86728301747,4.24770642202,42.4770642202,1
4325,2,3,178,603,58,227,19,61,66,44,31,20,20,15,45,64,35,20,12,5,14,1,22,38,12,13,12,14.2982566485,10,46,21,3,2.00432170549,3.89552238806,38.9552238806,8
4326,2,4,129,307,57,156,12,44,34,27,25,33,14,7,18,26,8,12,3,10,10,2,10,20,1,10,8,3.79502447251,5,17,10,3,2.40643612675,4.70358306189,47.0358306189,1
4327,2,2,77,226,18,91,13,19,24,15,23,4,18,3,12,12,11,2,2,0,10,2,25,38,7,4,24,5.34231031302,0,21,7,0,1.7758347297,3.95575221239,39.5575221239,2
4328,2,3,130,338,54,144,17,45,33,36,14,11,25,6,26,21,22,9,7,1,4,11,8,25,2,0,1,3.23479809142,1,21,23,1,1.94295591706,4.32544378698,43.2544378698,1
4329,2,4,229,599,112,246,26,77,69,59,40,52,29,14,29,40,26,19,5,15,24,13,9,45,7,8,5,9.76718534887,6,29,18,4,2.40436186896,4.43238731219,44.3238731219,2
4330,2,3,140,434,32,192,23,33,58,34,30,11,29,5,24,45,22,12,6,1,3,7,31,39,4,0,1,6.81684235321,3,36,23,0,1.70387301041,4.04608294931,40.4608294931,5
4331,2,3,85,200,31,67,10,33,29,27,15,12,12,3,1,20,8,4,6,1,2,0,32,6,6,3,25,4.05650673187,1,8,5,1,2.16281967457,4.34,43.4,2
4332,2,4,209,496,89,191,23,72,63,58,33,30,43,4,27,46,9,18,26,11,29,4,13,20,2,0,17,10.2437341192,0,16,15,3,2.31901679006,4.32056451613,43.2056451613,5
4333,2,3,81,232,32,88,11,25,23,21,7,11,14,5,15,17,8,11,3,0,7,6,1,29,0,3,0,5.30848025744,2,18,6,0,2.09262668214,3.95689655172,39.5689655172,0
4334,2,3,92,245,32,98,11,22,28,14,16,13,15,6,20,29,8,12,6,1,4,4,10,21,2,2,0,3.98010076444,4,23,4,0,2.04926771309,4.27346938776,42.7346938776,2
4335,2,2,50,143,19,67,10,12,17,8,4,10,12,1,17,12,3,2,3,0,3,3,2,19,0,1,1,3.00502208174,0,13,7,0,1.95447043805,4.24475524476,42.4475524476,2
4336,2,3,119,356,44,133,6,36,46,25,24,11,7,6,15,22,22,16,4,1,12,11,26,27,4,5,5,5.83554839775,6,22,10,0,1.95372157964,4.11797752809,41.1797752809,3
4337,2,5,211,564,91,228,22,86,67,56,35,39,34,12,34,30,12,25,17,10,27,7,23,30,15,11,38,11.3627755019,7,14,10,1,2.32343436602,4.32269503546,43.2269503546,5
4338,2,3,120,334,51,149,15,41,38,31,21,13,16,11,19,27,20,14,6,2,10,4,18,28,6,5,7,5.51845003719,4,18,7,1,2.07945990459,4.16467065868,41.6467065868,2
4339,2,2,68,180,27,60,9,26,18,11,16,10,15,3,16,13,7,8,2,1,7,3,23,11,1,5,3,3.62083456463,0,11,3,0,2.197926623,4.23888888889,42.3888888889,1
4340,2,3,85,240,27,101,9,41,25,30,18,9,12,5,14,15,11,5,6,1,6,7,13,7,5,6,7,5.87592383863,3,11,3,1,2.04113896064,4.03333333333,40.3333333333,3
4341,2,3,87,218,45,91,10,14,23,13,22,24,15,4,14,18,6,11,6,3,2,0,26,25,4,2,14,7.46788596225,1,20,6,3,2.4095921913,4.72018348624,47.2018348624,4
4342,2,4,133,336,57,115,17,42,36,30,28,22,21,6,22,16,15,8,7,1,7,9,30,28,3,1,32,5.2520989448,1,19,18,1,2.15031897933,4.33630952381,43.3630952381,3
4343,2,1,16,37,1,16,1,6,1,6,2,0,5,0,1,4,3,0,0,0,0,0,4,4,0,0,0,0.311236617707,0,1,3,0,1.31576260444,4.13513513514,41.3513513514,0
4344,2,4,214,564,99,210,19,79,63,49,49,36,28,10,29,40,23,21,8,4,36,2,27,39,3,11,23,9.45197191607,5,24,17,0,2.17308727454,4.32978723404,43.2978723404,4
4345,2,4,162,485,60,194,11,51,52,52,22,17,17,10,32,21,15,20,18,1,10,1,11,53,13,5,2,9.91862157363,7,21,24,0,1.95309442444,4.03917525773,40.3917525773,2
4346,2,3,80,235,33,86,7,19,33,23,12,15,10,6,14,22,10,10,2,1,7,4,7,17,8,0,3,4.69133775254,5,13,5,0,2.04769462626,4.24255319149,42.4255319149,1
4347,2,3,60,162,38,64,9,24,19,19,12,11,11,1,4,9,4,4,4,3,11,9,5,15,3,2,1,2.99242220506,0,11,1,0,2.40082801451,4.44444444444,44.4444444444,1
4348,2,3,130,309,53,147,13,36,40,17,15,20,17,8,14,32,10,16,8,8,8,7,10,18,3,12,2,4.73305560709,3,11,17,1,2.34448643672,4.53074433657,45.3074433657,0
4349,2,3,128,304,65,133,13,50,31,24,16,23,19,5,16,22,13,6,11,8,19,6,13,17,7,2,15,3.78397304296,3,15,10,0,2.35113497662,4.69078947368,46.9078947368,6
4350,2,4,209,521,77,231,22,81,64,67,25,18,27,9,33,46,16,14,5,5,27,21,13,22,2,12,8,8.67981427737,5,25,11,2,2.03355325611,4.31477927063,43.1477927063,4
4351,2,5,266,607,131,248,25,118,70,75,40,53,37,13,45,37,20,25,11,12,35,3,27,19,4,5,21,8.74152643873,5,10,16,1,2.40816787491,4.62438220758,46.2438220758,6
4352,2,4,165,390,79,196,22,48,49,32,18,24,26,6,29,42,15,15,3,7,13,6,5,18,4,1,1,3.42293926651,2,18,17,1,2.21805945659,4.59743589744,45.9743589744,2
4353,2,2,17,82,6,33,1,8,8,4,3,1,2,1,2,6,3,5,1,0,0,1,7,11,0,3,0,1.96521135082,1,10,3,0,1.63340799564,3.67073170732,36.7073170732,0
4354,2,3,130,311,64,122,13,46,40,30,19,22,18,5,17,26,13,7,5,0,14,9,7,19,5,4,5,6.40815590931,3,15,7,0,2.29162168001,4.42443729904,44.2443729904,2
4355,2,6,309,655,179,245,28,113,97,86,50,88,32,17,32,67,23,24,21,21,15,8,7,13,9,8,5,12.7474238143,9,17,19,6,2.82887030073,4.88702290076,48.8702290076,7
4356,2,2,27,117,4,44,6,12,9,9,5,1,10,1,4,8,5,6,0,0,5,2,13,11,2,4,2,1.93541202669,0,7,6,0,1.46840183509,3.7094017094,37.094017094,0
4357,2,3,77,181,35,77,6,22,18,11,15,12,6,6,18,11,9,7,9,4,5,4,10,19,4,0,0,3.45670510683,3,14,7,0,2.33468784679,4.47513812155,44.7513812155,1
4358,2,4,159,426,69,184,15,43,46,41,17,22,17,9,26,34,21,12,22,4,13,6,15,34,8,7,8,6.02409334087,6,25,16,1,2.11631006614,4.3544600939,43.544600939,5
4359,2,3,147,387,74,158,18,39,41,48,18,20,26,9,24,32,16,8,9,12,7,5,37,28,7,3,27,7.03424073019,0,16,20,10,2.43280862203,4.47803617571,44.7803617571,6
4360,2,3,83,210,40,72,8,28,23,18,15,21,9,5,19,12,11,7,7,7,15,5,7,16,3,0,0,4.94552740139,3,0,7,2,2.63149942919,4.42380952381,44.2380952381,0
4361,2,4,157,466,80,181,19,76,38,34,29,32,44,7,21,25,32,14,6,3,28,11,12,36,3,2,6,6.49017794849,3,18,23,3,2.18438549437,4.32832618026,43.2832618026,0
4362,2,2,43,122,22,40,5,22,16,10,7,6,10,1,4,8,6,1,2,1,5,0,16,14,4,2,1,2.93370125456,1,8,2,0,2.15432252489,4.22950819672,42.2950819672,1
4363,2,3,118,407,53,141,12,48,42,19,31,20,16,11,17,38,33,6,1,1,2,17,15,47,31,20,2,8.30104161983,8,29,1,1,1.968669894,4.0343980344,40.343980344,0
4364,2,2,65,200,24,87,8,29,21,20,13,6,8,5,6,18,9,3,3,0,4,4,9,14,12,3,3,3.30524383973,3,12,5,0,1.85558372346,4.095,40.95,2
4365,2,4,203,526,64,218,22,85,49,70,23,18,28,18,36,44,26,15,4,10,19,10,26,25,12,5,14,10.8198395422,6,18,16,9,2.27262320306,4.22433460076,42.2433460076,7
4366,2,4,124,365,62,124,16,58,46,35,26,24,20,8,26,17,18,15,4,5,12,12,22,23,10,10,13,7.94659359683,4,15,5,2,2.31221419584,4.18082191781,41.8082191781,4
4367,2,4,181,462,61,201,20,55,63,48,28,16,23,13,24,47,21,20,4,3,12,9,14,36,9,8,3,7.79165052431,4,26,9,3,2.03807278862,4.20346320346,42.0346320346,1
4368,2,3,81,257,22,114,9,37,31,34,14,2,11,6,7,22,5,13,5,0,8,7,8,12,0,1,4,4.44883877047,6,21,6,0,1.71099350789,3.953307393,39.53307393,6
4369,2,1,53,189,23,66,4,42,10,3,15,6,16,4,9,11,4,13,1,2,10,1,35,23,1,9,0,6.97010667228,3,17,1,0,2.1476643141,3.85714285714,38.5714285714,1
4370,2,4,158,591,53,220,27,84,53,57,34,11,33,15,46,21,31,30,5,0,25,6,36,60,8,8,6,15.2745507173,6,38,15,0,1.80597311795,3.76480541455,37.6480541455,2
4371,2,4,209,520,83,200,26,54,52,44,39,34,38,8,39,48,13,19,9,0,28,15,10,47,7,3,7,10.0322598439,0,30,19,0,2.10012809535,4.34230769231,43.4230769231,1
4372,2,4,126,285,64,116,14,31,35,35,15,29,19,5,23,30,4,6,6,3,6,7,8,22,8,2,10,6.20928178424,1,17,10,1,2.43771940717,4.66315789474,46.6315789474,1
4373,2,4,107,307,53,117,10,41,33,16,25,23,10,7,18,13,18,11,8,1,15,5,5,24,5,7,1,7.0580679058,5,15,11,0,2.31083414376,4.29641693811,42.9641693811,2
4374,2,1,8,53,1,15,2,11,5,8,4,1,2,2,4,0,1,2,0,1,0,0,2,5,0,1,0,1.33240166013,1,3,0,1,1.86985869867,3.24528301887,32.4528301887,1
4375,2,4,164,441,81,208,17,66,57,43,24,32,18,14,30,41,22,10,8,5,9,7,12,28,3,9,11,7.77073178649,6,22,13,1,2.25608044845,4.39682539683,43.9682539683,4
4376,2,3,167,344,87,164,20,43,35,39,31,26,27,2,23,40,9,11,5,4,10,17,7,9,0,4,5,4.08410999845,0,8,19,2,2.3136932568,4.8488372093,48.488372093,1
4377,2,4,149,452,65,143,16,54,71,51,26,17,18,12,24,21,20,8,10,9,22,5,42,44,8,8,46,11.6119817079,7,20,11,8,2.3388802556,4.0796460177,40.796460177,1
4378,2,3,150,466,46,177,28,71,50,51,29,17,31,6,23,35,22,15,6,0,16,10,19,34,13,4,2,10.7571316636,0,23,10,0,1.90696554919,3.99356223176,39.9356223176,3
4379,2,4,268,613,112,249,25,83,60,57,53,34,26,17,37,49,24,22,7,4,25,15,37,24,8,13,40,11.8594499627,7,23,21,0,2.1999072851,4.45187601958,44.5187601958,4
4380,2,3,183,433,72,173,18,47,60,41,35,32,19,12,14,47,20,13,17,5,21,3,3,25,3,1,4,7.18173253312,5,18,11,0,2.24684840911,4.36951501155,43.6951501155,4
4381,2,3,170,436,72,160,25,48,51,37,33,31,29,6,20,44,14,20,1,4,13,10,41,46,5,5,11,7.67570874699,1,30,14,2,2.35707666349,4.33256880734,43.3256880734,4
4382,2,2,20,46,13,18,3,2,5,3,6,3,3,0,4,5,2,1,3,0,0,0,1,4,0,0,0,0.865296469466,0,2,4,0,2.41022379541,4.54347826087,45.4347826087,0
4383,2,3,70,161,27,67,8,22,18,11,21,8,9,4,7,17,6,5,3,0,2,0,10,12,1,1,4,2.13669766873,1,12,7,0,2.06651806051,4.42236024845,44.2236024845,0
4384,2,4,154,421,81,172,22,46,59,39,17,28,26,12,32,39,10,14,13,7,11,10,13,25,5,8,0,9.91030637379,0,21,17,6,2.43385520742,4.36817102138,43.6817102138,0
4385,2,4,165,349,85,154,15,55,40,40,30,35,19,10,25,29,12,8,6,5,11,15,14,10,4,7,10,5.49346817463,4,10,12,1,2.44006305587,4.7994269341,47.994269341,2
4386,2,3,145,525,47,195,23,32,66,39,19,12,24,17,36,35,24,18,7,2,11,15,37,69,5,11,0,8.09197247768,5,48,16,0,1.73406018929,3.89904761905,38.9904761905,13
4387,2,3,70,196,25,84,9,18,23,11,7,10,12,4,5,24,5,6,4,0,4,2,14,27,2,2,1,2.83857229742,1,21,11,0,1.93896939183,4.27551020408,42.7551020408,1
4388,2,4,225,563,108,243,21,77,48,60,31,34,29,12,21,35,20,33,18,3,26,13,17,43,8,13,6,9.74863507584,8,13,24,0,2.21094898582,4.33392539964,43.3392539964,6
4389,2,4,124,345,46,140,15,37,38,43,27,19,17,11,20,30,10,11,5,1,16,7,16,23,4,5,9,6.67442085199,4,19,11,1,2.02998254188,4.17391304348,41.7391304348,1
4390,2,4,140,339,54,138,16,30,25,32,19,18,19,8,30,22,13,6,12,2,17,6,13,32,6,2,1,6.28758745078,3,24,14,0,2.13072700183,4.41887905605,44.1887905605,9
4391,2,3,113,362,44,135,19,32,38,36,20,19,28,4,29,38,15,18,4,7,10,5,23,29,2,11,10,7.62025649171,1,32,6,3,2.23588659612,4.16022099448,41.6022099448,2
4392,2,5,312,815,99,336,37,82,81,66,43,35,48,19,52,71,34,25,12,8,21,14,63,68,15,15,55,17.7882978381,7,68,20,4,2.02812411085,4.27975460123,42.7975460123,13
4393,2,3,184,538,68,207,25,52,74,39,33,26,29,16,48,47,25,18,7,0,15,14,22,60,5,7,1,10.2289014033,4,51,9,0,1.96785236741,4.15241635688,41.5241635688,3
4394,2,4,133,371,51,162,17,61,39,49,19,20,18,9,19,22,16,18,8,8,18,9,8,14,1,1,3,6.4377855453,4,13,10,1,2.22211314821,4.22641509434,42.2641509434,4
4395,2,3,84,264,33,102,12,38,30,28,11,10,15,5,8,13,13,12,4,3,5,5,14,19,0,5,5,5.98025446278,3,5,16,0,2.07731299738,3.98106060606,39.8106060606,3
4396,2,4,118,257,56,118,14,39,32,26,20,24,15,7,9,25,9,7,5,3,14,10,8,9,1,5,4,2.96920744336,1,9,5,1,2.345804061,4.69260700389,46.9260700389,1
4397,2,3,131,379,57,159,16,40,56,45,21,20,18,13,19,44,11,8,9,5,6,7,17,20,8,3,5,6.92842449658,5,35,10,0,2.10184492543,4.27704485488,42.7704485488,7
4398,2,4,240,649,112,260,28,72,86,68,48,43,31,15,42,61,21,28,12,5,20,13,19,46,0,12,0,11.4075078315,6,34,21,0,2.22047740095,4.31895223421,43.1895223421,5
4399,2,3,106,312,34,140,15,32,34,25,18,10,16,11,27,27,11,10,2,0,3,4,11,36,15,3,1,6.13285620576,3,14,14,0,1.91791954162,3.99358974359,39.9358974359,2
4400,2,4,122,229,56,104,10,41,26,29,18,26,18,3,8,25,4,15,4,7,8,9,4,1,1,3,3,2.692275331,1,10,5,2,2.5853988352,4.93449781659,49.3449781659,1
4401,2,5,335,809,154,347,39,123,102,74,60,65,42,19,34,53,34,32,31,19,21,16,33,42,38,28,38,17.3252402747,9,15,14,8,2.46141390683,4.46600741656,44.6600741656,4
4402,2,3,99,311,44,131,16,32,41,29,19,18,18,10,25,21,10,11,2,4,2,8,30,34,4,1,7,5.84116586598,1,29,10,3,2.44087006955,4.2540192926,42.540192926,1
4403,2,4,161,383,78,151,14,38,40,40,31,25,21,6,31,24,11,8,6,7,8,7,15,30,12,4,7,6.86848317754,3,20,21,4,2.35896308731,4.5091383812,45.091383812,1
4404,2,4,166,452,62,174,22,63,48,38,42,33,25,12,20,35,31,12,3,6,18,9,36,29,9,5,15,8.6714282619,3,24,5,2,2.29007682343,4.25221238938,42.5221238938,2
4405,2,4,134,289,74,108,15,59,28,38,22,20,20,5,15,16,9,7,10,4,9,10,5,9,1,3,3,4.55206826723,1,4,17,1,2.38561364042,4.74394463668,47.4394463668,4
4406,2,4,169,402,82,174,18,57,45,45,30,26,20,12,21,32,13,22,11,4,5,6,8,20,6,1,4,8.43805895738,5,17,16,3,2.32417064968,4.42288557214,44.2288557214,6
4407,2,3,122,367,40,157,13,35,50,29,26,18,14,12,10,30,18,17,1,0,9,10,13,37,2,4,8,5.73804863242,6,31,8,0,1.88889750148,4.07629427793,40.7629427793,5
4408,2,3,104,250,54,96,12,43,27,26,11,20,14,6,15,18,10,2,10,1,10,6,14,14,5,5,10,5.93575574208,2,11,7,0,2.31140354447,4.472,44.72,1
4409,2,3,131,376,63,141,15,40,41,38,34,20,17,7,25,37,10,16,7,0,5,5,25,13,3,4,8,7.22459243853,4,22,10,0,2.0398233827,4.27127659574,42.7127659574,4
4410,2,4,251,604,102,257,25,79,85,45,37,44,27,18,52,52,12,23,14,9,19,9,17,41,14,6,15,9.84289744886,6,16,23,3,2.26788412592,4.44867549669,44.4867549669,2
4411,2,4,173,368,107,147,17,55,54,30,37,41,18,9,19,37,19,10,12,9,10,14,17,11,0,4,7,7.14847173361,5,16,6,0,2.6132391918,4.875,48.75,1
4412,2,5,137,278,75,116,13,33,40,29,18,32,20,6,19,24,1,10,12,8,9,10,14,12,5,1,14,5.36016457608,2,10,7,3,2.61009062031,4.88129496403,48.8129496403,1
4413,2,4,170,401,78,163,19,49,48,34,33,23,23,9,25,34,19,18,10,1,10,12,13,18,4,8,16,6.38604251041,2,18,13,0,2.18522298662,4.42643391521,44.2643391521,5
4414,2,4,208,547,100,243,25,91,73,60,34,42,31,11,18,39,21,11,5,10,23,11,18,48,21,12,11,11.820087416,4,14,10,3,2.43641438865,4.39853747715,43.9853747715,1
4415,2,4,149,417,62,177,16,48,48,56,13,12,23,11,19,37,8,6,5,0,23,5,9,43,2,5,4,9.14580895976,4,18,22,0,1.96126128811,4.09592326139,40.9592326139,2
4416,2,3,169,413,75,140,18,61,54,41,32,29,29,7,24,44,9,16,3,8,25,7,27,12,0,8,18,8.09423225167,3,23,8,1,2.35818284963,4.42857142857,44.2857142857,2
4417,2,5,438,1019,204,448,40,171,138,101,80,76,41,29,48,105,36,44,21,9,30,22,37,35,5,17,25,14.6606847454,17,45,22,3,2.31393640084,4.50834151129,45.0834151129,7
4418,2,3,103,307,43,106,12,48,36,36,17,14,16,8,23,15,13,15,2,4,12,2,16,27,5,7,5,5.96434785367,4,13,9,3,2.23171261254,4.12703583062,41.2703583062,1
4419,2,5,291,720,156,262,33,97,93,70,42,76,40,16,35,49,29,25,34,22,46,17,34,31,5,19,41,13.6663070617,7,19,11,10,2.67029192614,4.6,46.0,7
4420,2,5,267,525,158,222,22,89,61,54,54,68,32,10,26,43,22,10,16,17,22,4,34,19,10,3,44,8.30636167033,5,19,13,5,2.75764427781,5.10857142857,51.0857142857,7
4421,2,4,151,431,58,202,19,35,52,38,29,17,25,9,22,47,11,16,8,1,13,7,16,34,4,7,0,8.54502245712,4,21,20,0,2.04407011374,4.16937354988,41.6937354988,4
4422,2,4,149,354,63,146,16,53,47,31,24,26,16,9,7,32,18,13,7,10,12,8,21,24,3,6,25,7.11966860571,4,21,5,7,2.48877861245,4.50564971751,45.0564971751,2
4423,2,2,90,255,33,102,9,37,32,25,17,14,10,7,13,19,13,9,6,3,3,5,10,20,1,3,2,5.0616068101,5,11,9,1,2.18233960346,4.1137254902,41.137254902,2
4424,2,2,25,91,8,38,5,6,12,6,3,1,8,1,2,9,3,7,2,0,2,1,6,11,1,0,4,1.72627328795,0,6,4,0,1.73585333862,3.82417582418,38.2417582418,0
4425,2,4,169,484,71,205,23,55,51,44,35,23,26,14,27,40,27,28,11,3,23,11,26,30,6,3,18,8.73889425043,4,23,11,0,2.1061147687,4.22520661157,42.2520661157,1
4426,2,3,172,465,31,171,16,84,48,60,19,3,17,12,21,28,16,17,6,0,16,10,39,23,10,12,31,8.21661513714,9,13,16,0,1.62583939132,3.96774193548,39.6774193548,4
4427,2,3,146,425,69,139,15,49,38,58,18,30,19,11,27,35,22,24,10,5,10,9,11,17,7,5,0,7.08190443708,6,18,13,0,2.24333270391,4.16235294118,41.6235294118,0
4428,2,4,233,553,120,233,25,87,64,70,45,41,25,17,21,46,20,23,14,9,10,11,9,25,16,0,0,10.4310189146,7,13,17,8,2.48408462333,4.50813743219,45.0813743219,2
4429,2,4,192,575,87,243,25,63,61,45,36,33,32,16,47,33,31,24,12,2,14,14,10,56,7,2,2,11.0948493434,4,40,16,1,2.10067042631,4.19130434783,41.9130434783,4
4430,2,4,286,752,142,301,33,66,100,67,59,42,42,17,52,71,18,39,12,1,17,13,18,52,19,7,11,9.6397218128,7,45,20,0,2.10078683098,4.38696808511,43.8696808511,3
4431,2,3,68,220,28,102,9,31,30,25,3,3,9,6,24,10,8,7,1,0,4,1,11,23,1,2,0,3.79205156461,3,12,10,0,1.79350680698,3.95,39.5,0
4432,2,3,80,203,39,90,10,23,22,20,13,14,12,6,13,22,8,5,3,0,0,5,9,14,5,5,1,3.12522545293,2,14,8,0,2.13266528786,4.49753694581,44.9753694581,2
4433,2,4,251,756,99,291,35,79,88,47,52,38,46,14,51,48,34,31,10,10,35,15,24,81,3,10,4,13.1417387922,7,56,19,1,2.12503444691,4.14814814815,41.4814814815,1
4434,2,3,145,459,65,187,23,59,49,54,30,19,33,7,40,28,20,13,8,5,13,6,16,41,11,7,11,8.599810468,1,30,10,5,2.17464626879,4.12418300654,41.2418300654,2
4435,2,4,156,389,74,165,14,61,54,40,29,26,17,10,20,23,2,21,7,5,22,4,10,20,5,12,1,6.97599023924,4,9,18,0,2.27273683752,4.3470437018,43.470437018,1
4436,2,4,152,400,57,188,19,32,39,31,30,15,22,11,34,49,19,21,7,1,8,5,0,28,5,3,0,5.80565905054,4,27,11,1,1.90332613494,4.2625,42.625,4
4437,2,3,94,254,50,98,12,23,30,29,19,30,13,8,17,25,4,16,5,2,7,3,0,18,1,4,0,3.41634104993,1,11,13,0,2.34499553881,4.46850393701,44.6850393701,3
4438,2,3,100,350,30,142,15,47,22,27,19,10,19,6,19,10,22,17,7,3,6,5,26,42,11,10,21,6.87237002285,3,25,7,2,2.14540031921,3.95714285714,39.5714285714,0
4439,2,4,263,614,139,240,21,48,95,46,34,71,21,19,37,70,15,23,26,19,13,7,22,35,2,11,12,10.5888952429,13,29,28,8,2.60956843984,4.69381107492,46.9381107492,17
4440,2,4,178,433,74,167,22,64,57,53,27,32,27,9,19,28,15,15,5,8,31,12,17,30,3,2,21,8.52068477492,4,22,4,3,2.38600777501,4.37413394919,43.7413394919,4
4441,2,3,157,369,94,135,14,55,47,31,29,41,18,9,25,26,9,17,7,6,14,5,14,25,1,1,4,6.44646123943,6,23,10,1,2.56205532514,4.65311653117,46.5311653117,0
4442,2,4,132,325,74,114,17,49,33,32,32,33,25,6,15,25,13,15,7,4,12,6,13,20,8,6,7,7.29165403491,1,14,7,2,2.55389020431,4.49538461538,44.9538461538,1
4443,2,4,122,329,65,141,15,38,35,36,18,25,23,7,21,32,7,14,9,3,10,2,9,21,11,6,3,5.43717106997,0,13,10,1,2.35791664918,4.4103343465,44.103343465,2
4444,2,3,78,254,16,105,5,49,30,36,10,3,5,5,20,6,8,10,1,0,4,6,14,12,9,2,0,5.75062129451,5,7,9,0,1.65713196037,3.79921259843,37.9921259843,5
4445,2,3,167,518,68,221,25,71,62,60,22,17,36,9,26,45,16,14,5,1,14,11,51,33,4,14,17,10.3322149338,2,30,22,0,1.9448840461,4.12741312741,41.2741312741,5
4446,2,3,69,194,29,80,6,17,28,21,10,5,7,6,11,15,11,5,6,0,3,5,7,14,2,4,0,2.944934292,4,9,9,0,1.88630412754,4.16494845361,41.6494845361,0
4447,2,3,211,519,64,246,27,58,49,56,37,14,32,11,32,50,14,17,10,0,12,9,12,28,4,8,4,8.97476267821,2,23,31,0,1.85095505687,4.2119460501,42.119460501,6
4448,2,4,273,677,132,262,31,73,90,77,54,60,38,17,40,48,25,27,16,8,19,19,33,41,14,18,21,13.2606641283,5,25,17,3,2.42007350885,4.48892171344,44.8892171344,2
4449,2,4,166,377,84,156,18,53,41,35,32,31,27,5,27,32,9,11,9,4,4,8,17,26,8,10,19,6.91052377135,1,19,14,2,2.46964185186,4.58885941645,45.8885941645,4
4450,2,3,60,229,8,85,10,34,31,15,11,3,14,6,11,10,10,8,1,0,6,3,25,26,1,4,14,4.1449391785,3,21,5,0,1.53982600419,3.6943231441,36.943231441,1
4451,2,4,189,561,78,202,20,67,69,47,35,24,21,16,20,41,27,29,6,7,19,11,9,53,9,4,10,10.1012085764,11,26,10,7,2.1490192361,4.13190730838,41.3190730838,7
4452,2,3,127,363,49,153,18,34,31,25,23,8,20,10,24,26,15,22,6,3,10,10,20,35,1,12,3,7.22561614838,3,21,15,1,2.07507525743,4.16804407713,41.6804407713,2
4453,2,4,173,363,73,158,17,61,39,43,27,29,20,8,9,37,15,16,2,2,8,9,20,19,5,7,21,5.09467727697,2,18,6,1,2.32073193005,4.59228650138,45.9228650138,2
4454,2,1,10,33,2,14,2,1,3,1,2,0,3,1,2,4,1,2,0,0,0,0,1,3,1,0,0,0.407149193582,0,1,3,0,1.62951005836,3.9696969697,39.696969697,1
4455,2,4,256,563,127,237,26,69,49,51,41,49,28,14,31,67,26,23,18,14,26,19,8,21,6,7,10,8.28540017123,5,26,11,3,2.48964150499,4.6944937833,46.944937833,7
4456,2,3,141,431,41,163,19,42,48,44,16,13,24,12,18,45,24,18,6,0,13,9,27,44,6,2,26,7.60853700045,3,27,13,0,1.81512973304,3.97447795824,39.7447795824,4
4457,2,3,119,293,62,126,13,37,24,30,27,15,14,8,24,19,11,14,6,1,3,6,11,13,1,5,1,4.26162689222,4,12,17,0,2.16805292927,4.54948805461,45.4948805461,3
4458,2,4,242,599,100,242,25,65,67,57,23,35,31,15,37,58,25,21,9,7,19,16,22,49,8,16,7,10.1529420032,10,29,26,1,2.18975866716,4.39732888147,43.9732888147,3
4459,2,5,209,519,88,217,22,54,63,43,38,29,24,13,24,42,19,21,7,5,18,16,14,44,16,12,17,7.5980238828,8,25,9,5,2.17097503916,4.408477842,44.08477842,3
4460,2,4,208,507,95,232,25,63,75,47,25,33,26,14,26,53,11,17,14,4,6,10,9,20,4,13,2,8.6532029243,3,26,23,0,2.19425421969,4.42998027613,44.2998027613,6
4461,2,4,120,308,43,147,15,44,30,30,24,11,18,5,25,29,14,7,2,2,4,4,15,16,2,8,12,6.4812667769,2,13,17,1,2.06010564794,4.30194805195,43.0194805195,3
