id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char,mean_char,avg_word_length,pos_32,pos_35,maturity_score,pos_11,pos_33,pos_9,pos_16,pos_13,pos_25,pos_3,pos_26,pos_8,bag_of_words_score,mean_word,pos_7,pos_10,std_word,pos_34
10166,4,2,41,104,17,42,4,23,9,20,4,8,6,2,3,1,2,8,1,2,8,4,3,6,1,0,0,1.77545580291,2,3,0,1,2.38734214959,4.40384615385,44.0384615385,2,0,5.7869047619,0,0,0,0,3,0,0,0,0,0,17.3333333333,0,0,12.3243210316,0
10167,4,1,22,75,9,25,2,11,9,13,1,2,3,2,6,1,3,2,0,0,6,2,4,8,2,1,0,0.915621360068,2,3,2,0,1.81087804097,4.06666666667,40.6666666667,0,1,5.426,0,0,0,0,0,0,0,0,0,0,25.3333333333,0,0,18.0800688298,0
10168,4,0,11,28,3,13,1,5,2,7,1,2,3,1,2,1,1,1,0,0,2,0,0,1,0,0,0,0.160908569999,0,1,0,0,1.8469909749,4.32142857143,43.2142857143,0,1,5.15923076923,0,0,0,0,1,0,0,0,0,0,9.33333333333,0,0,8.21921867063,0
10169,4,2,53,117,19,46,4,20,10,18,4,5,5,4,3,6,2,2,3,1,10,4,9,7,1,4,13,1.81848464987,2,3,1,1,2.1471095863,4.5641025641,45.641025641,1,2,5.00673913043,0,0,1,0,0,0,0,0,0,0,23.4,0,0,14.6369395708,0
10170,4,2,19,52,13,25,2,11,6,9,1,3,3,2,1,0,2,1,1,0,2,3,0,4,1,3,0,0.499346505634,1,2,2,0,2.1639964983,4.55769230769,45.5769230769,0,0,5.6972,0,0,0,0,0,0,0,0,0,0,17.3333333333,0,0,13.1993265821,0
10171,4,1,30,89,13,35,2,18,9,16,4,3,3,2,6,1,4,2,0,0,5,2,3,4,1,0,2,1.24840592534,2,2,3,0,1.88909834138,4.23595505618,42.3595505618,0,3,5.56228571429,0,0,0,0,1,0,0,0,0,0,29.6666666667,0,0,24.4994331,0
10172,4,2,42,120,16,38,4,17,13,14,6,9,5,2,3,5,7,7,1,2,8,3,11,10,2,3,1,1.57269097213,2,3,3,0,2.2104919158,4.26666666667,42.6666666667,0,0,5.71657894737,1,0,0,0,2,0,0,0,0,0,24.0,0,0,19.3907194297,0
10173,4,2,30,66,13,26,2,6,5,11,1,5,7,1,3,4,1,3,1,1,9,1,5,10,0,0,5,0.569073519678,0,2,1,1,2.24324939143,4.72727272727,47.2727272727,0,0,5.07115384615,0,1,0,0,0,0,1,0,0,0,9.42857142857,0,0,6.7370434986,0
10174,4,1,17,55,7,20,3,7,6,8,4,5,4,1,4,3,2,2,0,1,4,0,1,5,1,0,0,1.24225279741,1,0,2,0,2.33405472254,4.18181818182,41.8181818182,1,0,5.7295,0,1,0,0,1,0,1,0,0,3.0,13.75,0,0,9.5753590011,0
10175,4,0,21,73,7,21,1,11,6,8,2,4,2,1,5,2,4,4,0,0,4,0,2,9,1,4,0,0.960794278356,1,4,1,0,1.97886473304,4.02739726027,40.2739726027,0,1,5.85095238095,1,0,0,0,0,0,0,0,0,0,36.5,0,0,36.5,0
10176,4,1,15,41,6,17,3,7,4,4,4,2,4,0,2,1,0,2,0,0,5,1,1,4,0,2,0,0.359781407849,0,0,1,0,1.92670576943,4.29268292683,42.9268292683,0,1,5.45235294118,0,0,0,0,0,0,0,0,0,0,10.25,0,0,5.97390157267,0
10177,4,0,13,34,5,12,1,6,3,6,0,2,3,0,3,0,1,0,1,0,2,1,0,3,1,0,0,0.427713565893,0,1,2,0,1.9622098205,4.29411764706,42.9411764706,0,2,5.2075,0,0,0,0,0,0,0,0,0,2.0,11.3333333333,0,0,3.3993463424,0
10178,4,2,44,155,16,59,6,18,21,17,4,6,9,4,8,3,5,5,0,0,12,4,4,22,7,3,0,1.69637071353,2,4,5,0,1.77368465871,4.05806451613,40.5806451613,0,1,5.24406779661,0,2,0,0,0,0,0,2,0,0,17.2222222222,0,0,9.80677518383,0
10179,4,1,19,61,7,22,3,7,7,4,1,4,4,2,4,0,1,2,0,1,2,1,3,15,7,0,0,0.887466645923,1,4,1,0,2.0560453313,4.19672131148,41.9672131148,0,1,5.12590909091,0,0,0,1,0,0,0,0,0,0,15.25,0,0,11.3219918742,0
10180,4,0,24,64,9,26,2,11,7,12,5,3,3,2,5,2,2,2,0,0,2,2,1,2,2,1,1,1.07960052887,2,1,1,0,1.95731989988,4.296875,42.96875,0,2,5.44230769231,0,0,0,0,2,0,0,0,0,0,21.3333333333,0,0,15.0849446653,0
10181,4,2,60,162,26,59,7,30,23,20,3,5,8,4,5,5,6,5,1,1,9,4,6,15,12,7,4,2.34483113931,3,2,2,0,2.00559947685,4.24074074074,42.4074074074,1,0,5.60762711864,0,0,0,0,0,0,0,0,0,0,20.25,0,0,12.7646974112,0
10182,4,0,16,45,5,22,1,7,9,9,0,2,5,1,2,4,1,2,0,0,3,0,2,2,0,0,1,0.462237337888,0,0,1,0,1.89443629845,4.15555555556,41.5555555556,0,1,5.24545454545,0,1,0,0,0,0,0,0,0,0,9.0,0,0,8.50881895447,0
10183,4,1,28,94,10,46,4,14,8,11,3,2,4,3,11,2,3,3,3,0,2,3,3,10,6,2,1,1.05296428652,1,4,1,0,1.69729352432,4.14893617021,41.4893617021,0,2,5.17369565217,0,0,0,0,0,0,0,0,0,0,23.5,0,0,6.80073525437,0
10184,4,3,64,207,34,79,8,40,25,32,10,14,9,7,5,2,9,8,0,1,16,7,2,14,2,5,2,2.32129832328,5,0,11,0,2.0568921482,4.35748792271,43.5748792271,0,2,5.53367088608,0,0,0,2,1,0,0,0,1,0,23.0,0,0,8.16496580928,0
10185,4,2,43,115,17,52,6,24,11,16,3,2,7,1,5,5,4,1,1,0,9,3,7,7,2,2,3,1.12802998676,1,3,5,0,1.74783291778,4.4347826087,44.347826087,0,3,5.46769230769,0,0,0,1,1,0,0,0,0,0,16.4285714286,0,0,10.634944326,0
10186,4,0,42,126,14,59,7,18,11,13,5,6,10,0,10,6,5,4,0,0,7,7,2,9,6,0,0,2.21473085537,0,5,3,0,1.88723363515,4.07936507937,40.7936507937,1,3,5.06423728814,0,4,0,2,1,0,0,0,0,0,12.6,0,0,5.37028863284,0
10187,4,2,51,121,29,41,4,20,19,17,7,11,11,4,6,5,5,3,3,4,7,1,2,9,2,2,2,1.29664528274,1,3,3,1,2.61496013907,4.7520661157,47.520661157,2,0,6.18317073171,0,0,0,0,0,0,0,0,0,2.0,11.0,0,0,14.7093044147,0
10188,4,2,36,109,18,34,4,19,12,12,6,10,5,3,4,2,3,4,0,1,7,5,11,11,3,9,2,1.32709272241,2,2,1,1,2.27101130661,4.30275229358,43.0275229358,0,0,5.45617647059,1,0,0,0,0,0,0,0,0,0,21.8,0,0,13.731715115,0
10189,4,3,77,227,39,82,9,43,31,23,10,13,10,6,9,8,8,8,0,8,11,5,12,11,8,20,9,2.93428307831,3,3,2,2,2.28093887613,4.35242290749,43.5242290749,0,2,5.10414634146,0,0,0,1,1,0,0,0,2,0,22.7,0,0,13.7043788622,0
10190,4,1,34,101,15,35,4,16,11,17,7,4,5,4,2,2,4,4,1,1,11,2,2,9,0,1,0,1.69806926152,1,5,2,0,2.05614269259,4.14851485149,41.4851485149,1,0,5.65428571429,0,2,0,0,0,0,0,0,0,3.0,20.2,0,0,11.0526015037,0
10191,4,2,42,114,16,47,6,12,12,8,6,8,8,2,8,2,1,5,2,3,10,3,12,10,3,5,8,1.1451953929,1,2,2,2,2.2812629933,4.43859649123,44.3859649123,1,3,5.40021276596,0,1,0,0,3,0,0,0,0,0,14.25,0,0,8.75713994407,0
10192,4,1,30,79,9,34,3,13,9,12,4,6,4,3,4,1,2,6,1,0,1,2,3,3,9,0,3,1.04452450997,2,0,0,0,2.01148923243,4.45569620253,44.5569620253,0,1,5.45,0,0,0,0,1,0,0,0,0,0,19.75,0,0,11.5839328382,0
10193,4,0,10,40,7,12,1,5,8,4,0,4,1,1,2,0,1,0,0,0,2,2,1,6,2,1,1,0.852204575967,1,0,2,0,2.28582589013,4.175,41.75,0,0,5.23,0,1,0,0,1,0,0,0,0,0,40.0,0,0,0.0,0
10194,4,1,51,125,23,56,5,22,12,15,1,10,6,3,6,5,5,5,4,1,8,6,6,7,9,3,6,1.25965103829,1,1,1,0,2.20898458646,4.632,46.32,0,5,5.32517857143,0,1,0,0,0,0,0,0,0,0,20.8333333333,0,0,14.2409815517,0
10195,4,0,17,49,7,15,2,5,10,5,0,2,3,2,5,0,1,1,0,0,2,4,6,6,5,0,5,0.752751724858,1,0,0,0,1.94372354631,4.18367346939,41.8367346939,0,1,5.28866666667,0,0,0,0,0,0,0,0,0,0,16.3333333333,0,0,11.8977121984,0
10196,4,1,15,43,6,26,1,10,7,6,1,3,5,1,3,2,2,0,0,0,3,1,1,1,0,1,0,0.411062838433,0,0,3,0,1.82968024244,4.55813953488,45.5813953488,0,1,5.435,0,0,0,0,0,0,0,0,0,0,8.6,0,0,7.5524830354,0
10197,4,2,23,88,10,33,4,15,10,7,2,3,5,2,2,0,8,2,1,1,3,2,4,10,3,4,3,0.891939504308,1,2,4,0,1.86313294421,4.0,40.0,0,0,5.47151515152,0,0,0,0,0,1,0,0,0,0,17.6,0,0,14.2070405081,0
10198,4,2,27,140,4,61,3,23,17,19,13,2,3,3,9,0,5,5,0,0,1,2,1,12,6,3,0,2.52783208811,3,3,6,0,1.41266842032,3.60714285714,36.0714285714,0,3,5.51114754098,0,1,0,0,2,0,0,0,0,0,46.6666666667,0,0,21.6384431562,0
10199,4,0,19,56,10,25,2,8,5,10,1,2,3,2,4,2,2,1,0,0,3,2,2,5,2,0,2,0.700605274822,1,1,2,0,1.91228088466,4.375,43.75,0,2,5.2712,0,1,0,0,0,0,0,0,0,0,18.6666666667,0,0,14.079141388,0
10200,4,3,64,173,30,69,9,44,20,26,8,13,11,3,5,3,10,3,0,6,6,2,9,12,9,3,4,1.6493647261,0,1,3,4,2.44734850802,4.57803468208,45.7803468208,1,3,5.91130434783,0,0,0,0,1,0,0,0,1,0,15.7272727273,0,0,6.19517274087,0
10201,4,2,47,120,22,46,3,23,8,18,4,5,5,3,7,5,6,5,1,1,6,5,7,5,1,5,2,1.03277677074,2,4,4,1,2.05306016045,4.55833333333,45.5833333333,0,4,5.62695652174,0,0,0,0,0,0,0,0,0,0,24.0,1,0,20.1494416796,0
10202,4,0,23,49,11,23,2,7,8,2,2,1,4,1,1,4,1,2,0,1,1,1,5,4,4,4,3,0.477050297861,1,2,0,0,2.02639890372,4.65306122449,46.5306122449,1,0,5.04434782609,0,0,0,0,0,0,0,0,0,0,12.25,0,0,12.774486291,0
10203,4,3,62,161,26,62,9,34,23,19,12,15,11,4,6,5,4,8,1,1,9,1,10,10,5,3,2,2.21227879841,0,2,3,0,2.34003769147,4.3850931677,43.850931677,0,3,5.13758064516,0,0,0,0,0,0,0,0,0,0,14.6363636364,0,0,6.69155135257,0
10204,4,2,76,185,32,79,9,38,19,29,4,12,10,6,10,7,6,3,3,2,7,7,11,9,5,1,5,2.45258473653,1,5,8,0,2.06444354356,4.60540540541,46.0540540541,2,3,5.5717721519,1,0,0,0,1,0,0,0,0,5.0,18.8,0,0,10.6376689176,0
10205,4,3,62,142,34,60,6,20,16,20,10,17,12,3,11,10,1,5,0,3,6,5,15,7,4,4,11,2.44091641397,0,2,3,0,2.54426401788,4.71830985915,47.1830985915,1,1,5.72483333333,1,0,0,0,2,0,0,0,0,0,12.0,0,0,7.40495329717,0
10206,4,0,17,45,8,20,2,11,4,9,2,3,3,2,2,0,1,2,0,0,1,1,3,2,2,0,4,0.467736095699,0,2,1,0,2.12797622832,4.51111111111,45.1111111111,0,2,5.483,0,0,0,0,1,0,0,0,0,2.0,15.0,0,0,10.6144555521,0
10207,4,2,39,115,22,41,4,21,18,17,3,7,6,3,4,7,2,4,3,1,5,1,3,8,7,4,0,2.22338023745,1,1,2,0,2.31622802865,4.4,44.0,0,3,5.7743902439,0,0,0,0,0,0,0,0,0,0,19.1666666667,1,0,14.4385671804,0
10208,4,3,60,160,34,63,6,31,21,19,8,16,10,5,11,2,3,6,1,3,6,12,15,10,7,4,5,4.14290714323,1,2,1,0,2.39213037601,4.53125,45.3125,1,0,5.76444444444,0,0,0,0,0,0,2,0,0,0,16.3,0,0,10.724271537,0
10209,4,1,10,44,4,16,3,9,8,6,1,0,4,1,0,1,2,0,1,0,1,1,0,5,5,1,0,0.29996969759,0,0,1,0,1.58397765162,3.84090909091,38.4090909091,0,0,5.46375,0,0,0,0,0,0,0,0,1,0,11.0,0,0,6.96419413859,0
10210,4,0,22,62,9,23,1,13,9,9,1,6,2,1,3,1,1,3,0,0,2,2,4,6,3,1,1,0.943738195596,1,1,2,0,2.171153607,4.32258064516,43.2258064516,0,0,5.90130434783,0,0,0,0,1,0,0,0,0,2.0,31.0,0,0,31.0,0
10211,4,3,82,233,39,96,7,42,23,35,13,15,7,6,15,1,12,9,3,4,12,7,9,17,3,6,8,3.11727054079,4,4,6,1,2.12132906421,4.4678111588,44.678111588,0,7,5.45291666667,0,0,0,1,1,0,0,0,0,0,33.4285714286,0,0,14.0900891496,0
10212,4,1,19,58,10,22,2,9,8,7,0,4,4,1,3,0,4,2,0,1,11,2,1,6,0,0,0,0.723294269784,1,0,1,1,2.30809092684,4.37931034483,43.7931034483,0,0,5.445,0,0,0,1,1,0,0,0,0,0,14.5,0,0,7.43303437366,0
10213,4,1,11,24,6,8,1,7,3,4,2,2,1,1,0,0,0,1,1,0,0,0,2,0,1,1,2,0.292921979064,0,0,0,0,2.29326360696,4.70833333333,47.0833333333,0,0,5.52625,0,0,0,0,1,0,0,0,0,0,24.0,0,0,0.0,0
10214,4,2,45,124,28,34,4,27,12,23,10,14,5,3,1,5,6,9,2,3,8,2,3,2,0,4,3,1.91982955459,3,1,0,3,2.70873905049,4.43548387097,44.3548387097,0,0,5.95,0,0,1,2,0,0,0,0,0,0,24.8,0,0,15.76578574,0
10215,4,2,64,149,32,59,5,27,21,19,8,18,6,5,9,6,4,4,6,4,9,5,9,3,2,3,3,1.62031716034,3,3,3,2,2.49057719954,4.85906040268,48.5906040268,2,1,5.74813559322,1,1,0,0,3,0,0,1,0,4.0,24.8333333333,0,0,13.3218700723,0
10216,4,0,60,189,17,55,6,42,30,41,9,10,8,5,11,0,4,4,1,0,4,7,5,9,9,0,0,3.23270453182,3,2,2,0,1.98679928114,3.93121693122,39.3121693122,0,1,5.57218181818,0,0,0,0,0,3,1,0,0,12.0,23.625,0,0,15.1652357384,0
10217,4,1,30,76,12,32,4,18,9,13,3,6,6,1,0,0,1,3,1,0,5,3,1,5,1,2,0,1.09981669364,0,1,4,0,2.08061225807,4.43421052632,44.3421052632,0,1,5.6465625,0,0,0,0,0,0,0,0,0,2.0,12.6666666667,0,0,7.71722460186,0
10218,4,1,24,69,6,29,2,11,9,14,4,3,3,2,3,1,2,3,0,0,5,3,2,1,2,0,2,1.06641927228,2,0,3,0,1.81461810712,4.17391304348,41.7391304348,0,2,5.25689655172,0,0,0,0,1,0,0,0,0,2.0,23.0,0,0,17.378147197,0
10219,4,2,44,106,24,34,5,15,14,18,5,7,6,3,3,3,5,6,2,1,9,6,2,6,1,1,3,1.08029215678,1,0,1,0,2.14289607632,4.55660377358,45.5660377358,1,3,5.97676470588,1,0,0,0,1,0,0,0,0,3.0,17.6666666667,0,0,9.74109279747,0
10220,4,1,10,28,4,13,1,4,2,5,1,2,2,1,2,0,0,1,0,0,3,0,0,3,0,0,0,0.378041570264,1,2,1,0,1.95991577402,4.28571428571,42.8571428571,0,2,5.09,0,0,0,0,0,0,0,0,0,0,14.0,0,0,14.0,0
10221,4,2,41,136,18,50,5,18,19,13,7,10,9,3,6,4,5,8,1,1,8,2,8,12,4,4,6,2.15850162645,1,3,3,0,2.08866637669,4.08823529412,40.8823529412,1,1,5.5242,0,1,2,0,0,0,0,0,0,0,15.1111111111,0,0,8.99931410281,0
10222,4,0,22,64,8,25,1,8,8,5,1,3,2,1,5,2,1,5,1,0,2,5,2,6,3,2,0,0.9850761594,1,0,1,0,1.95782668218,4.234375,42.34375,0,1,5.2472,0,1,0,0,1,1,0,0,0,0,32.0,0,0,32.0,0
10223,4,2,33,102,14,44,5,22,10,12,7,5,5,3,4,0,4,4,2,1,8,1,2,6,2,5,1,1.0077718866,1,2,2,0,1.92655376157,4.24509803922,42.4509803922,0,3,5.20863636364,0,0,0,0,0,1,0,0,0,0,20.4,0,0,5.71314274283,0
10224,4,2,34,86,16,33,6,13,7,11,3,4,7,1,6,5,6,3,0,0,5,2,4,5,2,3,3,1.09189432242,0,3,2,0,2.22078232725,4.44186046512,44.4186046512,0,2,6.0703030303,0,0,0,0,0,0,0,0,0,0,12.2857142857,0,0,5.4172814931,0
10225,4,1,23,68,10,27,3,12,7,10,1,5,4,2,5,1,2,3,1,2,3,1,2,6,3,2,1,0.776340578927,1,0,2,1,2.40841916612,4.42647058824,44.2647058824,1,1,5.10518518519,0,1,0,0,0,0,0,0,0,0,17.0,0,0,12.3895116934,0
10226,4,1,26,84,7,44,3,14,8,11,4,3,4,2,3,1,5,1,0,1,6,2,3,9,2,2,0,0.538181190151,1,2,3,0,1.67633455282,4.2380952381,42.380952381,0,3,5.24386363636,0,0,0,1,0,2,0,0,0,0,21.0,0,0,17.4212513902,0
10227,4,2,30,74,15,29,3,11,10,11,2,8,4,3,3,2,1,3,2,0,2,3,6,3,5,1,7,1.52505777703,2,1,2,0,2.32212448528,4.60810810811,46.0810810811,0,0,6.42344827586,0,0,0,0,1,0,0,0,0,0,18.5,0,0,11.0792599031,0
10228,4,3,74,178,33,55,6,25,17,15,10,9,7,5,10,6,9,11,1,2,12,9,17,13,4,5,16,2.40323954937,3,1,2,2,2.29504225286,4.46629213483,44.6629213483,0,4,5.54018181818,0,0,0,0,1,0,0,0,0,0,25.7142857143,0,1,15.1536349785,0
10229,4,2,46,108,18,41,4,12,11,8,3,5,5,4,10,2,4,3,2,2,10,4,10,7,7,4,15,2.27890685438,2,1,0,1,2.13210309803,4.57407407407,45.7407407407,0,3,5.92317073171,0,0,0,0,0,0,0,0,0,0,21.6,0,0,6.08604962188,0
10230,4,1,13,31,5,18,2,8,5,6,0,3,3,1,0,1,1,0,0,0,2,0,2,2,0,1,1,0.157439385189,0,1,1,0,1.90076385325,4.70967741935,47.0967741935,0,0,5.50166666667,0,0,0,0,0,0,0,0,0,0,10.3333333333,0,0,8.17856276426,0
10231,4,1,23,45,12,16,1,9,7,8,2,5,1,1,2,2,1,1,0,0,2,0,6,1,1,0,0,0.567851412705,1,1,2,0,2.37240022515,4.91111111111,49.1111111111,1,0,5.869375,0,0,0,0,0,0,0,0,0,2.0,45.0,0,0,0.0,0
10232,4,0,11,29,4,9,1,6,1,6,1,0,2,1,2,1,2,1,0,0,2,2,0,1,0,0,0,0.330554517922,1,0,1,0,1.88329446172,4.24137931034,42.4137931034,0,1,5.82666666667,0,0,0,0,0,0,0,0,0,0,14.5,0,0,14.5,0
10233,4,1,16,42,6,15,2,7,3,7,1,1,3,1,4,1,1,0,1,0,5,1,3,3,0,0,0,0.331958904469,1,1,2,0,1.75503258455,4.42857142857,44.2857142857,2,0,5.55666666667,0,0,0,0,0,0,0,0,0,0,14.0,0,0,12.3288280059,0
10234,4,1,11,41,3,17,1,7,3,9,1,0,3,1,3,1,2,1,0,0,1,2,0,2,0,1,0,0.451470145349,1,1,2,0,1.54090565704,4.0243902439,40.243902439,0,1,5.73823529412,0,0,0,0,1,0,0,0,0,0,13.6666666667,0,0,12.9185482501,0
10235,4,1,28,89,9,38,3,12,8,14,6,4,5,3,9,4,4,2,0,0,4,1,5,9,3,1,2,1.11799077112,1,2,0,0,1.74629331651,4.20224719101,42.0224719101,0,4,5.33184210526,1,0,1,0,0,0,0,0,1,0,17.8,0,0,11.9230868486,0
10236,4,3,58,159,22,61,8,31,18,16,10,5,10,3,8,0,6,6,2,2,7,2,4,18,6,6,3,2.98101911311,1,3,5,0,2.17737093586,4.1572327044,41.572327044,1,2,5.49737704918,1,1,1,1,1,0,0,0,0,0,15.9,0,0,7.647875522,0
10237,4,2,50,123,23,48,7,21,15,18,6,5,9,3,4,4,4,2,3,2,9,3,4,10,5,3,3,1.33774561121,0,1,4,0,2.02562551734,4.53658536585,45.3658536585,0,2,5.53229166667,0,0,0,0,0,0,0,0,0,0,13.6666666667,0,0,6.83130051064,0
10238,4,0,16,44,7,16,2,12,6,9,0,3,3,2,1,1,1,3,1,0,3,0,0,1,0,0,0,0.336400824105,0,0,1,0,2.04119829665,4.29545454545,42.9545454545,0,1,5.121875,0,0,0,0,0,0,0,0,0,0,14.6666666667,0,0,10.4986771653,0
10239,4,2,51,132,25,50,5,23,18,15,4,10,6,3,4,5,3,3,0,3,4,5,9,14,9,3,8,1.59277669085,2,4,2,1,2.28998766117,4.51515151515,45.1515151515,1,3,5.4746,0,0,0,0,0,0,0,0,0,0,22.1666666667,0,0,14.893137868,0
10240,4,1,14,51,4,24,3,4,6,7,0,3,4,1,4,1,2,5,0,0,3,2,1,3,0,0,1,0.888874573,0,1,2,0,1.8698851805,4.05882352941,40.5882352941,0,0,5.70291666667,0,0,0,0,2,0,0,0,0,0,12.75,0,0,7.79021822544,0
10241,4,0,17,55,6,21,2,12,4,9,1,1,3,2,3,2,2,3,0,0,1,2,4,2,4,1,0,0.743231721455,1,0,1,0,1.68714689534,4.07272727273,40.7272727273,0,2,5.37285714286,0,1,0,0,0,0,0,0,0,2.0,18.3333333333,0,0,13.4742552876,0
10242,4,1,11,38,5,12,1,6,3,6,1,3,2,1,3,0,0,1,0,0,5,1,0,6,0,0,0,0.573573609699,1,1,1,0,2.19270742704,4.05263157895,40.5263157895,0,2,5.3875,0,0,0,0,0,0,0,0,0,0,19.0,0,0,19.0,0
10243,4,3,91,220,40,74,7,51,25,35,12,18,9,6,12,6,7,4,4,8,10,10,18,8,4,6,10,3.68370453794,4,2,3,2,2.52779895134,4.58636363636,45.8636363636,1,4,5.78702702703,0,0,0,1,0,0,0,0,1,0,24.6666666667,0,0,15.420044675,0
10244,4,1,32,83,18,29,3,12,10,5,4,6,5,2,7,3,4,2,1,2,1,4,6,10,1,6,0,1.93715870842,1,4,2,0,2.37022870872,4.46987951807,44.6987951807,0,0,5.86724137931,0,0,0,1,0,0,0,0,0,0,16.6,0,0,15.8189759466,0
10245,4,1,22,63,7,25,4,14,9,15,3,5,5,1,0,1,1,0,1,0,9,0,0,2,0,0,1,0.920224594867,1,0,1,0,2.0275875101,4.22222222222,42.2222222222,0,1,5.6176,2,0,0,0,0,0,0,0,0,3.0,12.6,0,0,9.30806102258,0
10246,4,1,32,92,9,32,5,14,10,15,5,3,7,2,10,3,5,1,1,0,6,5,9,2,4,0,6,2.21221591889,0,1,1,0,1.83505182311,4.13043478261,41.3043478261,0,0,5.4290625,0,0,0,0,3,0,0,0,0,5.0,13.2857142857,0,0,6.49646685766,0
10247,4,1,33,93,17,33,2,14,9,12,2,5,3,2,4,2,3,7,4,0,9,1,4,9,1,2,2,0.920671982045,2,1,1,0,2.12726242899,4.32258064516,43.2258064516,0,1,5.40696969697,0,2,0,0,0,0,0,0,0,0,31.0,0,0,25.7293606605,0
10248,4,0,15,40,4,18,1,6,3,8,1,2,2,1,3,0,2,0,0,0,5,1,0,6,0,0,0,0.528700733877,1,1,1,0,1.96622115771,4.075,40.75,0,0,5.21166666667,0,2,0,0,0,0,0,0,0,2.0,20.0,0,0,20.0,0
10249,4,2,21,69,9,29,4,14,9,6,1,3,6,0,2,2,3,3,0,0,1,0,10,5,7,6,4,1.01728414529,0,2,1,0,1.83087101172,4.02898550725,40.2898550725,0,1,4.84862068966,0,1,0,0,0,0,0,0,0,0,11.5,0,0,5.79511288357,0
10250,4,2,31,81,10,31,5,19,9,14,3,4,6,0,1,1,0,5,0,0,2,0,1,7,2,2,0,1.23592876919,0,4,3,0,2.03381900696,4.16049382716,41.6049382716,0,2,5.63161290323,0,0,0,0,0,0,0,0,0,0,13.5,0,0,6.1576510673,0
10251,4,2,65,151,32,60,6,28,20,16,8,10,10,4,10,5,4,2,2,2,3,4,15,9,10,5,12,2.28273387224,2,3,5,0,2.23023573527,4.65562913907,46.5562913907,1,1,5.22766666667,0,2,0,0,0,0,0,0,0,0,15.1,0,0,10.202450686,0
10252,4,0,3,13,3,5,1,1,3,1,1,1,2,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0.225257118653,0,1,0,0,2.23032710031,4.15384615385,41.5384615385,0,0,4.42,0,0,0,0,0,1,0,0,0,0,6.5,0,0,6.5,0
10253,4,1,24,56,11,20,3,9,10,7,3,7,4,2,2,0,3,2,0,1,8,3,2,7,0,0,0,0.713451109385,0,1,0,0,2.43966146257,4.60714285714,46.0714285714,0,0,5.1535,1,0,0,0,0,0,0,0,0,0,14.5,0,0,8.78919791562,0
10254,4,0,12,37,3,14,1,7,5,6,1,2,2,1,2,1,1,3,0,0,3,0,1,2,0,0,0,0.401516005833,1,1,0,0,1.7150631013,4.05405405405,40.5405405405,0,0,5.25428571429,0,0,0,0,1,0,0,0,0,0,18.5,0,0,18.5,0
10255,4,0,11,31,4,12,2,5,3,4,1,2,3,0,2,0,1,3,0,0,2,1,1,3,0,1,2,0.26515486992,0,0,1,0,2.23558705095,4.25806451613,42.5806451613,0,0,5.735,0,0,0,0,0,0,0,0,0,0,10.3333333333,0,0,7.31816613337,0
10256,4,0,9,38,5,17,2,6,6,3,1,3,3,1,0,1,1,1,0,0,5,3,0,5,0,2,0,0.426029908402,0,0,1,0,2.10736026419,4.21052631579,42.1052631579,0,1,5.57294117647,0,0,0,0,1,0,0,0,0,0,12.6666666667,0,0,9.1043335225,0
10257,4,2,102,242,64,83,7,45,33,27,9,25,8,7,13,9,9,9,1,7,11,10,7,19,4,9,1,3.29722485644,5,8,6,3,2.61349490375,4.74380165289,47.4380165289,1,5,5.6421686747,0,0,0,0,0,0,1,0,0,0,30.25,0,0,18.3898749316,0
10258,4,3,67,173,40,61,8,38,17,19,12,24,15,2,11,4,4,5,2,5,4,0,11,23,20,2,0,1.55002504408,0,1,4,2,2.58696048774,4.78612716763,47.8612716763,0,0,5.88327868852,0,0,0,0,0,1,0,0,0,0,11.6,0,0,6.08604962188,0
10259,4,1,45,119,16,38,4,20,18,11,7,4,7,4,8,3,0,2,1,0,3,0,8,13,12,4,3,1.60222693541,2,2,2,0,1.87726978885,4.27731092437,42.7731092437,0,3,5.40052631579,2,0,0,0,0,1,0,0,1,0,17.1428571429,0,0,12.0526057814,0
10260,4,1,12,37,3,15,1,7,4,6,0,2,3,1,2,0,2,1,0,0,2,2,2,3,2,0,1,0.263891183957,1,0,1,0,1.72248859705,4.24324324324,42.4324324324,0,0,6.40266666667,0,0,0,0,0,0,0,0,0,2.0,12.3333333333,0,0,12.8149218578,0
10261,4,1,24,65,10,30,2,16,6,14,3,4,4,2,3,3,1,2,0,1,4,5,1,1,0,0,0,1.0716006275,2,2,1,1,2.36378933071,4.4,44.0,0,1,5.42133333333,0,1,0,0,0,0,0,0,0,0,16.25,0,0,11.797775214,0
10262,4,0,16,39,10,16,2,3,4,1,2,0,4,1,5,1,3,1,0,0,2,4,2,5,0,1,1,0.408752735654,0,2,1,0,1.9302968383,4.4358974359,44.358974359,0,0,5.55625,0,0,0,0,0,0,1,0,0,0,9.75,0,0,6.7592529173,0
