id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1
4103,2,4,143,343,72,132,13,41,46,47,21,30,18,9,23,26,8
4104,2,3,117,274,49,109,14,32,36,30,22,20,15,7,14,35,11
4105,2,3,112,338,55,129,12,46,40,31,27,23,17,8,27,25,18
4106,2,3,139,355,48,151,16,52,40,38,19,12,18,10,18,33,28
4107,2,3,109,424,47,142,18,43,44,30,22,25,19,10,32,22,12
4108,2,6,297,644,170,270,28,116,86,69,46,69,31,16,32,56,21
4109,2,4,170,392,89,154,19,48,55,49,42,37,23,10,20,40,10
4110,2,3,109,233,51,85,10,33,26,16,20,23,14,7,11,30,13
4111,2,4,259,661,126,239,23,96,93,81,48,42,25,19,42,47,21
4112,2,2,26,97,8,27,3,11,11,9,4,3,5,3,5,3,2
4113,2,3,86,286,35,108,14,30,41,23,26,14,19,5,13,19,11
4114,2,4,161,417,81,191,16,59,57,35,18,21,31,7,34,41,17
4115,2,2,21,90,8,29,3,12,6,9,8,3,8,2,7,9,3
4116,2,4,139,324,77,138,15,43,44,42,21,29,18,9,14,29,8
4117,2,4,187,464,87,211,21,49,58,48,36,27,23,11,24,56,18
4118,2,3,113,289,45,125,13,37,38,38,21,10,14,7,15,25,13
4119,2,3,83,216,29,83,5,25,15,21,16,10,24,2,12,14,11
4120,2,2,89,248,39,100,9,41,28,35,19,9,13,7,7,7,11
4121,2,3,112,248,57,106,11,31,31,26,16,15,15,7,12,20,5
4122,2,3,71,148,42,50,6,15,23,8,22,13,7,5,8,23,3
4123,2,4,174,390,71,157,18,64,51,39,26,31,29,7,29,35,8
4124,2,2,37,126,14,49,6,19,13,18,10,1,6,4,6,10,2
4125,2,4,214,554,111,208,26,74,68,57,37,37,31,14,36,50,21
4126,2,4,187,493,100,201,16,67,58,42,21,37,17,15,44,28,23
4127,2,4,159,473,69,171,25,43,70,48,30,27,27,12,33,32,12
4128,2,4,186,490,84,200,24,77,55,50,26,29,28,12,26,33,15
4129,2,4,179,420,91,149,19,67,42,45,36,36,23,9,16,23,17
4130,2,4,260,807,97,291,33,108,77,62,60,35,84,4,34,47,19
4131,2,3,158,436,65,140,18,83,41,45,50,22,28,9,31,18,25
4132,2,3,106,253,41,111,11,28,32,27,16,17,22,3,18,32,7
4133,2,4,215,620,98,228,29,81,55,82,42,31,34,17,23,41,28
4134,2,4,223,558,117,209,23,99,66,66,43,48,35,13,37,38,23
4135,2,2,103,373,45,148,8,56,54,41,15,15,8,8,15,15,12
4136,2,2,46,141,21,45,7,14,18,9,7,3,9,3,14,10,6
4137,2,4,379,827,215,359,32,123,116,72,64,104,35,22,24,74,37
4138,2,4,172,508,75,211,20,63,47,59,29,28,26,12,37,38,16
4139,2,4,195,406,105,190,18,64,47,43,28,44,22,9,19,49,20
4140,2,2,73,171,20,70,7,19,16,15,14,5,13,3,7,14,9
4141,2,5,274,601,141,211,24,85,76,47,45,53,27,19,34,52,28
4142,2,4,114,307,43,125,14,38,38,28,18,16,21,5,28,22,13
4143,2,3,141,381,66,155,16,37,53,20,23,26,21,10,11,38,22
4144,2,4,201,458,104,180,24,64,52,47,37,40,28,10,23,47,10
4145,2,4,262,596,112,256,25,80,71,54,31,39,29,15,46,69,16
4146,2,3,149,392,59,163,17,38,47,39,19,15,22,7,22,44,11
4147,2,4,107,271,53,101,12,31,36,16,20,29,15,5,21,26,6
4148,2,4,207,441,87,205,24,45,54,38,33,33,27,10,20,41,11
4149,2,3,148,388,48,158,20,48,43,36,32,10,20,10,23,24,7
4150,2,3,95,283,55,113,14,36,37,23,14,15,15,6,15,21,10
4151,2,3,98,219,38,89,10,26,24,14,13,12,13,6,10,29,10
4152,2,3,87,243,37,88,7,26,33,26,11,14,12,4,12,21,11
4153,2,3,82,266,26,124,14,24,19,16,16,7,19,5,21,7,9
4154,2,4,137,372,60,153,13,49,55,46,25,25,14,10,18,25,16
4155,2,3,80,221,32,81,9,23,20,11,17,15,10,8,16,32,16
4156,2,3,99,256,48,114,9,39,32,29,18,17,10,7,18,15,8
4157,2,4,102,287,34,116,14,22,42,23,21,15,15,8,24,24,10
4158,2,4,184,462,59,203,24,35,49,37,32,18,32,8,32,38,11
4159,2,3,90,204,46,83,8,25,28,21,15,17,13,4,7,24,6
4160,2,3,163,451,65,190,19,64,66,50,23,26,21,14,27,30,14
4161,2,3,116,237,63,100,13,30,31,25,18,17,17,5,6,23,6
4162,2,5,250,524,135,191,29,78,58,58,45,54,37,11,20,52,19
4163,2,3,65,174,24,79,6,18,15,18,7,8,10,4,8,20,13
4164,2,3,109,340,21,119,12,44,37,34,17,5,24,6,25,28,17
4165,2,5,248,568,128,210,26,93,71,64,46,56,43,9,23,28,22
4166,2,3,147,371,61,147,18,58,45,48,21,25,26,6,19,23,15
4167,2,3,76,216,31,84,9,21,21,20,8,12,10,6,13,15,8
4168,2,4,106,280,52,116,13,31,33,23,17,21,16,6,19,22,12
4169,2,4,194,478,98,183,21,78,57,49,34,36,25,12,28,26,16
4170,2,3,99,318,19,135,15,34,28,25,25,5,24,6,22,29,11
4171,2,4,206,557,104,223,21,95,59,71,39,39,22,15,41,23,21
4172,2,4,184,472,90,182,20,68,63,38,30,37,22,13,27,39,17
4173,2,3,128,324,52,134,14,42,27,25,21,16,17,8,13,27,15
4174,2,4,235,670,107,269,24,93,69,58,33,40,29,18,59,38,20
4175,2,3,118,279,57,96,14,36,34,20,22,31,16,6,15,32,13
4176,2,5,313,740,136,314,35,93,89,75,53,38,41,20,49,51,26
4177,2,4,243,558,140,195,28,77,70,62,48,66,32,12,20,57,26
4178,2,4,137,381,37,169,18,37,35,31,30,14,18,11,24,30,13
4179,2,3,102,306,41,127,15,24,29,29,16,16,17,6,19,29,15
4180,2,4,194,428,84,213,18,38,45,32,30,18,19,13,27,44,15
4181,2,3,105,245,41,98,11,34,29,24,20,17,12,7,9,21,10
4182,2,4,118,402,51,166,16,53,43,35,31,19,19,10,26,15,13
4183,2,4,269,593,103,295,32,62,68,41,36,31,43,9,50,53,16
4184,2,3,145,362,45,136,16,58,42,34,28,13,22,8,20,36,22
4185,2,4,234,562,115,219,30,94,70,58,32,47,33,9,21,44,34
4186,2,3,177,435,76,164,21,47,44,33,30,29,25,8,24,34,21
4187,2,3,91,277,46,101,9,32,19,46,19,20,9,7,15,26,12
4188,2,3,121,374,35,148,18,31,43,27,20,15,26,8,22,42,13
4189,2,3,88,251,37,92,11,38,38,28,7,8,12,5,17,6,9
4190,2,4,169,419,74,167,19,59,47,43,28,32,22,10,32,42,6
4191,2,2,45,111,12,45,5,13,14,7,4,4,7,2,6,5,6
4192,2,4,129,348,63,144,15,35,33,22,24,22,21,8,17,28,15
4193,2,3,106,239,41,104,10,34,34,20,11,19,12,5,22,23,7
4194,2,4,207,448,111,154,22,64,60,57,30,49,22,13,26,31,14
4195,2,4,227,525,93,196,26,87,60,52,49,45,31,11,30,41,19
4196,2,3,174,400,73,162,19,78,41,54,34,29,21,10,17,25,13
4197,2,3,123,474,44,181,17,38,43,33,25,6,22,12,36,28,17
4198,2,4,167,355,74,148,15,69,28,39,25,26,20,8,23,28,14
4199,2,4,220,513,118,187,25,76,71,77,43,54,29,9,33,45,23
4200,2,2,49,129,13,48,6,16,13,6,8,3,8,4,10,5,5
4201,2,4,177,401,94,172,18,59,41,42,40,42,35,9,30,33,11
4202,2,5,227,570,137,207,19,71,62,48,26,56,25,16,34,38,17
4203,2,4,181,484,64,191,19,62,67,38,37,25,22,11,40,34,22
4204,2,3,80,208,39,86,13,13,23,20,22,15,14,2,7,34,9
4205,2,3,119,373,52,111,18,35,37,21,29,27,36,1,26,19,14
4206,2,3,55,148,21,58,5,24,22,16,8,9,6,5,8,16,8
4207,2,3,139,432,48,162,18,74,53,62,17,16,23,9,19,24,16
4208,2,5,325,625,210,237,26,113,98,74,46,86,29,17,29,54,21
4209,2,4,177,485,80,179,28,68,50,55,43,36,34,4,32,33,18
4210,2,2,37,125,8,59,3,10,23,10,4,3,3,3,13,7,2
4211,2,2,67,175,35,60,9,29,27,13,8,5,11,3,9,8,4
4212,2,4,131,310,55,138,12,37,27,31,28,26,13,7,26,24,12
4213,2,4,144,358,77,119,16,37,33,35,26,29,21,5,28,31,18
4214,2,4,198,456,90,232,21,53,54,37,32,23,39,5,25,61,14
4215,2,4,79,251,28,100,10,34,35,23,11,11,10,7,5,23,15
4216,2,3,58,159,22,50,8,14,13,14,10,11,10,5,9,12,4
4217,2,6,397,1025,200,398,40,133,115,74,53,90,75,17,68,68,38
4218,2,4,101,371,49,126,17,46,39,29,9,20,20,5,28,15,16
4219,2,5,336,799,159,309,35,104,106,75,66,52,48,24,61,50,25
4220,2,4,154,436,60,160,19,57,49,42,41,26,21,11,27,28,23
4221,2,2,96,303,15,123,12,23,32,25,15,3,14,9,32,18,18
4222,2,4,259,694,92,273,26,99,76,76,42,33,31,19,39,38,27
4223,2,3,126,328,38,121,15,34,31,28,38,12,18,6,19,36,15
4224,2,3,99,287,57,104,14,42,39,22,11,14,20,5,18,17,10
4225,2,3,216,713,63,279,25,80,67,70,25,18,27,17,55,26,30
4226,2,4,265,614,124,240,28,91,71,70,43,50,34,16,30,66,38
4227,2,4,144,322,78,115,17,43,52,30,28,34,18,8,19,33,6
4228,2,4,159,382,78,158,15,73,43,43,29,32,22,9,19,24,9
4229,2,4,132,316,70,122,13,38,44,26,27,34,14,11,25,32,10
4230,2,4,189,511,78,207,24,58,50,48,38,23,30,14,26,36,20
4231,2,2,38,154,11,59,8,26,17,18,10,6,9,3,8,4,6
4232,2,4,217,561,102,236,21,71,68,49,35,35,25,14,38,47,22
4233,2,3,98,231,39,98,11,35,22,23,21,19,17,4,21,21,7
4234,2,3,72,229,27,94,10,27,20,23,18,13,18,2,16,16,6
4235,2,3,110,275,55,124,11,31,33,21,20,21,11,7,17,27,6
4236,2,2,33,114,10,50,5,17,13,14,4,4,6,4,7,4,3
4237,2,3,84,223,31,109,10,15,37,10,11,11,13,3,14,32,7
4238,2,3,113,312,40,119,15,40,45,28,18,7,20,7,17,33,17
4239,2,3,147,387,35,171,17,57,40,45,24,9,26,8,15,24,14
4240,2,2,58,138,20,54,6,13,16,18,11,7,7,3,8,13,8
4241,2,4,234,584,116,219,25,82,88,66,28,45,26,16,22,49,30
4242,2,3,94,295,39,106,11,37,34,37,13,9,12,8,18,15,11
4243,2,3,84,275,27,112,5,31,49,28,11,11,7,4,13,22,14
4244,2,4,186,409,96,176,18,48,58,37,23,30,27,8,25,42,17
4245,2,2,60,169,25,67,6,23,18,13,14,8,9,4,8,5,3
4246,2,4,198,478,82,205,23,47,43,32,23,40,31,8,31,44,15
4247,2,2,95,232,45,85,8,25,23,18,23,20,11,6,10,25,8
4248,2,4,136,400,51,171,15,54,38,34,15,13,21,7,41,25,23
4249,2,3,154,390,68,166,17,47,39,26,17,15,20,9,17,25,22
4250,2,5,289,632,131,279,28,98,78,62,47,47,29,14,45,42,30
4251,2,4,117,306,42,123,16,44,34,34,18,15,19,6,13,18,6
4252,2,4,188,479,84,175,18,79,51,66,28,30,19,11,27,35,22
4253,2,1,79,225,33,78,5,41,32,23,8,13,6,4,2,19,9
4254,2,4,369,964,130,436,40,93,105,92,73,53,43,27,62,101,42
4255,2,3,73,219,33,89,11,23,29,17,7,16,12,6,17,8,6
4256,2,3,133,473,46,166,15,57,64,51,20,15,17,13,26,23,23
4257,2,4,166,420,77,167,17,62,50,40,23,27,26,9,41,31,12
4258,2,2,54,196,15,74,5,35,16,21,15,3,6,4,12,4,18
4259,2,3,138,377,61,165,21,60,43,23,15,13,28,6,23,36,18
4260,2,3,139,417,62,167,20,53,45,43,30,15,26,7,24,20,14
4261,2,4,272,607,142,238,20,96,75,59,41,74,24,11,35,46,24
4262,2,4,154,348,73,121,14,58,32,37,22,28,32,1,15,33,7
4263,2,3,150,414,59,191,19,33,34,49,17,31,20,14,22,50,34
4264,2,2,61,209,17,86,3,42,30,21,16,2,3,2,15,5,10
4265,2,4,218,569,85,259,19,55,71,54,30,27,21,12,43,63,19
4266,2,3,152,387,70,165,14,46,60,37,21,33,15,11,23,31,14
4267,2,4,216,459,102,158,19,54,54,52,40,59,25,11,19,52,18
4268,2,3,129,340,46,152,9,33,36,21,14,15,9,9,22,26,21
4269,2,3,73,202,28,89,9,17,26,16,10,11,16,2,21,20,9
4270,2,3,172,378,80,161,16,40,52,26,33,26,21,8,19,38,13
4271,2,4,125,388,58,140,15,52,60,45,12,22,22,8,25,27,16
4272,2,4,213,518,99,202,20,70,69,57,33,25,22,13,34,48,15
4273,2,3,90,239,27,85,13,25,21,18,21,10,13,7,9,25,14
4274,2,3,107,311,38,137,14,34,32,21,19,8,17,7,19,23,18
4275,2,4,162,399,72,161,15,57,35,40,34,22,17,8,24,18,19
4276,2,4,125,270,44,121,12,28,31,18,19,24,20,3,10,43,9
4277,2,4,154,401,73,187,15,37,48,36,27,14,16,13,24,35,13
4278,2,4,137,335,52,163,17,39,45,42,22,9,18,8,9,37,18
4279,2,3,147,363,65,144,15,49,56,25,24,20,16,10,30,29,14
4280,2,3,131,335,48,134,14,41,25,35,23,22,23,9,18,34,29
4281,2,4,199,491,116,197,20,75,46,52,23,38,24,13,28,25,30
4282,2,3,85,218,40,93,11,29,18,16,12,8,13,7,23,26,15
4283,2,4,167,461,78,187,21,57,51,44,35,27,32,10,28,44,24
4284,2,2,22,56,11,18,2,6,6,4,3,5,4,1,5,4,4
4285,2,3,130,309,47,129,15,29,42,25,19,18,22,5,31,35,9
4286,2,3,139,380,48,143,19,47,48,27,18,20,22,8,27,20,14
4287,2,4,166,388,80,155,20,64,43,51,23,37,28,7,23,26,14
4288,2,3,117,298,47,126,16,22,36,27,28,15,19,6,21,36,7
4289,2,4,138,386,66,168,14,49,46,37,24,16,14,10,28,24,13
4290,2,4,256,575,118,237,25,74,83,52,33,45,34,15,41,59,16
4291,2,3,101,217,47,92,11,24,22,13,20,20,17,2,11,21,7
4292,2,3,66,185,24,77,8,19,26,19,15,6,11,4,8,17,10
4293,2,4,253,661,104,298,22,76,78,56,28,32,24,18,50,57,42
4294,2,4,154,431,69,157,20,62,41,46,18,16,24,11,17,32,18
4295,2,3,106,325,37,111,15,34,25,19,29,18,25,4,20,19,22
4296,2,3,152,475,54,195,11,46,62,40,16,15,16,10,10,45,35
4297,2,3,118,449,48,164,17,41,41,31,24,26,31,8,54,34,10
4298,2,4,94,366,31,136,14,33,39,26,39,7,28,7,25,16,12
4299,2,3,86,294,35,128,14,25,33,26,12,20,17,9,20,13,9
4300,2,4,307,767,122,340,21,62,94,63,38,58,21,19,68,75,28
4301,2,3,194,500,96,184,24,70,53,67,31,28,25,16,21,45,19
4302,2,3,94,305,40,122,17,34,42,36,22,12,24,0,15,30,5
4303,2,4,254,631,100,299,29,63,65,68,47,38,39,17,42,80,28
4304,2,4,137,375,62,143,15,47,46,40,16,16,18,8,26,25,14
4305,2,4,200,507,84,238,21,68,67,57,41,33,24,12,26,48,23
4306,2,3,186,535,83,224,23,59,68,45,27,27,36,8,27,49,29
4307,2,4,150,329,78,124,18,37,34,21,26,37,22,4,21,32,7
4308,2,4,202,597,93,244,25,78,52,51,49,29,26,13,65,24,34
4309,2,2,23,65,5,21,4,8,5,8,4,1,5,2,5,5,2
4310,2,2,60,184,19,73,12,27,24,25,16,8,13,2,4,6,2
4311,2,3,78,217,30,92,11,21,26,12,16,17,15,4,14,21,18
4312,2,4,148,436,56,196,16,66,54,45,20,15,20,10,40,23,17
4313,2,3,187,492,50,224,14,59,42,46,30,12,15,12,23,44,33
4314,2,3,75,184,38,54,8,22,21,21,14,15,12,5,17,18,6
4315,2,3,93,280,41,100,13,42,26,29,15,12,18,7,24,12,6
4316,2,3,127,307,42,149,15,29,35,35,12,11,26,4,18,37,5
4317,2,3,65,166,22,64,9,19,19,19,7,11,10,4,11,18,9
4318,2,4,176,401,77,138,20,52,39,37,29,35,26,8,19,45,20
4319,2,2,54,144,22,66,5,12,19,7,8,12,6,3,9,12,9
4320,2,2,60,124,32,37,3,15,16,6,7,11,6,3,6,12,7
4321,2,4,192,444,77,177,21,48,46,20,34,30,25,8,45,32,19
4322,2,3,63,237,23,90,12,35,27,26,13,10,15,6,18,13,12
4323,2,3,111,331,59,120,12,47,32,35,21,20,14,7,28,16,13
4324,2,3,85,218,20,92,8,26,32,18,8,8,9,7,11,29,14
4325,2,3,178,603,58,227,19,61,66,44,31,20,20,15,45,64,35
4326,2,4,129,307,57,156,12,44,34,27,25,33,14,7,18,26,8
4327,2,2,77,226,18,91,13,19,24,15,23,4,18,3,12,12,11
4328,2,3,130,338,54,144,17,45,33,36,14,11,25,6,26,21,22
4329,2,4,229,599,112,246,26,77,69,59,40,52,29,14,29,40,26
4330,2,3,140,434,32,192,23,33,58,34,30,11,29,5,24,45,22
4331,2,3,85,200,31,67,10,33,29,27,15,12,12,3,1,20,8
4332,2,4,209,496,89,191,23,72,63,58,33,30,43,4,27,46,9
4333,2,3,81,232,32,88,11,25,23,21,7,11,14,5,15,17,8
4334,2,3,92,245,32,98,11,22,28,14,16,13,15,6,20,29,8
4335,2,2,50,143,19,67,10,12,17,8,4,10,12,1,17,12,3
4336,2,3,119,356,44,133,6,36,46,25,24,11,7,6,15,22,22
4337,2,5,211,564,91,228,22,86,67,56,35,39,34,12,34,30,12
4338,2,3,120,334,51,149,15,41,38,31,21,13,16,11,19,27,20
4339,2,2,68,180,27,60,9,26,18,11,16,10,15,3,16,13,7
4340,2,3,85,240,27,101,9,41,25,30,18,9,12,5,14,15,11
4341,2,3,87,218,45,91,10,14,23,13,22,24,15,4,14,18,6
4342,2,4,133,336,57,115,17,42,36,30,28,22,21,6,22,16,15
4343,2,1,16,37,1,16,1,6,1,6,2,0,5,0,1,4,3
4344,2,4,214,564,99,210,19,79,63,49,49,36,28,10,29,40,23
4345,2,4,162,485,60,194,11,51,52,52,22,17,17,10,32,21,15
4346,2,3,80,235,33,86,7,19,33,23,12,15,10,6,14,22,10
4347,2,3,60,162,38,64,9,24,19,19,12,11,11,1,4,9,4
4348,2,3,130,309,53,147,13,36,40,17,15,20,17,8,14,32,10
4349,2,3,128,304,65,133,13,50,31,24,16,23,19,5,16,22,13
4350,2,4,209,521,77,231,22,81,64,67,25,18,27,9,33,46,16
4351,2,5,266,607,131,248,25,118,70,75,40,53,37,13,45,37,20
4352,2,4,165,390,79,196,22,48,49,32,18,24,26,6,29,42,15
4353,2,2,17,82,6,33,1,8,8,4,3,1,2,1,2,6,3
4354,2,3,130,311,64,122,13,46,40,30,19,22,18,5,17,26,13
4355,2,6,309,655,179,245,28,113,97,86,50,88,32,17,32,67,23
4356,2,2,27,117,4,44,6,12,9,9,5,1,10,1,4,8,5
4357,2,3,77,181,35,77,6,22,18,11,15,12,6,6,18,11,9
4358,2,4,159,426,69,184,15,43,46,41,17,22,17,9,26,34,21
4359,2,3,147,387,74,158,18,39,41,48,18,20,26,9,24,32,16
4360,2,3,83,210,40,72,8,28,23,18,15,21,9,5,19,12,11
4361,2,4,157,466,80,181,19,76,38,34,29,32,44,7,21,25,32
4362,2,2,43,122,22,40,5,22,16,10,7,6,10,1,4,8,6
4363,2,3,118,407,53,141,12,48,42,19,31,20,16,11,17,38,33
4364,2,2,65,200,24,87,8,29,21,20,13,6,8,5,6,18,9
4365,2,4,203,526,64,218,22,85,49,70,23,18,28,18,36,44,26
4366,2,4,124,365,62,124,16,58,46,35,26,24,20,8,26,17,18
4367,2,4,181,462,61,201,20,55,63,48,28,16,23,13,24,47,21
4368,2,3,81,257,22,114,9,37,31,34,14,2,11,6,7,22,5
4369,2,1,53,189,23,66,4,42,10,3,15,6,16,4,9,11,4
4370,2,4,158,591,53,220,27,84,53,57,34,11,33,15,46,21,31
4371,2,4,209,520,83,200,26,54,52,44,39,34,38,8,39,48,13
4372,2,4,126,285,64,116,14,31,35,35,15,29,19,5,23,30,4
4373,2,4,107,307,53,117,10,41,33,16,25,23,10,7,18,13,18
4374,2,1,8,53,1,15,2,11,5,8,4,1,2,2,4,0,1
4375,2,4,164,441,81,208,17,66,57,43,24,32,18,14,30,41,22
4376,2,3,167,344,87,164,20,43,35,39,31,26,27,2,23,40,9
4377,2,4,149,452,65,143,16,54,71,51,26,17,18,12,24,21,20
4378,2,3,150,466,46,177,28,71,50,51,29,17,31,6,23,35,22
4379,2,4,268,613,112,249,25,83,60,57,53,34,26,17,37,49,24
4380,2,3,183,433,72,173,18,47,60,41,35,32,19,12,14,47,20
4381,2,3,170,436,72,160,25,48,51,37,33,31,29,6,20,44,14
4382,2,2,20,46,13,18,3,2,5,3,6,3,3,0,4,5,2
4383,2,3,70,161,27,67,8,22,18,11,21,8,9,4,7,17,6
4384,2,4,154,421,81,172,22,46,59,39,17,28,26,12,32,39,10
4385,2,4,165,349,85,154,15,55,40,40,30,35,19,10,25,29,12
4386,2,3,145,525,47,195,23,32,66,39,19,12,24,17,36,35,24
4387,2,3,70,196,25,84,9,18,23,11,7,10,12,4,5,24,5
4388,2,4,225,563,108,243,21,77,48,60,31,34,29,12,21,35,20
4389,2,4,124,345,46,140,15,37,38,43,27,19,17,11,20,30,10
4390,2,4,140,339,54,138,16,30,25,32,19,18,19,8,30,22,13
4391,2,3,113,362,44,135,19,32,38,36,20,19,28,4,29,38,15
4392,2,5,312,815,99,336,37,82,81,66,43,35,48,19,52,71,34
4393,2,3,184,538,68,207,25,52,74,39,33,26,29,16,48,47,25
4394,2,4,133,371,51,162,17,61,39,49,19,20,18,9,19,22,16
4395,2,3,84,264,33,102,12,38,30,28,11,10,15,5,8,13,13
4396,2,4,118,257,56,118,14,39,32,26,20,24,15,7,9,25,9
4397,2,3,131,379,57,159,16,40,56,45,21,20,18,13,19,44,11
4398,2,4,240,649,112,260,28,72,86,68,48,43,31,15,42,61,21
4399,2,3,106,312,34,140,15,32,34,25,18,10,16,11,27,27,11
4400,2,4,122,229,56,104,10,41,26,29,18,26,18,3,8,25,4
4401,2,5,335,809,154,347,39,123,102,74,60,65,42,19,34,53,34
4402,2,3,99,311,44,131,16,32,41,29,19,18,18,10,25,21,10
4403,2,4,161,383,78,151,14,38,40,40,31,25,21,6,31,24,11
4404,2,4,166,452,62,174,22,63,48,38,42,33,25,12,20,35,31
4405,2,4,134,289,74,108,15,59,28,38,22,20,20,5,15,16,9
4406,2,4,169,402,82,174,18,57,45,45,30,26,20,12,21,32,13
4407,2,3,122,367,40,157,13,35,50,29,26,18,14,12,10,30,18
4408,2,3,104,250,54,96,12,43,27,26,11,20,14,6,15,18,10
4409,2,3,131,376,63,141,15,40,41,38,34,20,17,7,25,37,10
4410,2,4,251,604,102,257,25,79,85,45,37,44,27,18,52,52,12
4411,2,4,173,368,107,147,17,55,54,30,37,41,18,9,19,37,19
4412,2,5,137,278,75,116,13,33,40,29,18,32,20,6,19,24,1
4413,2,4,170,401,78,163,19,49,48,34,33,23,23,9,25,34,19
4414,2,4,208,547,100,243,25,91,73,60,34,42,31,11,18,39,21
4415,2,4,149,417,62,177,16,48,48,56,13,12,23,11,19,37,8
4416,2,3,169,413,75,140,18,61,54,41,32,29,29,7,24,44,9
4417,2,5,438,1019,204,448,40,171,138,101,80,76,41,29,48,105,36
4418,2,3,103,307,43,106,12,48,36,36,17,14,16,8,23,15,13
4419,2,5,291,720,156,262,33,97,93,70,42,76,40,16,35,49,29
4420,2,5,267,525,158,222,22,89,61,54,54,68,32,10,26,43,22
4421,2,4,151,431,58,202,19,35,52,38,29,17,25,9,22,47,11
4422,2,4,149,354,63,146,16,53,47,31,24,26,16,9,7,32,18
4423,2,2,90,255,33,102,9,37,32,25,17,14,10,7,13,19,13
4424,2,2,25,91,8,38,5,6,12,6,3,1,8,1,2,9,3
4425,2,4,169,484,71,205,23,55,51,44,35,23,26,14,27,40,27
4426,2,3,172,465,31,171,16,84,48,60,19,3,17,12,21,28,16
4427,2,3,146,425,69,139,15,49,38,58,18,30,19,11,27,35,22
4428,2,4,233,553,120,233,25,87,64,70,45,41,25,17,21,46,20
4429,2,4,192,575,87,243,25,63,61,45,36,33,32,16,47,33,31
4430,2,4,286,752,142,301,33,66,100,67,59,42,42,17,52,71,18
4431,2,3,68,220,28,102,9,31,30,25,3,3,9,6,24,10,8
4432,2,3,80,203,39,90,10,23,22,20,13,14,12,6,13,22,8
4433,2,4,251,756,99,291,35,79,88,47,52,38,46,14,51,48,34
4434,2,3,145,459,65,187,23,59,49,54,30,19,33,7,40,28,20
4435,2,4,156,389,74,165,14,61,54,40,29,26,17,10,20,23,2
4436,2,4,152,400,57,188,19,32,39,31,30,15,22,11,34,49,19
4437,2,3,94,254,50,98,12,23,30,29,19,30,13,8,17,25,4
4438,2,3,100,350,30,142,15,47,22,27,19,10,19,6,19,10,22
4439,2,4,263,614,139,240,21,48,95,46,34,71,21,19,37,70,15
4440,2,4,178,433,74,167,22,64,57,53,27,32,27,9,19,28,15
4441,2,3,157,369,94,135,14,55,47,31,29,41,18,9,25,26,9
4442,2,4,132,325,74,114,17,49,33,32,32,33,25,6,15,25,13
4443,2,4,122,329,65,141,15,38,35,36,18,25,23,7,21,32,7
4444,2,3,78,254,16,105,5,49,30,36,10,3,5,5,20,6,8
4445,2,3,167,518,68,221,25,71,62,60,22,17,36,9,26,45,16
4446,2,3,69,194,29,80,6,17,28,21,10,5,7,6,11,15,11
4447,2,3,211,519,64,246,27,58,49,56,37,14,32,11,32,50,14
4448,2,4,273,677,132,262,31,73,90,77,54,60,38,17,40,48,25
4449,2,4,166,377,84,156,18,53,41,35,32,31,27,5,27,32,9
4450,2,3,60,229,8,85,10,34,31,15,11,3,14,6,11,10,10
4451,2,4,189,561,78,202,20,67,69,47,35,24,21,16,20,41,27
4452,2,3,127,363,49,153,18,34,31,25,23,8,20,10,24,26,15
4453,2,4,173,363,73,158,17,61,39,43,27,29,20,8,9,37,15
4454,2,1,10,33,2,14,2,1,3,1,2,0,3,1,2,4,1
4455,2,4,256,563,127,237,26,69,49,51,41,49,28,14,31,67,26
4456,2,3,141,431,41,163,19,42,48,44,16,13,24,12,18,45,24
4457,2,3,119,293,62,126,13,37,24,30,27,15,14,8,24,19,11
4458,2,4,242,599,100,242,25,65,67,57,23,35,31,15,37,58,25
4459,2,5,209,519,88,217,22,54,63,43,38,29,24,13,24,42,19
4460,2,4,208,507,95,232,25,63,75,47,25,33,26,14,26,53,11
4461,2,4,120,308,43,147,15,44,30,30,24,11,18,5,25,29,14
4462,2,4,262,691,117,277,25,111,81,78,60,35,31,20,36,34,30
4463,2,4,208,430,102,162,18,69,60,38,36,46,20,12,32,23,18
4464,2,2,49,123,16,49,3,9,13,10,7,7,3,3,8,9,4
4465,2,4,132,357,43,124,15,48,32,46,40,10,19,7,14,22,22
4466,2,2,51,132,24,55,5,16,14,11,6,9,6,3,10,5,4
4467,2,3,67,177,33,63,7,43,27,13,10,12,16,1,9,15,6
4468,2,3,114,293,53,110,15,27,30,35,10,19,19,5,29,33,12
4469,2,4,201,487,81,205,20,57,56,42,36,31,22,14,26,48,23
4470,2,3,100,308,35,116,13,41,42,28,18,11,16,8,24,8,10
4471,2,4,198,542,86,235,18,50,41,37,42,27,53,7,39,53,15
4472,2,3,81,220,32,89,11,30,20,24,16,8,15,4,14,14,8
4473,2,4,121,314,56,133,13,26,44,29,21,21,16,7,20,27,8
4474,2,4,192,438,85,186,23,67,45,42,33,34,37,5,23,44,17
4475,2,2,52,168,4,68,8,10,5,13,5,1,9,6,8,16,17
4476,2,3,134,366,67,147,13,64,40,31,17,28,13,10,20,11,10
4477,2,3,145,429,50,171,19,38,41,41,21,12,20,10,23,35,12
4478,2,4,174,449,53,197,20,37,56,38,43,20,23,12,24,50,16
