id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12
9439,4,2,40,132,19,40,2,21,16,13,7,4,4,2,5,0,8,6,1,0,14,3,5,11,2,8,3,3.10787483246,2,1,2,0
9440,4,1,36,95,14,38,3,16,8,14,5,3,7,1,4,3,2,3,0,1,9,3,6,11,4,0,4,1.88311906001,1,2,1,0
9441,4,3,67,170,34,59,8,28,19,25,9,14,10,3,4,2,12,10,3,1,12,6,6,10,4,3,6,1.97525556674,2,1,6,0
9442,4,3,114,287,49,120,13,50,32,34,20,17,17,7,14,3,14,10,4,4,21,5,13,28,6,10,9,2.91077707361,4,2,5,1
9443,4,1,31,79,11,44,2,16,6,13,1,2,3,1,7,4,4,3,1,0,3,4,1,2,1,0,1,0.748119532746,1,1,2,0
9444,4,2,28,84,12,28,5,16,10,11,5,3,6,1,5,1,5,1,1,0,2,1,6,8,10,2,4,1.38270553553,1,1,0,0
9445,4,1,21,63,8,22,3,18,8,14,5,4,4,1,0,0,2,0,0,0,4,1,1,3,0,3,0,0.656270278402,1,0,2,0
9446,4,1,17,37,10,18,2,12,6,7,3,3,3,1,0,1,0,1,0,1,4,1,1,1,0,0,0,0.391781772368,0,0,0,0
9447,4,0,8,34,2,19,1,4,5,3,0,1,2,1,4,0,2,2,1,0,0,1,0,5,4,0,0,0.572788137482,1,0,1,0
9448,4,2,28,88,9,44,4,9,4,10,7,3,6,3,10,1,4,3,1,0,8,1,5,8,1,0,3,1.05123505749,0,0,5,0
9449,4,2,46,136,25,43,8,20,13,15,3,9,11,2,9,2,7,7,2,1,11,6,9,14,8,3,5,2.34616679313,0,1,3,1
9450,4,1,13,44,6,16,3,10,2,6,4,3,4,1,2,0,1,4,0,2,4,0,2,2,0,4,0,0.357020221736,0,1,1,2
9451,4,1,17,45,6,22,2,5,6,4,0,2,3,0,1,3,1,0,2,0,4,0,0,8,4,1,0,0.486293289107,0,3,1,0
9452,4,2,30,69,13,27,3,11,10,9,1,5,4,2,5,2,2,0,1,1,2,3,6,6,3,0,6,1.50597733427,1,2,1,0
9453,4,2,29,90,15,40,4,17,14,12,5,8,7,1,5,1,3,3,0,0,8,3,3,8,1,0,3,1.71391528165,1,1,1,0
9454,4,0,18,59,8,27,2,11,5,10,1,2,3,2,3,1,2,2,0,0,4,1,2,6,1,0,0,0.939282184645,2,2,2,0
9455,4,0,11,28,4,8,1,5,2,6,1,2,2,1,2,1,1,1,0,0,2,1,1,1,0,0,0,0.411066338479,1,0,1,0
9456,4,0,12,29,6,18,1,8,5,5,0,2,2,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0.154621998104,1,0,2,0
9457,4,3,44,124,21,54,6,27,14,15,4,9,8,2,4,2,4,5,2,3,7,7,5,9,5,2,3,1.38303452807,1,0,4,1
9458,4,2,22,75,7,31,4,14,7,9,3,5,6,2,2,2,1,6,3,2,7,2,1,6,0,3,0,0.815929270151,0,0,2,1
9459,4,2,40,114,16,44,4,23,13,18,3,3,6,3,6,3,3,5,1,0,8,2,5,7,2,4,3,1.12045853092,2,1,1,0
9460,4,2,67,192,35,65,8,35,17,31,10,14,9,3,15,0,10,8,3,1,17,2,18,10,2,2,9,3.23531606239,2,3,3,0
9461,4,1,27,107,15,41,4,16,12,17,0,4,5,3,5,2,3,6,0,0,3,4,6,11,6,0,0,2.08072594363,2,6,1,0
9462,4,3,59,181,28,75,9,30,17,26,11,13,11,5,10,3,6,8,4,1,13,7,2,11,6,4,0,2.01981104122,1,2,4,0
9463,4,1,18,43,4,14,3,7,9,7,4,1,4,0,1,0,1,1,0,0,4,0,3,4,1,0,0,0.719884622935,0,1,0,0
9464,4,0,9,32,4,12,2,6,4,6,4,2,3,0,1,1,0,0,0,0,1,0,1,4,0,1,0,0.558291482889,0,1,1,0
9465,4,1,61,137,29,49,7,32,14,16,10,11,12,2,3,1,2,4,2,2,3,2,23,12,18,6,10,2.38182241764,1,0,0,0
9466,4,1,79,193,36,57,9,31,20,23,9,14,11,4,12,10,7,6,3,5,11,5,42,9,3,5,15,5.04010459754,3,6,3,0
9467,4,2,38,101,20,36,5,21,14,17,8,10,5,3,5,4,1,4,0,2,8,2,6,3,0,1,4,1.21074993751,1,0,3,0
9468,4,1,25,67,10,28,3,15,7,11,1,3,3,2,2,0,2,2,1,0,2,0,2,9,6,1,0,0.572164739842,1,1,2,0
9469,4,1,26,77,15,32,3,10,4,9,2,4,5,1,8,2,3,5,1,1,6,3,7,7,1,1,2,1.10618112184,1,1,2,1
9470,4,2,38,102,19,36,5,18,8,11,1,6,7,3,4,1,4,6,1,1,3,1,10,6,3,4,11,1.00486075196,0,2,5,1
9471,4,0,12,30,6,14,1,2,2,3,0,3,3,1,1,2,1,2,0,0,2,0,0,5,0,0,0,0.288327092843,0,0,2,0
9472,4,1,30,92,17,33,3,19,9,13,6,8,5,1,4,0,3,5,2,2,8,2,4,5,3,0,4,1.29320990036,1,0,1,1
9473,4,3,55,126,29,46,4,26,16,19,6,13,7,2,4,3,2,6,1,1,6,2,8,3,7,4,12,1.26883728705,2,0,2,0
9474,4,1,23,65,9,29,2,13,3,11,1,2,3,1,5,0,3,3,0,0,4,1,4,4,1,1,4,1.20877560409,1,4,1,0
9475,4,0,24,61,10,22,2,9,10,5,2,3,4,2,2,3,4,2,0,0,9,3,4,7,0,1,0,0.567010654779,1,0,0,0
9476,4,2,75,236,37,84,9,39,24,30,14,12,15,5,14,4,7,9,6,0,14,7,11,23,13,7,3,4.04656396238,4,3,5,0
9477,4,1,30,67,12,26,2,16,13,10,2,6,3,2,1,3,1,2,1,1,6,3,6,2,0,2,0,1.09060421314,2,0,1,1
9478,4,2,39,117,16,39,5,20,8,11,8,2,7,4,10,2,5,5,2,0,7,2,7,13,8,3,2,1.48412320536,1,1,2,0
9479,4,1,20,59,9,21,3,13,4,12,1,6,7,0,1,1,1,5,1,0,6,0,4,3,1,1,1,1.02883447841,0,2,0,0
9480,4,1,18,45,8,23,1,4,4,3,2,5,2,1,3,2,2,3,1,0,2,1,0,6,1,1,0,0.549894367294,1,2,2,0
9481,4,1,21,63,7,27,1,9,10,5,3,2,2,1,8,0,2,2,0,0,6,2,3,7,2,1,0,0.820067536223,1,1,2,0
9482,4,2,89,198,38,82,7,46,20,26,16,15,8,4,9,7,7,7,1,2,13,2,18,7,6,5,11,2.05182925822,2,1,2,0
9483,4,2,57,140,33,52,4,29,18,20,5,15,5,4,8,3,6,7,4,2,5,2,11,6,8,4,5,1.64541009257,3,1,1,0
9484,4,2,26,61,7,18,3,9,8,8,7,4,4,2,2,1,2,2,0,0,4,2,3,3,0,2,2,1.03042748827,1,2,2,0
9485,4,3,52,138,21,48,7,25,13,18,10,12,8,4,7,6,8,7,1,3,6,3,8,5,0,4,7,1.45871746658,2,5,2,0
9486,4,0,4,6,1,3,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.0183467614892,0,0,1,0
9487,4,2,48,133,23,51,5,23,13,22,5,8,7,4,8,4,3,4,1,2,9,2,8,13,5,0,2,1.70241780007,1,3,3,0
9488,4,0,14,39,6,16,1,7,4,6,0,2,2,1,2,1,1,2,0,0,5,3,0,3,1,1,0,0.463793650308,1,1,0,0
9489,4,2,53,152,27,55,8,21,17,13,10,11,9,3,4,4,7,10,0,5,16,6,7,14,0,6,0,2.46015053761,1,0,1,1
9490,4,0,12,25,4,12,1,7,6,5,1,2,2,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0.116234672928,0,1,0,0
9491,4,1,15,44,6,14,3,10,5,8,4,3,4,0,1,2,1,1,0,1,3,1,4,0,0,0,0,0.5183019349,0,0,2,0
9492,4,0,33,105,10,39,1,17,12,10,2,5,2,1,4,1,5,4,1,0,6,5,4,13,5,1,0,1.52557737418,1,4,2,0
9493,4,2,46,124,24,49,7,26,17,18,5,9,10,3,10,1,3,4,0,1,7,1,11,10,6,2,5,2.14911039499,0,3,1,0
9494,4,2,37,89,17,31,5,14,11,9,4,6,6,2,5,1,1,3,0,0,9,5,4,7,0,1,3,1.51151614029,0,2,4,0
9495,4,1,11,28,5,8,1,4,4,4,0,2,2,1,3,0,1,1,0,1,2,0,3,3,3,2,0,0.194321055358,1,0,0,0
9496,4,0,21,71,4,26,2,2,4,3,0,3,4,2,3,0,0,2,0,0,4,1,2,4,0,0,40,1.26502045587,1,3,0,0
9497,4,2,31,92,9,37,4,13,10,16,1,2,5,3,8,2,2,1,0,0,9,5,3,3,1,0,3,1.63336993444,2,0,5,0
9498,4,0,19,45,7,20,1,7,1,7,3,1,3,1,4,2,2,1,1,0,2,1,6,6,3,0,2,0.649887132122,1,2,1,0
9499,4,0,11,25,5,13,2,6,4,4,0,2,3,0,0,1,0,2,1,0,1,0,1,1,0,0,0,0.320413782948,0,1,1,0
9500,4,2,48,116,26,37,5,24,15,19,3,8,6,4,3,6,2,5,0,2,6,6,3,5,0,2,2,2.56918713311,1,1,6,1
9501,4,2,38,111,21,35,5,25,12,15,5,6,7,3,5,2,4,9,1,1,6,4,7,4,3,4,3,1.49275367207,2,1,1,0
9502,4,1,30,71,14,29,4,15,8,12,3,4,5,2,4,1,3,4,2,0,1,1,4,0,6,2,3,0.533619948847,0,0,1,0
9503,4,2,40,80,28,25,4,22,9,11,3,9,5,3,1,1,1,3,1,1,6,2,4,1,0,8,4,0.894295648064,1,0,2,1
9504,4,2,35,86,16,36,4,12,6,8,8,6,8,1,6,5,4,2,1,3,7,3,4,6,2,4,4,0.80176231683,1,0,2,0
9505,4,2,29,130,14,33,6,20,13,18,3,8,8,3,4,3,6,7,0,2,11,2,8,18,4,1,3,5.3625344343,2,4,2,1
9506,4,2,31,86,16,21,4,13,9,10,6,1,5,3,5,0,3,1,0,0,6,2,3,14,3,0,1,1.64905258925,1,3,3,0
9507,4,2,34,134,12,38,5,17,15,14,9,3,7,3,7,1,7,8,4,0,14,2,8,11,3,5,5,2.21169530988,1,1,1,0
9508,4,2,56,140,17,54,7,22,11,20,7,5,9,4,5,7,8,2,0,0,9,4,11,9,7,1,6,1.82424643286,1,2,7,0
9509,4,0,25,78,6,28,5,8,10,11,6,1,6,0,1,6,3,4,1,0,1,1,6,9,0,0,0,1.09072162029,0,10,1,0
9510,4,1,30,100,16,32,5,16,10,11,8,7,6,3,6,4,4,5,0,0,6,2,5,6,2,5,2,1.53851014663,1,3,2,0
9511,4,1,16,34,8,13,2,7,4,8,0,4,3,0,0,0,2,0,0,1,4,2,0,2,1,1,0,0.285670647662,0,0,0,0
9512,4,0,29,82,9,35,3,12,11,15,4,2,5,3,5,8,4,1,3,0,2,1,4,1,3,0,1,0.515824478738,1,1,3,0
9513,4,3,84,215,45,88,9,34,22,27,11,18,16,5,14,6,5,8,1,1,20,9,21,14,4,6,11,1.87103690749,3,1,5,1
9514,4,1,36,80,15,27,3,18,4,15,3,6,6,1,6,3,5,2,1,2,3,2,9,2,4,1,4,0.782410755146,1,0,2,1
9515,4,3,84,205,51,66,12,50,23,29,10,22,14,3,7,6,6,6,5,3,14,6,19,7,3,12,6,3.63894991459,1,4,1,1
9516,4,1,20,73,10,34,4,11,7,8,4,3,5,2,5,2,1,2,2,0,5,1,1,11,0,2,0,0.655685196277,0,2,3,0
9517,4,1,18,50,6,20,2,9,4,9,2,2,3,2,2,0,2,2,2,0,2,1,1,1,3,0,1,0.664198541296,1,0,2,0
9518,4,0,23,76,9,26,2,12,7,10,7,7,5,2,4,4,4,3,1,3,9,0,1,7,0,0,2,1.30896951643,1,2,0,1
9519,4,1,26,73,11,30,3,11,6,9,4,3,4,3,3,3,4,1,0,0,5,1,9,5,0,3,6,0.559411317239,1,2,3,0
9520,4,1,25,56,11,20,4,10,6,10,3,7,5,0,2,2,1,3,2,1,6,2,4,2,1,0,2,1.12489861914,0,0,0,0
9521,4,2,26,71,18,25,2,10,10,9,4,8,3,1,1,3,3,2,0,2,2,1,3,7,6,2,3,0.694621898969,1,1,1,1
9522,4,2,33,93,15,32,5,13,13,10,4,5,7,1,5,1,4,3,2,0,2,2,3,10,5,1,4,1.34558851221,1,0,5,0
9523,4,3,39,107,20,27,5,24,16,19,4,5,6,3,4,1,3,2,0,0,8,5,4,9,0,4,1,1.87556643947,1,2,2,0
9524,4,1,21,53,9,18,2,7,8,4,2,2,4,2,1,0,2,1,0,0,5,0,3,9,4,0,2,0.547707121174,0,1,1,0
9525,4,3,61,150,31,54,7,26,19,20,14,15,8,5,5,5,5,5,2,6,9,5,5,11,3,5,3,2.12702327412,1,1,1,3
9526,4,2,21,47,9,15,3,8,5,7,2,3,4,1,1,4,2,3,1,1,3,1,0,2,4,2,0,0.730976574192,0,0,0,0
9527,4,2,53,139,25,54,6,33,12,22,3,8,6,4,5,7,6,1,3,3,14,2,11,4,2,3,2,1.60447349256,2,3,4,3
9528,4,0,10,23,4,9,1,4,2,4,0,2,2,1,0,2,2,1,1,0,1,1,0,1,2,0,0,0.124758324394,0,0,0,0
9529,4,1,28,89,6,22,5,15,4,17,7,3,6,2,1,2,4,2,0,0,7,3,8,14,5,1,0,1.56525701089,1,4,0,0
9530,4,2,51,153,20,57,5,29,14,16,8,6,5,5,6,2,7,8,4,1,11,4,5,9,3,7,4,1.99522961121,3,2,4,0
9531,4,1,19,44,9,18,3,11,4,12,0,5,4,0,2,0,0,2,0,1,5,1,1,2,0,0,0,0.135574505956,0,1,1,1
9532,4,1,12,37,5,15,1,5,3,6,2,4,2,1,0,0,1,4,0,1,2,1,1,1,0,0,3,0.295708403366,1,1,0,0
9533,4,1,11,48,3,14,1,6,3,7,3,2,1,1,1,0,1,4,0,0,4,0,0,5,2,1,2,0.902626817413,1,2,0,0
9534,4,3,42,111,17,52,4,28,11,20,4,10,10,2,6,3,6,0,3,3,8,1,4,6,0,0,2,1.60681074398,0,6,3,2
9535,4,1,25,74,5,31,1,5,8,6,2,2,1,1,7,0,2,3,3,0,3,3,3,7,6,1,8,1.13419650096,1,0,2,0
9536,4,0,53,141,17,59,3,29,22,26,4,10,4,3,6,0,1,3,1,0,2,5,0,12,11,0,0,1.60452876755,1,3,3,0
9537,4,0,6,39,1,21,1,5,6,7,1,0,2,1,2,1,0,2,1,0,0,0,0,6,4,0,0,0.511540044973,1,1,0,0
9538,4,2,43,113,18,46,2,13,11,11,4,6,3,1,3,6,9,6,4,0,5,1,7,8,3,6,6,0.978024053459,1,4,0,0
9539,4,2,26,99,12,41,4,17,9,11,2,4,5,3,6,1,6,4,0,1,6,2,6,12,4,0,2,1.39542984006,1,2,3,1
9540,4,0,21,46,4,18,2,8,9,8,1,2,3,1,2,0,0,0,0,0,0,0,3,3,2,0,5,0.502065067882,1,0,4,0
9541,4,3,36,88,22,30,4,16,12,10,5,8,5,3,3,3,2,2,0,1,6,4,2,9,3,4,0,0.860687514982,1,0,2,0
9542,4,1,6,22,0,10,1,2,4,2,0,0,2,1,1,1,1,0,0,0,0,2,0,3,1,0,0,0.389797555024,0,0,2,0
9543,4,1,20,62,9,25,3,10,4,9,1,2,5,1,1,1,1,5,0,0,5,3,1,8,1,0,0,1.14454460527,1,2,2,0
9544,4,0,5,21,3,8,1,5,2,3,0,2,3,0,0,0,2,1,0,0,2,1,1,2,0,0,1,0.305047768059,0,1,0,0
9545,4,0,11,63,3,26,3,5,7,6,1,0,4,2,4,0,4,3,1,0,1,2,0,8,1,1,0,0.559219461792,1,1,4,0
9546,4,1,14,39,4,16,2,9,5,10,2,1,4,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0.438443848051,0,3,1,0
9547,4,2,31,102,12,39,4,19,12,17,5,6,5,4,5,1,5,4,2,1,4,2,3,6,1,2,1,1.41232498591,1,3,2,0
9548,4,1,26,77,11,24,4,7,7,6,2,8,6,1,3,2,3,6,1,1,6,3,2,13,3,0,0,1.07875911789,0,1,2,1
9549,4,1,21,73,10,25,4,15,9,12,2,4,5,1,1,2,3,4,0,0,6,1,0,5,2,1,0,0.75698883239,1,1,1,0
9550,4,3,49,152,22,43,6,32,20,22,16,11,7,5,5,4,3,6,2,2,11,3,8,6,3,7,5,1.94165710425,3,1,0,0
9551,4,3,51,130,28,48,8,25,9,17,15,13,11,1,3,6,5,5,4,5,3,4,5,7,9,4,5,1.03235336407,0,3,0,4
9552,4,2,43,108,28,41,5,23,11,10,1,16,12,2,6,4,1,6,4,3,7,5,6,8,4,6,3,1.3170727183,0,1,1,1
9553,4,2,46,117,16,53,6,21,12,18,2,3,7,4,7,6,7,3,0,1,11,0,6,7,2,4,6,0.769829165488,0,0,2,0
9554,4,1,24,69,8,33,2,11,5,11,1,2,2,2,5,1,3,2,0,0,2,3,4,5,2,1,6,0.662154008761,2,1,3,0
9555,4,2,19,77,7,31,2,14,13,13,2,4,3,2,1,1,0,4,0,0,2,0,0,10,3,1,0,1.09195350224,2,2,3,0
9556,4,2,60,143,22,58,7,31,16,24,6,11,8,2,5,3,2,3,2,1,6,4,10,10,9,1,5,1.4049604121,1,2,2,1
9557,4,1,24,80,8,42,5,12,7,8,3,2,7,1,8,1,4,2,0,0,5,4,3,6,0,1,0,7.116540549,0,0,7,0
9558,4,3,83,220,41,88,6,36,18,31,6,13,8,5,12,11,12,8,0,3,9,8,12,18,7,7,6,3.07447638541,4,4,5,0
9559,4,2,41,116,16,41,6,19,11,17,4,6,8,2,3,4,2,5,0,0,11,4,3,8,0,5,1,1.11436832033,1,3,6,0
9560,4,1,32,94,9,38,3,12,7,11,5,4,4,3,3,5,5,2,3,0,2,3,2,8,4,3,2,1.20644999463,2,7,0,0
9561,4,2,40,100,16,32,5,17,8,17,8,7,6,1,6,3,3,4,2,3,8,3,7,3,1,1,7,2.35737718542,1,0,1,1
9562,4,3,49,136,23,51,6,26,17,17,10,12,7,3,5,3,6,6,0,3,9,7,6,5,1,8,6,1.21029130022,2,0,2,1
9563,4,1,22,67,4,35,3,10,3,11,2,1,4,3,7,5,4,3,0,0,2,1,0,2,0,2,0,0.432214021777,0,3,2,0
9564,4,0,32,83,14,33,3,21,9,17,2,4,4,2,4,1,5,2,0,0,3,2,3,4,3,0,0,0.730373930861,2,0,2,0
9565,4,0,12,45,6,11,2,6,7,7,0,1,3,1,0,0,2,1,0,0,3,0,2,7,2,0,0,0.879937225322,1,2,1,0
9566,4,1,27,64,7,24,1,15,8,11,1,3,2,1,4,0,2,1,0,0,5,1,6,2,4,0,4,1.34495781814,1,1,0,0
9567,4,3,74,170,23,76,8,31,20,24,12,4,9,6,8,4,8,4,3,2,8,5,10,9,13,6,4,2.07113159515,2,1,1,1
9568,4,0,8,29,4,10,1,4,3,3,3,1,2,1,2,0,1,2,0,0,3,0,1,3,0,0,0,0.278531093249,1,0,1,0
9569,4,3,40,143,19,62,5,17,15,11,12,6,7,5,11,2,6,5,3,2,8,3,7,15,8,2,2,2.52537388155,3,0,7,0
9570,4,2,32,116,7,52,4,20,17,19,2,2,5,3,6,1,7,3,0,0,9,2,1,10,1,2,0,1.61109943383,2,1,5,0
9571,4,3,60,173,33,65,6,27,20,14,10,10,7,5,11,8,8,4,2,4,8,7,15,10,4,7,8,2.69821058135,4,6,5,0
9572,4,1,27,70,13,32,4,16,7,11,3,6,4,1,6,0,1,2,0,0,1,2,2,4,3,1,1,0.483316191413,1,0,3,0
9573,4,2,31,95,11,33,5,16,15,14,3,2,6,3,4,1,2,3,1,0,7,2,5,10,1,2,3,1.70000408784,1,3,3,0
9574,4,2,60,164,29,65,6,34,21,24,3,10,8,3,11,3,7,2,5,0,6,2,12,12,11,3,4,1.55602786432,2,1,3,0
9575,4,1,26,67,10,22,3,9,9,13,1,6,4,1,5,3,0,3,0,0,4,2,4,7,4,0,1,0.961565936421,1,1,0,0
9576,4,2,38,94,21,31,4,17,11,16,6,5,7,1,7,2,2,4,1,1,5,1,8,3,3,3,5,1.72601099023,1,2,2,0
9577,4,0,11,26,4,10,1,4,1,1,3,0,2,0,0,1,2,0,0,0,3,4,4,2,1,0,2,0.353404538437,0,2,0,0
9578,4,2,50,132,25,49,6,27,16,19,7,12,7,2,9,1,6,5,1,3,4,3,8,11,8,2,6,1.73021355865,2,1,2,0
9579,4,0,25,58,11,24,1,11,7,12,2,3,2,1,5,1,2,2,0,0,4,1,3,3,2,0,2,0.882382663013,1,1,1,0
9580,4,1,20,56,8,23,3,13,6,8,2,6,5,0,0,1,1,1,1,2,6,0,1,6,0,2,0,0.481851281742,0,1,3,1
9581,4,0,10,20,4,8,1,4,4,3,0,1,2,1,1,2,0,0,0,0,1,1,0,1,1,0,0,0.0494001301455,0,1,0,0
9582,4,0,13,34,6,15,1,8,4,9,0,3,2,1,2,0,1,0,1,0,4,1,1,1,0,0,0,0.410807734052,1,0,1,0
9583,4,0,17,37,8,17,2,6,3,7,1,3,3,1,2,1,1,0,0,0,3,2,1,4,0,0,0,0.394946820008,0,2,1,0
9584,4,2,19,56,10,24,3,10,3,5,2,6,5,1,5,1,1,3,1,1,3,0,4,6,1,1,3,0.974082008859,0,2,5,1
9585,4,1,13,36,4,10,2,7,5,6,4,1,4,0,1,0,1,1,0,0,4,2,0,4,0,1,0,0.672041708905,0,0,0,0
9586,4,1,13,22,4,12,1,3,2,3,0,2,1,1,2,2,1,1,0,0,3,1,0,2,0,0,0,0.0668642682924,0,0,0,0
9587,4,2,39,91,14,39,4,20,11,9,3,4,5,4,4,1,3,3,0,0,7,3,6,4,3,5,5,0.961078218454,0,0,2,0
9588,4,2,42,110,18,51,6,16,11,17,7,8,11,0,5,4,1,2,0,1,12,0,2,13,3,4,1,0.76734354636,0,2,1,0
9589,4,2,51,136,23,58,6,25,10,18,6,4,8,2,8,4,5,3,2,0,11,4,7,12,2,6,2,1.80239418076,2,2,4,0
9590,4,2,37,90,21,32,5,21,13,14,5,12,6,3,2,1,4,3,2,2,7,2,7,5,0,2,4,0.959933580425,0,1,1,1
9591,4,0,33,68,19,28,2,16,9,10,9,10,3,2,4,0,3,2,1,0,0,0,2,3,4,2,3,0.564557999905,2,2,0,0
9592,4,0,27,73,6,29,2,17,8,12,3,1,3,1,5,1,4,1,0,0,4,3,4,2,1,3,2,1.07715670305,1,0,1,0
9593,4,1,25,63,11,23,3,16,8,10,6,0,4,3,2,1,1,2,0,0,0,0,3,2,7,2,1,1.16220600764,0,1,0,0
9594,4,3,89,228,43,85,11,54,28,40,15,10,18,3,7,7,3,11,3,0,17,4,11,11,2,4,4,3.62187739224,0,5,4,0
9595,4,2,63,145,33,53,7,30,14,17,12,11,11,2,4,5,5,4,2,4,10,1,11,5,4,8,11,1.41247186836,1,1,2,0
9596,4,1,43,103,15,49,6,21,9,14,3,7,9,1,4,0,3,3,4,0,8,2,4,12,3,2,3,1.43002394299,0,1,4,0
9597,4,2,34,103,4,43,6,18,6,14,4,2,7,3,4,3,6,8,2,0,9,0,12,4,0,2,4,1.39215887899,0,2,3,0
9598,4,2,32,102,8,42,4,17,13,11,3,2,5,4,11,2,5,3,1,0,9,1,7,6,1,4,4,1.34637375577,2,1,3,0
9599,4,1,25,50,9,18,2,7,6,4,3,4,3,2,3,0,2,2,0,0,5,4,3,7,2,0,0,1.59754376831,0,0,1,0
9600,4,2,44,106,25,31,5,25,15,17,6,7,6,4,4,1,2,4,2,2,7,4,4,2,0,5,4,1.92347034572,1,4,0,0
9601,4,0,21,57,10,18,2,8,6,5,4,6,2,2,5,1,2,4,3,2,2,4,3,3,3,1,2,1.02053651819,1,0,0,0
9602,4,1,20,50,5,19,3,12,7,8,0,2,4,1,3,1,2,2,0,0,2,2,5,3,1,0,3,0.43624499777,0,0,1,0
9603,4,2,43,151,17,57,5,27,18,20,12,5,12,4,10,4,6,2,0,1,12,3,6,12,7,5,1,1.78021846746,2,4,1,0
9604,4,1,28,85,12,34,3,13,8,11,5,4,7,1,3,4,2,4,0,0,10,3,2,7,1,2,0,1.26219178539,1,1,2,0
9605,4,1,17,50,3,20,3,8,5,5,3,2,6,0,1,0,2,3,0,0,5,2,4,4,1,2,3,0.651889662023,0,2,0,0
9606,4,2,59,143,27,71,7,29,18,16,10,13,9,4,11,5,6,3,4,2,9,2,10,6,2,3,4,1.51118807226,1,3,2,1
9607,4,3,72,201,28,73,8,20,31,12,15,6,13,7,10,7,4,9,12,1,11,5,19,21,11,7,10,2.62424844736,3,2,3,0
9608,4,3,64,155,26,56,4,21,15,12,15,6,5,3,7,3,8,10,2,1,8,5,16,11,2,3,7,2.38281161607,2,4,3,1
9609,4,0,45,136,16,59,5,22,10,16,7,1,7,4,10,3,5,6,0,0,11,4,6,13,3,1,4,2.03222066078,2,2,3,0
9610,4,2,44,124,23,42,5,22,11,19,5,8,6,4,7,3,5,6,2,3,9,3,8,7,4,2,7,1.69346366537,2,1,2,0
9611,4,1,20,51,10,21,2,9,6,8,4,1,4,1,2,4,2,0,0,0,5,2,1,3,1,0,1,0.861933922445,1,0,1,0
9612,4,0,11,29,5,10,2,5,3,6,0,2,3,0,0,0,0,3,0,0,0,1,0,2,4,1,0,0.165445571839,0,0,0,0
9613,4,2,67,178,37,67,8,32,22,23,12,14,10,3,9,6,4,8,1,3,7,12,11,8,3,5,10,3.16440170534,2,2,3,2
9614,4,1,6,18,4,11,1,2,2,1,0,1,2,0,2,1,0,0,0,0,1,1,2,3,1,0,0,0.133429176872,0,1,1,0
9615,4,2,40,116,24,37,4,24,8,16,5,15,8,4,7,2,6,6,1,7,6,5,9,7,6,3,2,1.31095139999,1,2,1,5
9616,4,1,31,87,11,40,4,15,7,10,3,4,5,2,8,3,3,5,3,2,3,0,5,7,4,2,1,0.844218743229,1,1,2,0
9617,4,2,35,129,9,55,4,16,18,12,7,2,5,4,3,6,4,7,0,0,11,1,1,12,0,8,0,2.55905041034,4,4,3,0
9618,4,3,87,237,34,89,8,41,33,24,26,16,11,8,12,10,9,12,4,5,12,2,21,8,6,9,12,5.34077169603,3,3,2,0
9619,4,2,46,122,31,43,7,19,15,20,2,18,14,2,2,4,4,1,0,0,13,6,6,14,2,6,3,1.19371157895,0,1,5,0
9620,4,1,13,39,6,14,2,5,5,5,3,3,3,1,1,1,3,2,0,0,5,0,2,2,0,1,2,0.560294796571,1,1,0,0
9621,4,0,43,88,18,35,5,23,13,18,0,8,7,1,0,6,4,2,0,0,4,3,6,3,5,1,2,1.36830407668,1,2,0,0
9622,4,2,45,111,23,34,5,18,13,23,13,11,8,3,4,2,3,6,0,1,9,3,2,5,0,2,4,2.45619230312,0,4,0,0
9623,4,1,12,47,7,15,2,7,5,6,2,2,3,2,3,0,3,2,0,2,3,1,4,4,4,1,2,0.682332156845,1,0,1,2
9624,4,3,69,173,37,61,9,36,20,20,10,15,10,5,6,6,6,7,2,1,7,3,14,12,14,3,5,2.44936691441,1,3,0,0
9625,4,3,52,150,28,46,6,25,17,20,7,8,7,5,11,3,5,3,0,2,16,11,11,5,0,9,7,2.49906890527,4,3,1,0
9626,4,0,10,35,2,14,2,6,4,4,0,0,2,1,1,1,0,2,0,0,4,2,0,3,0,0,0,0.854015294533,0,2,2,0
9627,4,2,69,214,20,80,7,26,26,25,9,8,9,6,9,4,10,11,2,3,9,10,8,23,9,3,6,3.84046578279,4,6,3,2
9628,4,2,48,124,20,55,5,23,13,20,11,9,9,2,7,4,5,2,0,1,7,1,7,5,2,2,7,1.46113065091,2,2,2,0
9629,4,0,39,105,15,38,5,20,15,16,3,8,9,2,1,2,1,2,1,2,3,3,2,14,5,3,2,1.7918369247,1,3,3,2
9630,4,2,52,123,18,43,7,22,14,16,5,3,9,2,6,8,3,4,1,0,9,2,13,10,2,1,3,1.7983922052,1,5,2,0
